#t(fs) C1F2 C1F3 C1F4 C1C5 C1H6 C1C7 C1H8 C1F9 F2F3 F2F4 F2C5 F2H6 F2C7 F2H8 F2F9 F3F4 F3C5 F3H6 F3C7 F3H8 F3F9 F4C5 F4H6 F4C7 F4H8 F4F9 C5H6 C5C7 C5H8 C5F9 H6C7 H6H8 H6F9 C7H8 C7F9 H8F9(ang.)
2.660790 1.3166622213 1.3792225238 1.3238512633 1.4887537198 2.5471650734 2.4980152895 3.0776472238 3.7148074718 2.1672034383 2.1594760669 2.3167060585 3.3683663325 3.3342943271 3.7094530716 4.4590803233 2.1519160472 2.3794644611 3.5864873674 2.7462989830 2.8007895404 4.0986078485 2.3215232060 2.6814701131 3.4311916486 4.1983020139 4.5193399690 1.4811934555 1.3594941612 2.4142538863 2.3209534452 2.3025605282 3.5951173222 2.5881127061 1.3152657201 1.3557890306 2.1292314714
2.902680 1.3185556999 1.3799781462 1.3206158140 1.4892589816 2.5426756454 2.5064677810 3.0472895334 3.7174812686 2.1690372737 2.1605749113 2.3177238400 3.3679880340 3.3416324249 3.6849768035 4.4609035661 2.1519402030 2.3805554844 3.5793831341 2.7500526341 2.7770090310 4.0992644076 2.3166102468 2.6753442768 3.4364038342 4.1618714255 4.5185370381 1.4725273758 1.3707642856 2.3814808611 2.3244420001 2.3021122042 3.5510970254 2.5852541065 1.2742318274 1.3530075930 2.1098020024
3.144570 1.3204607637 1.3806291406 1.3174465825 1.4898370298 2.5358911362 2.5152204627 3.0156086752 3.7200822058 2.1708575396 2.1616965003 2.3188618726 3.3653220687 3.3492276080 3.6598136097 4.4626636323 2.1519507680 2.3817659210 3.5698395551 2.7539862723 2.7527890348 4.0998081399 2.3115749862 2.6678261735 3.4419805863 4.1238564194 4.5176712349 1.4608696672 1.3825685815 2.3470366692 2.3279386081 2.2998434436 3.5025735026 2.5812612176 1.2310322387 1.3500024593 2.0893028314
3.386460 1.3223715103 1.3811736903 1.3143199970 1.4905161772 2.5267774815 2.5242267235 2.9829155929 3.7226002903 2.1726595438 2.1628100995 2.3201529109 3.3603214479 3.3570442882 3.6342318913 4.4643582065 2.1519322837 2.3831052104 3.5578270165 2.7580798639 2.7283826953 4.1002306782 2.3064208971 2.6588832947 3.4478450247 4.0845458868 4.5167084626 1.4461810673 1.3948153867 2.3112348753 2.3314011860 2.2957016749 3.4498685161 2.5761490800 1.1861072510 1.3467877686 2.0680259645
3.628350 1.3242824037 1.3816121667 1.3112689602 1.4913180125 2.5153509308 2.5334577486 2.9496085170 3.7250543535 2.1744377569 2.1639365347 2.3216119551 3.3529870089 3.3650489566 3.6085483426 4.4659972894 2.1519054383 2.3845786461 3.5433696788 2.7623336672 2.7040596487 4.1005507625 2.3012100289 2.6485543375 3.4539957453 4.0443833215 4.5157019033 1.4284938392 1.4074274874 2.2745296869 2.3348224279 2.2896993975 3.3935218268 2.5700048253 1.1400601487 1.3433825175 2.0463864412
3.870240 1.3262026183 1.3819467630 1.3082860909 1.4922521642 2.5016252750 2.5428459452 2.9161130972 3.7274151322 2.1761945231 2.1650751558 2.3232668864 3.3433229791 3.3731988499 3.5830980167 4.4675721117 2.1518651898 2.3861868982 3.5265016443 2.7667189137 2.6800690898 4.1007464676 2.2959480832 2.6368589243 3.4603474864 4.0038170136 4.5146123269 1.4078301704 1.4203024752 2.2374613951 2.3381596309 2.2818291771 3.3341783283 2.5628772535 1.0936247995 1.3397915448 2.0248542277
4.112130 1.3281196070 1.3821821284 1.3053838284 1.4933177012 2.4856635155 2.5523392664 2.8829455760 3.7296914164 2.1779152553 2.1662166779 2.3251071502 3.3313640337 3.3814356538 3.5582475694 4.4690809425 2.1518179742 2.3879284152 3.5073102337 2.7712349229 2.6566620135 4.1008400564 2.2906696250 2.6238809377 3.4668658900 3.9634401824 4.5134776747 1.3842790013 1.4333500569 2.2007420049 2.3414168036 2.2721319514 3.2727296342 2.5548794223 1.0477422150 1.3360324996 2.0040401858
4.354020 1.3300535303 1.3823246603 1.3025717977 1.4945021386 2.4675614365 2.5618877839 2.8506978926 3.7318668194 2.1796073107 2.1673709680 2.3271534513 3.3172149429 3.3897424721 3.5344399779 4.4705370781 2.1517690225 2.3897896927 3.4859188003 2.7758890355 2.6340445277 4.1008285388 2.2853971279 2.6097145880 3.4735107944 3.9239464712 4.5123069004 1.3579839274 1.4464756212 2.1652636339 2.3445813968 2.2606842111 3.2103303505 2.5461443115 1.0035917369 1.3320861234 1.9846758884
4.595910 1.3319933174 1.3823810786 1.2998550969 1.4957986899 2.4474894653 2.5714134366 2.8199981979 3.7339309178 2.1812595622 2.1685378728 2.3293984542 3.3010055920 3.3980464467 3.5120943177 4.4719292727 2.1517198760 2.3917568387 3.4625389380 2.7806696457 2.6123112444 4.1007117103 2.2801430252 2.5944828574 3.4801902493 3.8860868624 4.5110919691 1.3291754364 1.4595412414 2.1320919608 2.3476380109 2.2476173723 3.1484544509 2.5368569062 .9626240891 1.3279481539 1.9676720752
4.837800 1.3339574881 1.3823675153 1.2972437501 1.4971989465 2.4256378566 2.5808528156 2.7914588174 3.7358923975 2.1828898909 2.1697271418 2.3318698700 3.2829435514 3.4063264907 3.4916154556 4.4732991711 2.1516810705 2.3938190969 3.4373940364 2.7855916617 2.5914112606 4.1005127705 2.2749363783 2.5783189108 3.4868371482 3.8506534130 4.5098614683 1.2981271666 1.4724049558 2.1024187071 2.3505872345 2.2330666956 3.0887801531 2.5272308183 .9265203721 1.3236047199 1.9541054967
5.079690 1.3359131225 1.3822682100 1.2947455558 1.4987095572 2.4022475310 2.5901709435 2.7656586484 3.7377518907 2.1844672605 2.1709192095 2.3345489887 3.2632178598 3.4145323956 3.4733214263 4.4746228136 2.1516383823 2.3959419121 3.4107369537 2.7906803737 2.5711525321 4.1002235213 2.2698108124 2.5613700480 3.4933977415 3.8184232420 4.5086251471 1.2651721482 1.4849251776 2.0774968495 2.3534045236 2.2172293783 3.0331452192 2.5175084726 .8970792977 1.3189967006 1.9451044015
5.321580 1.3378613828 1.3821052665 1.2923673627 1.5003445652 2.3776215438 2.5993367411 2.7430064798 3.7395242321 2.1860150537 2.1721336089 2.3374598016 3.2421137167 3.4226515551 3.4574027259 4.4759211672 2.1516098413 2.3981209605 3.3829146880 2.7959701415 2.5511325034 4.0998595708 2.2647921731 2.5437903865 3.4998033428 3.7900048944 4.5073858503 1.2307205857 1.4969559577 2.0584868252 2.3560688102 2.2003677690 2.9833903695 2.5079656551 .8760682616 1.3140751724 1.9418430390
5.563470 1.3397798399 1.3818589797 1.2900987218 1.5021231406 2.3520346635 2.6083095625 2.7237437565 3.7412303376 2.1875107512 2.1733507069 2.3405906594 3.2198772848 3.4306266757 3.4438950731 4.4771832103 2.1515689573 2.4003250119 3.3541953142 2.8014577763 2.5309026520 4.0994253559 2.2599117557 2.5257209413 3.5059834519 3.7658114245 4.5061590653 1.1951495971 1.5083560092 2.0462830294 2.3585612294 2.1827105491 2.9409806710 2.4988392969 .8648812284 1.3088186979 1.9452525343
5.805360 1.3416457202 1.3815475858 1.2879528883 1.5040618888 2.3258121303 2.6171051802 2.7078927898 3.7428901401 2.1889643725 2.1745700602 2.3439431805 3.1967991268 3.4384726704 3.4327249919 4.4784222137 2.1515411799 2.4025531773 3.3249391570 2.8071827597 2.5100107510 4.0989348207 2.2551949718 2.5073194983 3.5119271541 3.7459705319 4.5049510185 1.1588839576 1.5190584247 2.0413745444 2.3608678992 2.1645883808 2.9069152974 2.4903652340 .8643274976 1.3031792759 1.9559123278
6.047250 1.3434741571 1.3811353277 1.2859288753 1.5061557956 2.2992844718 2.6257215046 2.6953526339 3.7444956957 2.1903597070 2.1758017302 2.3475167285 3.1731826515 3.4461907783 3.4237946633 4.4796327528 2.1514972999 2.4047616794 3.2954806935 2.8131402481 2.4882235998 4.0983691854 2.2506549893 2.4888042319 3.5176360419 3.7303926451 4.5037601326 1.1223187034 1.5290329980 2.0437898730 2.3629739359 2.1463210819 2.8815154128 2.4826798733 .8744112309 1.2971316608 1.9738188553
6.289140 1.3452333369 1.3806550464 1.2840296360 1.5083977645 2.2727443772 2.6341731037 2.6859195716 3.7460518512 2.1917066967 2.1770356190 2.3512681917 3.1492780462 3.4537613706 3.4169625780 4.4807897938 2.1514670505 2.4069490837 3.2661591479 2.8193209523 2.4655592121 4.0977372107 2.2462970797 2.4703130330 3.5231240988 3.7187673706 4.5025799571 1.0858509921 1.5382914592 2.0530530290 2.3648739667 2.1282820801 2.8644521800 2.4759366135 .8943078815 1.2906916857 1.9983962930
6.531030 1.3469227246 1.3800812409 1.2822475511 1.5107661871 2.2465335261 2.6424285076 2.6793824458 3.7475683984 2.1929809542 2.1782614780 2.3551787632 3.1254358777 3.4611551931 3.4121726010 4.4819118965 2.1514191673 2.4090623445 3.2373122491 2.8256403553 2.4423098296 4.0970373908 2.2421217364 2.4520145342 3.5283779168 3.7106999451 4.5014182183 1.0499498826 1.5468399849 2.0683552397 2.3665804914 2.1108731620 2.8549954434 2.4702765551 .9225783375 1.2839485777 2.0286151581
6.772920 1.3485408075 1.3794487798 1.2805870278 1.5132351448 2.2211257532 2.6505023190 2.6755163421 3.7490578896 2.1942092801 2.1794791301 2.3592211642 3.1021327494 3.4683844361 3.4093762059 4.4830185748 2.1513820319 2.4110861053 3.2094613303 2.8320651579 2.4189416001 4.0962877659 2.2381432335 2.4341493503 3.5334393176 3.7057616528 4.5002946325 1.0152532463 1.5547238238 2.0886521279 2.3681072060 2.0946090500 2.8522909077 2.4658527350 .9574584206 1.2769642128 2.0631733911
7.014810 1.3500824582 1.3787330996 1.2790568441 1.5157614245 2.1971406766 2.6583459106 2.6741563414 3.7505090050 2.1953644192 2.1807085489 2.3633324741 3.0799775693 3.4753794262 3.4085622961 4.4840830769 2.1513355347 2.4129448871 3.1832389778 2.8384867002 2.3960296994 4.0954666023 2.2343661461 2.4170080946 3.5382892570 3.7035861787 4.4992019766 .9826056164 1.5619425395 2.1128799223 2.3694549079 2.0800791955 2.8556546317 2.4628249312 .9971316861 1.2698379115 2.1006867915
7.256700 1.3515465632 1.3779490657 1.2776744693 1.5182858098 2.1753207957 2.6659248379 2.6750028531 3.7519540781 2.1964642667 2.1819495200 2.3674462408 3.0597197342 3.4821137295 3.4096216853 4.4851533244 2.1513020571 2.4145869287 3.1594524641 2.8448266137 2.3740110019 4.0946209000 2.2307962218 2.4008888082 3.5429351832 3.7037173958 4.4981787094 .9530721065 1.5685180414 2.1399031906 2.3706739457 2.0680159791 2.8646012766 2.4614466330 1.0398825945 1.2627108274 2.1399446108
7.498590 1.3529207883 1.3771081228 1.2764313400 1.5207489208 2.1565667584 2.6731982583 2.6778235982 3.7533796177 2.1974987008 2.1831819256 2.3714862377 3.0422465679 3.4885332947 3.4124626034 4.4862072943 2.1512812872 2.4159405393 3.1390873985 2.8509975994 2.3533747174 4.0937415812 2.2274430377 2.3861523868 3.5473658206 3.7057821459 4.4972228890 .9279428277 1.5744371592 2.1686195914 2.3717583303 2.0592536494 2.8789380337 2.4619859630 1.0840832931 1.2556737199 2.1796758603
7.740480 1.3542214236 1.3762126751 1.2753284291 1.5230824217 2.1417628714 2.6801286954 2.6824135639 3.7547827589 2.1984737658 2.1844154973 2.3754004029 3.0284661980 3.4946248131 3.4170136590 4.4872657038 2.1512695540 2.4169347243 3.1231051982 2.8569372443 2.3344377450 4.0928401855 2.2242968677 2.3731196375 3.5515624834 3.7094918334 4.4963346881 .9084896458 1.5796938296 2.1982168682 2.3727257828 2.0545513029 2.8988198674 2.4646876846 1.1286059865 1.2488103749 2.2190296538
7.982370 1.3554529761 1.3752665401 1.2743841144 1.5252262958 2.1316983330 2.6866771333 2.6885154662 3.7561705639 2.1993877893 2.1856600923 2.3791354414 3.0191797338 3.5003632856 3.4231204843 4.4883468784 2.1512758226 2.4175085625 3.1123704564 2.8625886840 2.3173980195 4.0919408813 2.2213725071 2.3620731059 3.5555249592 3.7145620907 4.4955461347 .8958649508 1.5842741393 2.2279406869 2.3735968970 2.0545757999 2.9244236184 2.4697933979 1.1725079758 1.2422100154 2.2573144996
8.224260 1.3566103288 1.3742727005 1.2735958128 1.5271323531 2.1269617400 2.6928224261 2.6959196536 3.7575213042 2.2002341136 2.1868954883 2.3826452972 3.0149642344 3.5057389211 3.4306472176 4.4894371388 2.1512970351 2.4176153683 3.1075328677 2.8679143977 2.3023716650 4.0910386911 2.2186654302 2.3532134287 3.5592493215 3.7207680490 4.4948456244 .8909249223 1.5881802330 2.2572376444 2.3743618486 2.0598187760 2.9559288752 2.4774777277 1.2151292780 1.2359136672 2.2940328081
8.466150 1.3576960196 1.3732327528 1.2729745674 1.5287863470 2.1277941153 2.6985326707 2.7045349000 3.7588457512 2.2010131687 2.1881316253 2.3859157699 3.0160570538 3.5107247306 3.4395545117 4.4905478854 2.1513332071 2.4172486500 3.1088468472 2.8728737075 2.2895627988 4.0901520338 2.2161907938 2.3466258732 3.5627283088 3.7280204125 4.4942629823 .8940101507 1.5914081075 2.2857053434 2.3750347728 2.0704505318 2.9932245764 2.4878628759 1.2558812455 1.2299836937 2.3286899512
8.708040 1.3587041182 1.3721582409 1.2725296486 1.5301951151 2.1340860709 2.7037805913 2.7141930481 3.7601430001 2.2017301505 2.1893682481 2.3889581959 3.0223343116 3.5153047481 3.4497200665 4.4916858557 2.1513987583 2.4164240998 3.1161756571 2.8774331091 2.2789878640 4.0892855872 2.2139580421 2.3422918595 3.5659425476 3.7361648311 4.4938005178 .9049313396 1.5939452054 2.3130206033 2.3756047790 2.0863047325 3.0358649127 2.5009406807 1.2943979854 1.2244597819 2.3610056254
8.949930 1.3596357961 1.3710400090 1.2722620554 1.5313877663 2.1453977605 2.7085495648 2.7246918323 3.7614140209 2.2023807501 2.1906153019 2.3918020016 3.0333309915 3.5194582932 3.4609618217 4.4928441235 2.1514838008 2.4151707199 3.1290007570 2.8815667195 2.2705848712 4.0884382745 2.2119699958 2.3400987718 3.5688769347 3.7450196558 4.4934577426 .9229956487 1.5957971188 2.3389267210 2.3760607071 2.1069302150 3.0830574824 2.5165996308 1.3304176522 1.2193689451 2.3907935704
9.191820 1.3604762895 1.3698794308 1.2721634153 1.5323906017 2.1610633139 2.7128332574 2.7356228702 3.7626881728 2.2029568801 2.1918425012 2.3944867962 3.0483573611 3.5232051486 3.4728733812 4.4940645277 2.1515805086 2.4135355590 3.1465402593 2.8852499273 2.2641184539 4.0876428225 2.2102000039 2.3399188305 3.5715107168 3.7542253387 4.4932513261 .9471045383 1.5970127980 2.3630443159 2.3764367858 2.1315825449 3.1335304544 2.5345526116 1.3636362016 1.2147704985 2.4179162819
9.433710 1.3612278350 1.3686885811 1.2722470705 1.5332503001 2.1802553952 2.7166003874 2.7468803241 3.7639643865 2.2034707749 2.1930798099 2.3970517870 3.0665718959 3.5264953732 3.4853399261 4.4953235629 2.1517038367 2.4115935400 3.1678657423 2.8884572483 2.2595295957 4.0869027896 2.2086592360 2.3415312033 3.5738273430 3.7637094132 4.4931924705 .9759979653 1.5975995313 2.3853168506 2.3767270130 2.1594311415 3.1861694915 2.5544909254 1.3939424204 1.2106922209 2.4422814657
9.675600 1.3618806437 1.3674800903 1.2724998111 1.5340133271 2.2021265852 2.7198497455 2.7583702154 3.7652514442 2.2039243698 2.1942970855 2.3995577296 3.0871392154 3.5293427019 3.4982834953 4.4966458356 2.1518525941 2.4094221323 3.1920331132 2.8911941418 2.2567502492 4.0862332511 2.2073307218 2.3446726494 3.5758127934 3.7733878568 4.4932783785 1.0084044312 1.5975904966 2.4057236975 2.3769377092 2.1896360041 3.2398682120 2.5760666728 1.4212767243 1.2071435005 2.4638376634
9.917490 1.3624451603 1.3662343907 1.2729374141 1.5347158709 2.2258903032 2.7225569667 2.7699595636 3.7665535891 2.2043062172 2.1955141888 2.4020583588 3.1092985863 3.5317337746 3.5115864701 4.4980432742 2.1520187093 2.4070663431 3.2181574492 2.8934308152 2.2556640512 4.0856387254 2.2062206333 2.3490927134 3.5774643414 3.7831629318 4.4935301710 1.0431770889 1.5970103790 2.4242292516 2.3770778088 2.2214344995 3.2936090020 2.5989362520 1.4455784195 1.2041609584 2.4825686069
10.159380 1.3629215418 1.3649711461 1.2735504464 1.5353837109 2.2508663527 2.7247047032 2.7814619846 3.7678520927 2.2046305187 2.1967210697 2.4045837905 3.1323926746 3.5336522920 3.5250730629 4.4994964678 2.1522093551 2.4045955494 3.2455124343 2.8951628774 2.2560946509 4.0851223735 2.2053080352 2.3545368047 3.5787638891 3.7928611781 4.4939253216 1.0793477216 1.5958903148 2.4407605945 2.3771398866 2.2541699212 3.3464826313 2.6227544107 1.4667946751 1.2017546661 2.4984659300
10.401270 1.3633093458 1.3636800756 1.2743625788 1.5360365332 2.2765182943 2.7263074262 2.7927137815 3.7691702089 2.2048860246 2.1979276255 2.4071668747 3.1559132965 3.5351263488 3.5385994657 4.5010413415 2.1524285686 2.4020417406 3.2735117551 2.8964023749 2.2578693650 4.0847124868 2.2046044433 2.3608046205 3.5797492040 3.8023538238 4.4945069642 1.1161721156 1.5942769666 2.4552624710 2.3771546397 2.2873404032 3.3977906068 2.6472556926 1.4849151381 1.1999442259 2.5115743943
10.643160 1.3636223202 1.3623716024 1.2753511216 1.5366896968 2.3024326545 2.7273185902 2.8036425187 3.7705001692 2.2050863828 2.1991137984 2.4098372323 3.1794907370 3.5361226593 3.5521061121 4.5026802852 2.1526689137 2.3994491143 3.3017207256 2.8971169107 2.2609067488 4.0844192971 2.2040957050 2.3677129203 3.5803769315 3.8115687763 4.4952673148 1.1530944318 1.5921605555 2.4677313563 2.3771216492 2.3205273078 3.4470274888 2.6721921731 1.4999129962 1.1987727100 2.5218895691
10.885050 1.3638488445 1.3610466019 1.2765350517 1.5373463915 2.3283539902 2.7277477040 2.8142086014 3.7718320058 2.2052206271 2.2002894251 2.4125858190 3.2028739276 3.5366382218 3.5655398200 4.5043915656 2.1529406626 2.3968375030 3.3298760715 2.8973249860 2.2651552829 4.0842428433 2.2037873801 2.3751444192 3.5806718165 3.8204878394 4.4962111036 1.1897851266 1.5895681471 2.4781763508 2.3770432526 2.3534915947 3.4939052821 2.6973940734 1.5118004923 1.1982234717 2.5294011856
11.126940 1.3640145422 1.3597067611 1.2779096875 1.5380100864 2.3540859507 2.7275583586 2.8244059836 3.7731597528 2.2053005691 2.2014545180 2.4154499373 3.2259245275 3.5366734136 3.5789171198 4.5062070566 2.1532389700 2.3942247871 3.3577706610 2.8970030738 2.2705897015 4.0841863210 2.2036851175 2.3830085846 3.5806115859 3.8291129164 4.4973448514 1.2259971018 1.5864818087 2.4866291983 2.3769210819 2.3860091906 3.5382140633 2.7227016448 1.5205940172 1.1983228413 2.5341096267
11.368830 1.3641171892 1.3583634392 1.2794707541 1.5386745212 2.3794973730 2.7267517900 2.8341914664 3.7744743443 2.2053288853 2.2026090051 2.4184143811 3.2485191310 3.5362179414 3.5921827407 4.5081084144 2.1535681702 2.3916293398 3.3852823348 2.8961654014 2.2771553705 4.0842545738 2.2037744809 2.3912323955 3.5801978263 3.8373996992 4.4986580343 1.2615654373 1.5829224460 2.4930857501 2.3767623445 2.4179402801 3.5797873711 2.7479810327 1.5263018968 1.1990634454 2.5360081141
11.610720 1.3641596298 1.3570078561 1.2812243250 1.5393248915 2.4044231844 2.7253290340 2.8434609885 3.7757859005 2.2052935473 2.2037427446 2.4214747237 3.2705332638 3.5352861997 3.6052437565 4.5101230414 2.1539237572 2.3890493407 3.4122261254 2.8948182213 2.2847304094 4.0844655148 2.2040534482 2.3997350661 3.5794534127 3.8452601604 4.5001784742 1.2962868706 1.5789206146 2.4975144720 2.3766006376 2.4491009079 3.6183827914 2.7730740004 1.5289466578 1.2004601861 2.5351478227
11.852610 1.3641503058 1.3556511711 1.2831660501 1.5399444967 2.4286543388 2.7233008804 2.8520935065 3.7770646335 2.2052039398 2.2048557943 2.4246229759 3.2918059464 3.5338962183 3.6179871740 4.5122324631 2.1543100824 2.3864998424 3.4383837255 2.8929842553 2.2931614614 4.0848075994 2.2044963018 2.4083936475 3.5783909365 3.8525713048 4.5018757916 1.3298948293 1.5745210120 2.4998903991 2.3764351282 2.4792542891 3.6537021275 2.7977457673 1.5285768231 1.2024829528 2.5315861663
12.094500 1.3641032510 1.3542849254 1.2852986545 1.5405212868 2.4519861763 2.7206920290 2.8600396161 3.7783045581 2.2050547301 2.2059580187 2.4278561778 3.3121836084 3.5320786089 3.6303623004 4.5144395725 2.1547214768 2.3839825977 3.4635272366 2.8906873913 2.3023716562 4.0852777495 2.2050960577 2.4170991063 3.5770496317 3.8592906642 4.5037591562 1.3621254832 1.5697785647 2.5002354808 2.3762861007 2.5081714135 3.6854909425 2.8217791282 1.5252446786 1.2051081826 2.5253683021
12.336390 1.3640169013 1.3529308299 1.2876206531 1.5410432322 2.4741767728 2.7175059271 2.8672889241 3.7795096685 2.2048574131 2.2070393827 2.4311600208 3.3314632751 3.5298400703 3.6423494580 4.5167516694 2.1551750305 2.3815252794 3.4874169738 2.8879466709 2.3123231469 4.0858937798 2.2058352049 2.4257092196 3.5754375552 3.8654085491 4.5058385440 1.3926679124 1.5647289977 2.4986013770 2.3761855667 2.5355658780 3.7134781751 2.8449366432 1.5190090007 1.2083341276 2.5165360716
12.578280 1.3639022864 1.3515799790 1.2901270139 1.5415133575 2.4950439578 2.7137726041 2.8739269745 3.7806617814 2.2046083391 2.2081098795 2.4345377469 3.3495137000 3.5272124152 3.6540171119 4.5191516127 2.1556621661 2.3791356429 3.5098437852 2.8847892450 2.3230833629 4.0866305219 2.2067034937 2.4340969801 3.5735768799 3.8710006883 4.5080958074 1.4212857153 1.5594134301 2.4950905931 2.3761292715 2.5612157033 3.7374992814 2.8670066538 1.5099359469 1.2121084051 2.5050691105
12.820170 1.3637530717 1.3502333100 1.2928008148 1.5419319621 2.5144238364 2.7095022429 2.8799921456 3.7817627487 2.2043013844 2.2091495151 2.4379778465 3.3661990839 3.5242043980 3.6653817694 4.5216361610 2.1561755094 2.3768227768 3.5306320183 2.8812263728 2.3346887851 4.0874854636 2.2076810891 2.4421393308 3.5714580281 3.8760881169 4.5105204682 1.4477736553 1.5538499230 2.4897463640 2.3761295469 2.5849091834 3.7573696444 2.8878056921 1.4980525051 1.2164149530 2.4909413566
