#t(fs) C1F2 C1F3 C1F4 C1C5 C1H6 C1C7 C1H8 C1F9 F2F3 F2F4 F2C5 F2H6 F2C7 F2H8 F2F9 F3F4 F3C5 F3H6 F3C7 F3H8 F3F9 F4C5 F4H6 F4C7 F4H8 F4F9 C5H6 C5C7 C5H8 C5F9 H6C7 H6H8 H6F9 C7H8 C7F9 H8F9(ang.)
2.660790 1.2922690877 1.3316815495 1.3774366795 1.4690069246 2.0766687449 2.4664673879 3.0477914478 3.6955712879 2.1530731360 2.1475322671 2.2885212044 2.2888625550 3.3986929031 4.1265992781 4.5081946061 2.1862234656 2.3257662809 3.2983681754 2.7373419735 2.8239108635 4.0476758297 2.2986494635 2.5649687970 3.2993221575 3.7695912774 4.4312237347 1.3236302268 1.3042094682 2.2883143893 2.3269254501 2.4552351117 3.5468378436 3.0609333534 1.1662917025 1.3142730849 1.8464283092
2.902680 1.2933080677 1.3327153428 1.3754231082 1.4659815777 2.1123538711 2.4693416887 3.0560226966 3.6961680919 2.1538738234 2.1463480881 2.2863484302 2.3076209004 3.4020901092 4.1349221401 4.5090182264 2.1867908438 2.3228804994 3.3386460609 2.7394116845 2.8302777106 4.0481252561 2.2964228927 2.5891072171 3.3014989457 3.7778610971 4.4317154304 1.3687428670 1.3078376097 2.2961939006 2.3295852074 2.4963457513 3.5952198760 3.0877231577 1.1706498533 1.3126487210 1.8474916845
3.144570 1.2944821757 1.3336625091 1.3733036979 1.4628794997 2.1470315897 2.4726066831 3.0630243752 3.6967933377 2.1546881448 2.1451757114 2.2839278125 2.3268923955 3.4059253033 4.1420971875 4.5098590208 2.1873217711 2.3201019315 3.3772409859 2.7417057005 2.8354219952 4.0485805379 2.2940062582 2.6129960385 3.3040011369 3.7850169190 4.4321952518 1.4108852389 1.3123440133 2.3036186803 2.3325554177 2.5353178229 3.6401520181 3.1125067263 1.1741224426 1.3107953308 1.8490115213
3.386460 1.2957826689 1.3345369063 1.3710621430 1.4597292839 2.1805016412 2.4762426787 3.0687183992 3.6974629837 2.1555202169 2.1440159338 2.2812927159 2.3464227939 3.4101785824 4.1480291311 4.5107283422 2.1878054982 2.3174418068 3.4140332076 2.7441878789 2.8393241200 4.0490500081 2.2914046734 2.6363926415 3.3067825523 3.7909509720 4.4326508555 1.4500714489 1.3176798122 2.3104024099 2.3358102477 2.5721674394 3.6814945798 3.1353217081 1.1765189749 1.3087603988 1.8508377018
3.628350 1.2971829894 1.3353619056 1.3687175609 1.4565529735 2.2126194798 2.4802465949 3.0730011597 3.6981898745 2.1563715272 2.1428675663 2.2784558940 2.3659885812 3.4148330348 4.1525870656 4.5116233287 2.1882605026 2.3149135027 3.4489612588 2.7468457794 2.8419343495 4.0495445718 2.2886660391 2.6591374622 3.3098577997 3.7955722581 4.4331139077 1.4863538464 1.3238104054 2.3163487985 2.3393267348 2.6069469933 3.7191325990 3.1562215262 1.1776536520 1.3065711255 1.8528428325
3.870240 1.2986674549 1.3361482241 1.3662664273 1.4533761511 2.2433182558 2.4846054525 3.0758184339 3.6989679726 2.1572382882 2.1417214452 2.2754493317 2.3854568696 3.4198795539 4.1557058792 4.5125408409 2.1886814265 2.3125242396 3.4820204421 2.7496595920 2.8432369497 4.0500556440 2.2858102529 2.6811111195 3.3131987246 3.7988083842 4.4335652114 1.5198244903 1.3306865430 2.3213192520 2.3430600415 2.6397199142 3.7530354029 3.1752424099 1.1774077851 1.3042435744 1.8549181028
4.112130 1.3002405430 1.3368930048 1.3637199061 1.4502248895 2.2725353879 2.4892959810 3.0771440834 3.6998222927 2.1581230372 2.1405967723 2.2723071108 2.4047157209 3.4252995363 4.1573564685 4.5135043196 2.1890661652 2.3102685754 3.5131863791 2.7525977837 2.8432262534 4.0505956732 2.2828835512 2.7022145924 3.3167938276 3.8006400818 4.4340441320 1.5505497154 1.3382447072 2.3252154456 2.3469959499 2.6705079221 3.7831841835 3.1924208276 1.1757205790 1.3018283851 1.8570038324
4.354020 1.3018742110 1.3375999981 1.3610731363 1.4471217928 2.3001989673 2.4942992883 3.0769679723 3.7007438934 2.1590120995 2.1394739771 2.2690341947 2.4236419127 3.4310584778 4.1575103322 4.5144889287 2.1894086597 2.3081516311 3.5424287763 2.7556495196 2.8419152605 4.0511555110 2.2798976456 2.7223139221 3.3206015441 3.8010271399 4.4345225562 1.5785688559 1.3464271600 2.3279698548 2.3510933624 2.6993105117 3.8095643322 3.2077599555 1.1725704020 1.2993345008 1.8590423781
4.595910 1.3035757218 1.3382792075 1.3583479080 1.4440881983 2.3262390163 2.4995923404 3.0753362323 3.7017319355 2.1599181611 2.1383630575 2.2656696503 2.4421520659 3.4371519368 4.1562317084 4.5155136034 2.1897267255 2.3061880183 3.5697175746 2.7588135667 2.8393710610 4.0517395799 2.2769020682 2.7413139372 3.3246190334 3.8000212757 4.4350231458 1.6038942450 1.3551721727 2.3295752896 2.3553237060 2.7260892455 3.8321858462 3.2212476666 1.1679955280 1.2967755628 1.8609862087
4.837800 1.3053508398 1.3389153682 1.3555420658 1.4411411111 2.3506004869 2.5051490845 3.0722972663 3.7027945889 2.1608366004 2.1372840006 2.2622202095 2.4601566460 3.4435419298 4.1535705364 4.5165735911 2.1900088645 2.3043747724 3.5950021246 2.7620837069 2.8356331655 4.0523514530 2.2738992973 2.7591205102 3.3288028431 3.7976441185 4.4355372910 1.6265120519 1.3644201377 2.3300707737 2.3596764448 2.7507640297 3.8510800958 3.2328452564 1.1621081392 1.2941691593 1.8628669410
5.079690 1.3071809432 1.3395079450 1.3526721753 1.4382990967 2.3732314362 2.5109347572 3.0679521511 3.7039133974 2.1617623346 2.1362063875 2.2586953207 2.4775858417 3.4501896845 4.1496282861 4.5176522984 2.1902679115 2.3027289723 3.6182344653 2.7654580832 2.8307491177 4.0529777519 2.2709182441 2.7756934981 3.3331353972 3.7940161188 4.4360656927 1.6463610847 1.3741072799 2.3295886630 2.3641179495 2.7731896614 3.8663255752 3.2424334508 1.1551252729 1.2915112204 1.8647806671
5.321580 1.3090701557 1.3400451047 1.3497426829 1.4355858750 2.3940922038 2.5169360389 3.0623806274 3.7051009971 2.1626984056 2.1351498006 2.2551044716 2.4943565200 3.4570652550 4.1444764967 4.5187450968 2.1905012548 2.3012640205 3.6393666721 2.7689461975 2.8247420288 4.0536296566 2.2679613424 2.7909912866 3.3375919402 3.7892183888 4.4366087916 1.6633973694 1.3841894853 2.3282430090 2.3686414594 2.7932586658 3.8780090289 3.2499397255 1.1472440625 1.2888095936 1.8668459946
5.563470 1.3110238006 1.3405078376 1.3467538146 1.4330328889 2.4131160830 2.5231472841 3.0556492456 3.7063562511 2.1636412348 2.1341154561 2.2514895077 2.5103671636 3.4641695854 4.1381939456 4.5198617619 2.1906999182 2.2999855142 3.6583164468 2.7725434997 2.8176235454 4.0542953405 2.2650311999 2.8049466822 3.3421538899 3.7833083488 4.4371468160 1.6775795157 1.3946284502 2.3261200833 2.3732164466 2.8108987558 3.8862086137 3.2553141844 1.1386303614 1.2860610511 1.8691626966
5.805360 1.3130171147 1.3409010884 1.3437115776 1.4306727097 2.4302359298 2.5295624887 3.0478546088 3.7076968042 2.1645881973 2.1330826158 2.2478621302 2.5254882976 3.4714684674 4.1308649353 4.5209986283 2.1908737275 2.2989128450 3.6750246869 2.7762501327 2.8094332674 4.0549886484 2.2621527350 2.8175030780 3.3468245398 3.7763751727 4.4376978705 1.6888848215 1.4053793770 2.3233279369 2.3778256111 2.8260603541 3.8910463021 3.2585484297 1.1294812699 1.2832819687 1.8718491182
6.047250 1.3150541112 1.3412219808 1.3406204855 1.4285378080 2.4454503269 2.5361484770 3.0391047874 3.7091223509 2.1655451949 2.1320811772 2.2442485655 2.5396623846 3.4789123210 4.1226038736 4.5221419356 2.1910278091 2.2980571030 3.6894877710 2.7800314460 2.8001948612 4.0557013512 2.2593381871 2.8286497528 3.3515669532 3.7684961581 4.4382434454 1.6973432829 1.4163778494 2.3200130912 2.3824338655 2.8387260642 3.8927331618 3.2596400306 1.1200523144 1.2805001944 1.8750726833
6.289140 1.3171216400 1.3414520016 1.3374909694 1.4266485543 2.4588410827 2.5428965632 3.0295472932 3.7106463446 2.1664899218 2.1311003108 2.2406699366 2.5528891896 3.4864794257 4.1135604092 4.5232999988 2.1911493309 2.2974062178 3.7017780880 2.7838745287 2.7899805183 4.0564378547 2.2566180230 2.8384629398 3.3563953878 3.7598161083 4.4388109418 1.7030963362 1.4275813266 2.3163444765 2.3870268475 2.8489910734 3.8915988086 3.2586786574 1.1106011491 1.2777339149 1.8789806637
6.531030 1.3192236776 1.3416134881 1.3343324729 1.4249946770 2.4707094692 2.5497922600 3.0192510505 3.7122627341 2.1674393811 2.1301513447 2.2371635954 2.5653044371 3.4941734387 4.1038340659 4.5244933313 2.1912499393 2.2969438087 3.7122558690 2.7877695108 2.7788433283 4.0572012217 2.2539898340 2.8471713078 3.3613028110 3.7503705069 4.4393918062 1.7066238810 1.4389485563 2.3123607659 2.3915867988 2.8572756214 3.8881621476 3.2560100054 1.1012501988 1.2749964868 1.8836166586
6.772920 1.3213393750 1.3417505485 1.3311636610 1.4234948181 2.4820209512 2.5567749242 3.0083267649 3.7139807802 2.1683941551 2.1292330435 2.2337201757 2.5774227745 3.5019405753 4.0935448266 4.5257413966 2.1913344564 2.2965949500 3.7220469544 2.7916688962 2.7669481723 4.0580375611 2.2514360591 2.8555246443 3.3662767768 3.7402394619 4.4400326479 1.7093406736 1.4504139481 2.3080517354 2.3961458222 2.8648504899 3.8837584500 3.2526683542 1.0920296077 1.2723816366 1.8889278910
7.014810 1.3234724257 1.3418985844 1.3280122771 1.4220853404 2.4935404373 2.5638171029 2.9968591951 3.7157756441 2.1693728851 2.1283458583 2.2303772950 2.5897034378 3.5098002162 4.0828183366 4.5270737570 2.1914152706 2.2963027531 3.7320420276 2.7955596294 2.7544078825 4.0589515417 2.2489526017 2.8641284294 3.3713361218 3.7295075050 4.4407525807 1.7123492861 1.4619355896 2.3034150861 2.4006962909 2.8727011505 3.8794378581 3.2494255838 1.0829832258 1.2699086129 1.8948697528
7.256700 1.3255937474 1.3420561977 1.3248905119 1.4207493387 2.5055215529 2.5708911102 2.9849525584 3.7176581471 2.1703555177 2.1274898074 2.2271264192 2.6022843763 3.5177086577 4.0717403739 4.5284878928 2.1914820485 2.2960387919 3.7425276654 2.7994227435 2.7413159082 4.0599596948 2.2465258669 2.8731721539 3.3764470036 3.7182562516 4.4415538233 1.7160236643 1.4734664025 2.2985200152 2.4052449304 2.8811377517 3.8756313278 3.2465541749 1.0742214379 1.2676149278 1.9014579402
7.498590 1.3277174710 1.3422277370 1.3218277703 1.4194847020 2.5180692131 2.5779621652 2.9727501647 3.7196239920 2.1713540105 2.1266939173 2.2239958623 2.6152568619 3.5256494958 4.0604728860 4.5299982512 2.1915487891 2.2957946190 3.7536288818 2.8032377334 2.7277766441 4.0610609188 2.2441964277 2.8827519292 3.3816087986 3.7066476975 4.4424683652 1.7205203231 1.4849502129 2.2935033677 2.4097776022 2.8902610344 3.8726289267 3.2441578567 1.0659214760 1.2655218575 1.9087349229
7.740480 1.3298313103 1.3424268955 1.3188206796 1.4182902707 2.5312230866 2.5850039998 2.9603753051 3.7216778622 2.1723704894 2.1259490802 2.2209914845 2.6286570050 3.5335962451 4.0491388097 4.5316124223 2.1916181646 2.2955700667 3.7654076767 2.8069976634 2.7138733682 4.0622671434 2.2419614506 2.8928847512 3.3867790878 3.6947817624 4.4434866473 1.7259147900 1.4963367595 2.2884885994 2.4142882016 2.9000998417 3.8706337552 3.2422904182 1.0582512094 1.2636492674 1.9167547048
7.982370 1.3319272744 1.3426463139 1.3158847939 1.4171642622 2.5450550292 2.5920022020 2.9479647178 3.7237965838 2.1733942656 2.1252447659 2.2181262791 2.6425499093 3.5415402345 4.0378731316 4.5333189540 2.1916891063 2.2953514064 3.7779384886 2.8106964921 2.6996805341 4.0635557762 2.2398446941 2.9036374889 3.3919642494 3.6828209447 4.4446084613 1.7323065071 1.5075920170 2.2836284092 2.4187463869 2.9107136381 3.8699034620 3.2409966050 1.0513951952 1.2619809775 1.9255728799
8.224260 1.3340022548 1.3428977403 1.3130228697 1.4161079945 2.5595592825 2.5989309910 2.9356317831 3.7260059335 2.1744340279 2.1245909125 2.2154078231 2.6569354172 3.5494501686 4.0267782443 4.5351401635 2.1917675151 2.2951451788 3.7912299268 2.8143255518 2.6852505524 4.0649571509 2.2378452555 2.9150064017 3.3971329733 3.6708807010 4.4458526506 1.7397024684 1.5186716362 2.2790558069 2.4231688118 2.9220766008 3.8705958797 3.2403035862 1.0455225842 1.2605539768 1.9352722631
8.466150 1.3360494113 1.3431725743 1.3102533086 1.4151233232 2.5747374242 2.6057764771 2.9235175730 3.7282836673 2.1754810014 2.1239874951 2.2128503257 2.6718299703 3.5573171201 4.0160005205 4.5370647147 2.1918546921 2.2949396613 3.8052794901 2.8178778201 2.6706645751 4.0664473613 2.2359859213 2.9270016376 3.4022849282 3.6591071374 4.4472118717 1.7481180369 1.5295405280 2.2749271411 2.4275236325 2.9341760825 3.8728922070 3.2402068807 1.0408109856 1.2593499528 1.9459020721
8.708040 1.3380669438 1.3434718676 1.3075798129 1.4142146457 2.5906263084 2.6125055051 2.9117430640 3.7306483878 2.1765346860 2.1234439529 2.2104581699 2.6872685118 3.5650999859 4.0056617436 4.5391049719 2.1919513058 2.2947318786 3.8201319109 2.8213330932 2.6560134984 4.0680444220 2.2342799261 2.9396465672 3.4073892564 3.6476024868 4.4487056961 1.7576089678 1.5401441006 2.2713578398 2.4318168218 2.9470245709 3.8769615845 3.2407604061 1.0373858600 1.2584030398 1.9574919851
8.949930 1.3400479000 1.3438056991 1.3050155210 1.4133855239 2.6072552451 2.6191046205 2.9003894764 3.7330778114 2.1776013601 2.1229607454 2.2082456458 2.7032886106 3.5727911272 3.9958560249 4.5412492439 2.1920697267 2.2945280325 3.8358322498 2.8246903607 2.6413488721 4.0697324234 2.2327434401 2.9529674017 3.4124359256 3.6364315493 4.4503172750 1.7682187253 1.5504503504 2.2684357409 2.4360159071 2.9606415567 3.8829404945 3.2419808800 1.0353473110 1.2576955298 1.9700622240
9.191820 1.3419768011 1.3441529607 1.3025613265 1.4126859657 2.6242296926 2.6255707542 2.8895898043 3.7355847649 2.1786690652 2.1225269067 2.2062231063 2.7196341420 3.5803626671 3.9866949838 4.5434881901 2.1921981205 2.2943636237 3.8519286194 2.8279508264 2.6267645423 4.0715047805 2.2314053290 2.9666516749 3.4174124940 3.6257205812 4.4520548751 1.7794160007 1.5604296412 2.2663052204 2.4401025282 2.9745337247 3.8904681923 3.2435273739 1.0348017011 1.2572145465 1.9836057918
9.433710 1.3438604948 1.3445408260 1.3002339323 1.4120411722 2.6423096832 2.6318684823 2.8793283817 3.7381666981 2.1797530578 2.1221538100 2.2044053836 2.7368234828 3.5878160580 3.9781984344 4.5458608798 2.1923484114 2.2941720639 3.8692830898 2.8310874954 2.6122874380 4.0733885100 2.2302318051 2.9813126000 3.4223063931 3.6154351964 4.4539293644 1.7922177449 1.5700452991 2.2648769949 2.4440995358 2.9895906940 3.9004153356 3.2460774654 1.0356658100 1.2570096373 1.9980853642
9.675600 1.3456841859 1.3449614741 1.2980433317 1.4114889011 2.6611248453 2.6379938686 2.8696750312 3.7408233903 2.1808485352 2.1218490870 2.2027849189 2.7545920584 3.5951116338 3.9703989276 4.5483313660 2.1925226393 2.2939870148 3.8874810540 2.8340990452 2.5979783042 4.0753717314 2.2292585181 2.9966857607 3.4271197572 3.6056565590 4.4559506051 1.8061352294 1.5792759311 2.2642114158 2.4479832959 3.0053700996 3.9123779530 3.2493136216 1.0379434231 1.2570649729 2.0134471412
9.917490 1.3474377386 1.3454036991 1.2959868334 1.4110458520 2.6804958165 2.6439345067 2.8606633964 3.7435533422 2.1819432445 2.1215945882 2.2013845869 2.7728342114 3.6022479613 3.9633311084 4.5509150876 2.1927087208 2.2938200071 3.9063192067 2.8369767798 2.5839033731 4.0774493752 2.2284832672 3.0126268241 3.4318225051 3.5963973051 4.4580995932 1.8209382221 1.5881004065 2.2643035284 2.4517407405 3.0216653406 3.9261215026 3.2530965255 1.0415597836 1.2573788955 2.0295950088
10.159380 1.3491199915 1.3458654341 1.2940858112 1.4107200287 2.7004235545 2.6496743080 2.8523266278 3.7463602923 2.1830380862 2.1214192575 2.2002063806 2.7915471210 3.6092006441 3.9570088185 4.5536049005 2.1929199406 2.2936683929 3.9257955334 2.8397011485 2.5701342391 4.0796197770 2.2279336604 3.0291517459 3.4364091872 3.5876988714 4.4603908875 1.8366288222 1.5964898949 2.2651182449 2.4553624658 3.0384724796 3.9415947612 3.2574358792 1.0463960402 1.2579649343 2.0464116345
10.401270 1.3507220169 1.3463549937 1.2923185011 1.4105029695 2.7213216295 2.6552305003 2.8446459413 3.7492500207 2.1841413102 2.1212931729 2.1992577802 2.8110122319 3.6159799795 3.9513984754 4.5564008851 2.1931462210 2.2935132021 3.9463613170 2.8422827449 2.5567058737 4.0818885390 2.2275867122 3.0465768551 3.4408826025 3.5795299180 4.4628171436 1.8537153618 1.6044340817 2.2665416234 2.4588415446 3.0562463551 3.9591546572 3.2626677156 1.0522920709 1.2588151166 2.0637768914
10.643160 1.3522318525 1.3468630217 1.2907128321 1.4104068874 2.7428230837 2.6605591701 2.8376279302 3.7522179435 2.1852399339 2.1212366648 2.1985423761 2.8309834232 3.6225444770 3.9464811587 4.5593015146 2.1933948265 2.2933710568 3.9676143548 2.8446813988 2.5436876239 4.0842491064 2.2274601551 3.0646325348 3.4452026385 3.5719125440 4.4653760478 1.8717426860 1.6119022196 2.2685190061 2.4621724286 3.0745809416 3.9782905439 3.2685097164 1.0590670337 1.2599567361 2.0815250713
10.885050 1.3536525301 1.3473897972 1.2892779132 1.4104368369 2.7648316053 2.6656799681 2.8312645943 3.7552524910 2.1863381025 2.1212483084 2.1980724817 2.8513996852 3.6289167482 3.9422289045 4.5623001591 2.1936646959 2.2932512656 3.9894527355 2.8469164418 2.5311391808 4.0866921982 2.2275777644 3.0832666672 3.4494116652 3.5648784294 4.4680842754 1.8905893223 1.6189090052 2.2709616216 2.4653398505 3.0933912462 3.9987761945 3.2748876248 1.0665281251 1.2613589309 2.0994825807
11.126940 1.3549735785 1.3479453581 1.2880035369 1.4105990382 2.7872773864 2.6705861529 2.8255423940 3.7583552325 2.1874422311 2.1213290384 2.1978453560 2.8722052198 3.6350796829 3.9385945028 4.5653876367 2.1939575483 2.2931659985 4.0118097557 2.8489775879 2.5191137797 4.0892189846 2.2279178725 3.1024102322 3.4534732609 3.5584048994 4.4709126246 1.9101669687 1.6254453471 2.2737671050 2.4683387302 3.1126105755 4.0204021230 3.2817547312 1.0744649968 1.2630289211 2.1174776550
11.368830 1.3561865285 1.3485192808 1.2869109763 1.4108937558 2.8101420469 2.6752568166 2.8204507714 3.7615236887 2.1885388002 2.1214687935 2.1978725778 2.8934018442 3.6410284121 3.9355549310 4.5685792331 2.1942747820 2.2931111352 4.0346579715 2.8508435619 2.5076782840 4.0918260401 2.2285060857 3.1220689935 3.4573886961 3.5525169662 4.4738829676 1.9304475610 1.6314956235 2.2768386019 2.4711672289 3.1322194692 4.0430161755 3.2891043698 1.0826667860 1.2649810457 2.1353341347
11.610720 1.3572938798 1.3491201400 1.2859901609 1.4113234902 2.8333921184 2.6797042021 2.8159727111 3.7647484448 2.1896393573 2.1216770308 2.1981481524 2.9149580481 3.6467629312 3.9330708260 4.5718507238 2.1946167281 2.2930960031 4.0579692218 2.8525243409 2.4969006621 4.0945063612 2.2293298293 3.1422074192 3.4611555783 3.5471934462 4.4769736848 1.9513857218 1.6370696548 2.2800635084 2.4738131615 3.1521968407 4.0664306212 3.2969085707 1.0909153586 1.2671966234 2.1528620824
11.852610 1.3582906369 1.3497358070 1.2852449388 1.4118903508 2.8570186660 2.6839292268 2.8120816363 3.7680392139 2.1907340577 2.1219442183 2.1986784044 2.9368775490 3.6522907029 3.9311114992 4.5752195803 2.1949760316 2.2931148833 4.0817237561 2.8540143944 2.4868304129 4.0972646695 2.2303911384 3.1628143488 3.4647746094 3.5424126707 4.4801945469 1.9729625539 1.6421700850 2.2833394197 2.4762852861 3.1725411368 4.0904978148 3.3051723228 1.0990213213 1.2696832569 2.1699167421
12.094500 1.3591742089 1.3503638356 1.2846918244 1.4125942360 2.8809594403 2.6879131323 2.8087589083 3.7713756103 2.1918231585 2.1222798387 2.1994621006 2.9591186491 3.6575946255 3.9296533134 4.5786668821 2.1953593781 2.2931711501 4.1058540821 2.8552922991 2.4775272505 4.1000805460 2.2317016264 3.1838484759 3.4682402018 3.5381661328 4.4835383960 1.9950956724 1.6467886873 2.2865743702 2.4785673955 3.1931891347 4.1150154976 3.3138403802 1.1067937148 1.2724386442 2.1863294704
12.336390 1.3599335454 1.3510010416 1.2843249192 1.4134386020 2.9051278964 2.6916764067 2.8059428874 3.7747583851 2.1929036731 2.1226739136 2.2004972136 2.9816093415 3.6626807016 3.9286319910 4.5821831697 2.1957571101 2.2932715759 4.1302661332 2.8563778032 2.4690090766 4.1029550575 2.2332428893 3.2052315457 3.4715604825 3.5343712734 4.4869931077 2.0176755526 1.6509398693 2.2896463006 2.4806582737 3.2140597373 4.1397377737 3.3228489523 1.1140758649 1.2754402744 2.2019788111
12.578280 1.3605586682 1.3516534355 1.2841571225 1.4144230465 2.9294633571 2.6952002303 2.8036241189 3.7781972128 2.1939793375 2.1231264504 2.2017781836 3.0043035495 3.6675278165 3.9280362707 4.5857764013 2.1961809691 2.2934301921 4.1549027067 2.8572537131 2.4613394251 4.1059011845 2.2350144485 3.2269154249 3.4747221148 3.5310149774 4.4905709081 2.0406181461 1.6546185800 2.2924854803 2.4825735866 3.2350900155 4.1644823648 3.3321618536 1.1207066721 1.2787125510 2.2167363684
12.820170 1.3610652159 1.3522989076 1.2841828154 1.4155474577 2.9539285440 2.6985145732 2.8017474255 3.7816819720 2.1950435877 2.1236473820 2.2033121778 3.0271807586 3.6721703051 3.9278217613 4.5894416457 2.1966116121 2.2936315975 4.1797041608 2.8579385662 2.4545257415 4.1088998566 2.2370087610 3.2488566445 3.4777512273 3.5280424359 4.4942597145 2.0638732014 1.6578541594 2.2949900864 2.4843062176 3.2562583731 4.1890789524 3.3417467043 1.1265530540 1.2822185711 2.2304926665
