#t(fs) C1F2 C1F3 C1F4 C1C5 C1H6 C1C7 C1H8 C1F9 F2F3 F2F4 F2C5 F2H6 F2C7 F2H8 F2F9 F3F4 F3C5 F3H6 F3C7 F3H8 F3F9 F4C5 F4H6 F4C7 F4H8 F4F9 C5H6 C5C7 C5H8 C5F9 H6C7 H6H8 H6F9 C7H8 C7F9 H8F9(ang.)
13.062060 1.3614449298 1.3529575263 1.2844094338 1.4168117738 2.9784777347 2.7016094238 2.8003267552 3.7851922029 2.1961065138 2.1242366888 2.2050938657 3.0502083018 3.6765945910 3.9279902612 4.5931577116 2.1970685917 2.2938924755 4.2046414195 2.8584319957 2.4486227703 4.1119397223 2.2392327948 3.2710203188 3.4806395781 3.5254767334 4.4980425647 2.0873860561 1.6606369337 2.2971217183 2.4858373191 3.2775138422 4.2134117619 3.3515592687 1.1315128583 1.2859429953 2.2431356672
13.303950 1.3616930692 1.3536121350 1.2848285625 1.4182082437 3.0030882870 2.7044813294 2.7993318559 3.7887434446 2.1971471553 2.1248743290 2.2071152203 3.0733706274 3.6807982582 3.9284998323 4.5969424463 2.1975328951 2.2941914130 4.2296751333 2.8587261364 2.4436276846 4.1150287240 2.2416801549 3.2933825407 3.4833830872 3.5233083944 4.5019362129 2.1111350577 1.6629679912 2.2988197723 2.4871901073 3.2988389743 4.2373874641 3.3616026736 1.1355003585 1.2898987926 2.2546134516
13.545840 1.3618122344 1.3542776204 1.2854361459 1.4197339616 3.0277566651 2.7071378931 2.7987929319 3.7923031162 2.1981740135 2.1255603162 2.2093748771 3.0966700761 3.6847898212 3.9293624784 4.6007675441 2.1980124915 2.2945309997 4.2548146625 2.8588357141 2.4395923876 4.1181400930 2.2443566581 3.3159426322 3.4859869760 3.5215917800 4.5059112225 2.1351233435 1.6648468245 2.3000581580 2.4883331292 3.3202308433 4.2609602675 3.3718581799 1.1384367683 1.2940427986 2.2648131461
13.787730 1.3618190663 1.3549601731 1.2862379384 1.4213805980 3.0524671643 2.7095741118 2.7987026994 3.7958755941 2.1991931025 2.1263149674 2.2118812273 3.1201116063 3.6885811679 3.9305673178 4.6046553356 2.1985160955 2.2949035166 4.2800494703 2.8587619793 2.4365096631 4.1212797270 2.2472719059 3.3386929114 3.4884502546 3.5203531765 4.5099795011 2.1593440264 1.6662679269 2.3008098730 2.4892775551 3.3416742049 4.2840896737 3.3823283372 1.1402835513 1.2983758763 2.2737064657
14.029620 1.3617120347 1.3556551529 1.2872248295 1.4231438339 3.0772221250 2.7117878544 2.7991021866 3.7994383085 2.2001925524 2.1271273073 2.2146225067 3.1436960815 3.6921627858 3.9321300145 4.6085774329 2.1990318605 2.2952949358 4.3053780323 2.8585043516 2.4344167075 4.1244234385 2.2504327228 3.3616363595 3.4907755119 3.5196651067 4.5141285351 2.1838098998 1.6672247591 2.3010846545 2.4900038132 3.3631726556 4.3067835099 3.3930109958 1.1410127820 1.3028728147 2.2812360599
14.271510 1.3614905960 1.3563764266 1.2883877535 1.4250240879 3.1020006208 2.7137982043 2.7999769932 3.8030008494 2.2011780626 2.1279882889 2.2176027697 3.1674171366 3.6955569324 3.9340280055 4.6125514283 2.1995671786 2.2957101774 4.3307892213 2.8580858535 2.4332935937 4.1275812813 2.2538342200 3.3847473094 3.4929690180 3.5195250162 4.5183581642 2.2085006121 1.6677272039 2.3008567896 2.4905212363 3.3847076408 4.3289937672 3.4039009142 1.1406107618 1.3075174406 2.2873925894
14.513400 1.3611534256 1.3571053799 1.2897104582 1.4270211630 3.1267822783 2.7156045706 2.8013548499 3.8065430223 2.2021297301 2.1288878885 2.2208093869 3.1912535828 3.6987538973 3.9362770842 4.6165485508 2.2000995820 2.2961312185 4.3562430332 2.8575009459 2.4331623580 4.1307250758 2.2574637708 3.4079931313 3.4950165204 3.5199602056 4.5226367974 2.2333928506 1.6677747102 2.3001465376 2.4908127076 3.4062565665 4.3507063168 3.4149739526 1.1390784193 1.3122866316 2.2921516477
14.755290 1.3607084025 1.3578609757 1.2912127712 1.4291365424 3.1515409359 2.7172199277 2.8032266233 3.8100687691 2.2030659749 2.1298455365 2.2242447301 3.2151920924 3.7017708880 3.9388799612 4.6205785465 2.2006604014 2.2965729465 4.3817274629 2.8567675226 2.4340063524 4.1338621885 2.2613463419 3.4313636622 3.4969494759 3.5209756936 4.5269888409 2.2584513461 1.6673798010 2.2989587364 2.4908850464 3.4277916769 4.3718854634 3.4262119156 1.1364384040 1.3171669030 2.2955350634
14.997180 1.3601637683 1.3586222398 1.2928570268 1.4313716002 3.1762329373 2.7186423438 2.8056004001 3.8135781301 2.2039712386 2.1308417817 2.2278986262 3.2391928138 3.7045994422 3.9418542504 4.6246337328 2.2012134735 2.2970194194 4.4071748247 2.8558811444 2.4358272797 4.1369832842 2.2654505966 3.4547927247 3.4987386145 3.5225468186 4.5313879766 2.2836205219 1.6665420003 2.2973220018 2.4907421750 3.4492572617 4.3924960544 3.4375797506 1.1327344149 1.3221508936 2.2975737515
15.239070 1.3595095787 1.3593999398 1.2946613800 1.4337187618 3.2008461351 2.7198977699 2.8085088943 3.8170587829 2.2048450892 2.1318760615 2.2317534759 3.2632437535 3.7072580198 3.9452385714 4.6287001458 2.2017815432 2.2974720469 4.4325824166 2.8548753861 2.4386487469 4.1400793009 2.2697922798 3.4782781524 3.5004236996 3.5247041189 4.5358396327 2.3088898800 1.6652861898 2.2952846545 2.4903830107 3.4706444988 4.4125575638 3.4490689737 1.1280276635 1.3271947601 2.2982855523
15.480960 1.3587737038 1.3601978397 1.2966155535 1.4361661937 3.2253395291 2.7209670279 2.8119741362 3.8205034044 2.2056991738 2.1329588724 2.2358166397 3.2873277509 3.7097486892 3.9490860693 4.6327921725 2.2023599295 2.2979254916 4.4579119530 2.8537459360 2.4424572889 4.1431486942 2.2743657326 3.5017837728 3.5019882669 3.5274612345 4.5403414927 2.3342198298 1.6636006612 2.2929197098 2.4898152681 3.4918960229 4.4321009694 3.4606517932 1.1224300835 1.3322951461 2.2977563360
15.722850 1.3579412625 1.3610113895 1.2987104274 1.4387017678 3.2496817907 2.7218728889 2.8160559949 3.8238974759 2.2065137276 2.1340702450 2.2400620591 3.3114122189 3.7120782342 3.9534445248 4.6368865322 2.2029392998 2.2983589437 4.4831247232 2.8525216606 2.4472700697 4.1461733400 2.2791603777 3.5252803713 3.5034448828 3.5308684427 4.5448740917 2.3595886873 1.6614993806 2.2903136008 2.4890361170 3.5129733330 4.4511804826 3.4723022215 1.1160598345 1.3374032076 2.2960395058
15.964740 1.3570270207 1.3618461269 1.3009315150 1.4413164820 3.2738682139 2.7225993823 2.8207697799 3.8272267270 2.2072928557 2.1352102057 2.2444879628 3.3354980397 3.7142364750 3.9583350991 4.6409762091 2.2035142125 2.2987633167 4.5082206589 2.8511975050 2.4530430879 4.1491432312 2.2841714009 3.5487629543 3.5047775713 3.5349474527 4.5494248065 2.3850047527 1.6589644837 2.2875358370 2.4880393730 3.5338581145 4.4698841837 3.4840140929 1.1090487027 1.3425087817 2.2932379231
16.206630 1.3560410473 1.3627055669 1.3032744350 1.4440078433 3.2978992855 2.7231764718 2.8261389444 3.8304939961 2.2080389397 2.1363786546 2.2490966398 3.3595900291 3.7162561361 3.9637802688 4.6450713639 2.2040902270 2.2991296100 4.5331988827 2.8498045844 2.4597339764 4.1520557593 2.2894050668 3.5722357484 3.5060195283 3.5397433093 4.5540029822 2.4104742062 1.6560136034 2.2846568078 2.4868310557 3.5545460338 4.4882995487 3.4957889200 1.1015305414 1.3475767332 2.2894486428
16.448520 1.3549817597 1.3635800917 1.3057372811 1.4467798616 3.3217807700 2.7235990932 2.8321661711 3.8337165131 2.2087408769 2.1375851103 2.2538764736 3.3836786900 3.7181161125 3.9697701509 4.6491720690 2.2046638968 2.2994427290 4.5580498216 2.8483304702 2.4672748772 4.1549152555 2.2948631553 3.5957059129 3.5071617667 3.5452643476 4.5586202392 2.4360032592 1.6526333696 2.2817364235 2.4854245866 3.5750261264 4.5065137549 3.5076312558 1.0936385052 1.3526196540 2.2848011417
16.690410 1.3538425673 1.3644785278 1.3082845224 1.4496364422 3.3455450445 2.7238997257 2.8388830388 3.8368804994 2.2094025974 2.1388012258 2.2588241724 3.4077801560 3.7198346536 3.9763343946 4.6532568002 2.2052245386 2.2997079271 4.5828115412 2.8468087629 2.4756178760 4.1577070356 2.3005019969 3.6191715587 3.5081983819 3.5515077398 4.5632229404 2.4616250224 1.6488407219 2.2788754491 2.4838039244 3.5953254602 4.5246824657 3.5195511595 1.0855592142 1.3575877685 2.2794289663
16.932300 1.3526392777 1.3653990247 1.3109289860 1.4525694764 3.3692140013 2.7240731839 2.8463049440 3.8399940115 2.2100326544 2.1400459485 2.2639455544 3.4319114337 3.7214110798 3.9835167835 4.6573399640 2.2057752851 2.2999253479 4.6075062768 2.8452446275 2.4847297975 4.1604423279 2.3063228545 3.6426668472 3.5091475970 3.5584848285 4.5678398905 2.4873587598 1.6446338148 2.2761630064 2.4819893997 3.6154496046 4.5429257546 3.5315701970 1.0774593254 1.3624798748 2.2734688081
17.174190 1.3513545939 1.3663294108 1.3136665857 1.4555701315 3.3927889298 2.7241308192 2.8544963807 3.8430329817 2.2106157604 2.1412899846 2.2692320837 3.4560629427 3.7228463274 3.9914027560 4.6613981957 2.2062971686 2.3000912144 4.6321266415 2.8436588656 2.4946077246 4.1630987408 2.3122938178 3.6661891200 3.5100162832 3.5662148675 4.5724394856 2.5131982459 1.6400246555 2.2737558085 2.4799721911 3.6353868255 4.5614068811 3.5436808253 1.0695762640 1.3672472123 2.2670725663
17.416080 1.3499923312 1.3672757931 1.3165139502 1.4586208022 3.4162972884 2.7240588604 2.8635138303 3.8459975494 2.2111629095 2.1425534256 2.2746752702 3.4802496598 3.7241248923 4.0000854550 4.6654339715 2.2067973937 2.3002172263 4.6567137211 2.8420598972 2.5052649256 4.1656918577 2.3183891034 3.6897648967 3.5107994266 3.5747071858 4.5770240808 2.5391664318 1.6350150433 2.2718000597 2.4777769974 3.6551502834 4.5802953218 3.5559132999 1.0621224140 1.3718869842 2.2603935058
17.657970 1.3485467932 1.3682319744 1.3194756862 1.4617114580 3.4397520167 2.7238675353 2.8733970288 3.8488729651 2.2116708546 2.1438158878 2.2802671929 3.5044734642 3.7252526730 4.0096378367 4.6694355511 2.2072708429 2.3003074313 4.6812780127 2.8404693596 2.5166902967 4.1682114272 2.3245918352 3.7134081993 3.5115233332 3.5839679303 4.5815913968 2.5652635939 1.6296238821 2.2704325749 2.4754080504 3.6747415521 4.5997373094 3.5682741018 1.0553208929 1.3763621240 2.2535840044
17.899860 1.3470363355 1.3691999355 1.3225313042 1.4648437958 3.4631717454 2.7235659207 2.8841765616 3.8516530468 2.2121570147 2.1450889470 2.2860104426 3.5287431776 3.7262397725 4.0201225526 4.6733974020 2.2077114215 2.3003779128 4.7058396663 2.8389024046 2.5288637520 4.1706555509 2.3308570477 3.7371057854 3.5121692922 3.5939703528 4.5861001180 2.5914866280 1.6238683466 2.2697719148 2.4728673510 3.6941665576 4.6198606132 3.5807641319 1.0493631491 1.3806523696 2.2467859223
18.141750 1.3454594547 1.3701530202 1.3256954612 1.4680169905 3.4865559516 2.7231729154 2.8958445340 3.8543403886 2.2125993603 2.1463715970 2.2918956010 3.5530478659 3.7270986063 4.0315436520 4.6773174759 2.2081124890 2.3004144781 4.7303712282 2.8373727679 2.5417329416 4.1730180723 2.3371945408 3.7608676427 3.5127786905 3.6047115544 4.5905718364 2.6178200049 1.6177720715 2.2698880514 2.4701654243 3.7134197167 4.6407411715 3.5933777823 1.0444069061 1.3847390557 2.2401319235
18.383640 1.3438142886 1.3711089516 1.3289417624 1.4712323938 3.5099271621 2.7226872608 2.9084308992 3.8569475500 2.2130101159 2.1476344153 2.2979139499 3.5774004041 3.7278215846 4.0439297562 4.6812035189 2.2084772596 2.3004362005 4.7549103871 2.8358877730 2.5552622885 4.1753170335 2.3435780228 3.7846940173 3.5133376043 3.6162105462 4.5950010038 2.6442760652 1.6113382907 2.2708846825 2.4673197002 3.7325112462 4.6625183219 3.6061344122 1.0406257439 1.3886277515 2.2337647702
18.625530 1.3421178010 1.3720602214 1.3322586565 1.4744775770 3.5332645582 2.7221213510 2.9219355232 3.8594495788 2.2133874236 2.1488979484 2.3040561097 3.6017812922 3.7284208099 4.0572825697 4.6850314134 2.2087915590 2.3004293855 4.7794289488 2.8344647743 2.5694194611 4.1775293999 2.3499815371 3.8085597153 3.5138456668 3.6284610160 4.5993481003 2.6708366819 1.6045834855 2.2728058516 2.4643204966 3.7514190592 4.6852328374 3.6190092123 1.0381316780 1.3922788541 2.2277491193
18.867420 1.3403600204 1.3730016514 1.3356581073 1.4777400542 3.5565531385 2.7214581261 2.9363715102 3.8618504620 2.2137143567 2.1501406832 2.3103073482 3.6261783365 3.7288784041 4.0716068675 4.6888069873 2.2090556641 2.3003802259 4.8039075910 2.8330919131 2.5841815478 4.1796597014 2.3564239297 3.8324748798 3.5143206937 3.6415128873 4.6036512477 2.6974942178 1.5974998165 2.2757056493 2.4611857335 3.7701235781 4.7089460721 3.6320014887 1.0370344770 1.3957060848 2.2221723058
19.109310 1.3385688584 1.3739553737 1.3391155945 1.4810050687 3.5797905310 2.7207110054 2.9517209810 3.8641353366 2.2140205076 2.1513747375 2.3166732152 3.6506013427 3.7292274400 4.0869065211 4.6925345948 2.2092717056 2.3002952135 4.8283653896 2.8317952933 2.5995303637 4.1817059525 2.3628658564 3.8564189160 3.5147502855 3.6553247404 4.6078692173 2.7242533461 1.5901078426 2.2795871147 2.4579173733 3.7886251471 4.7336652698 3.6451057303 1.0373887281 1.3988824453 2.2170641916
19.351200 1.3367369313 1.3749000048 1.3426407033 1.4842710298 3.6029618090 2.7198913829 2.9679301475 3.8663066438 2.2142803934 2.1525890643 2.3231370447 3.6750310605 3.7294734797 4.1031252781 4.6962092384 2.2094362122 2.3001536853 4.8527632575 2.8305752932 2.6154294208 4.1836590625 2.3693255211 3.8803894597 3.5151655662 3.6698586418 4.6120243944 2.7510937092 1.5824257153 2.2844069810 2.4545235340 3.8069107437 4.7593279145 3.6583059474 1.0391952694 1.4018043928 2.2124410755
19.593090 1.3348835727 1.3758423731 1.3462034870 1.4875382609 3.6260824104 2.7190152389 2.9849312219 3.8683709596 2.2145068938 2.1537941285 2.3296843021 3.6994719561 3.7296296332 4.1201982641 4.6998244814 2.2095481769 2.2999562311 4.8771193734 2.8294440314 2.6318530834 4.1855245355 2.3757784466 3.9043737719 3.5155544414 3.6850244524 4.6160958198 2.7780282660 1.5744761776 2.2900848675 2.4510141502 3.8250001821 4.7858526512 3.6716083285 1.0423957570 1.4044722973 2.2082760827
19.834980 1.3330065089 1.3767709419 1.3497892695 1.4908036683 3.6491392000 2.7180866036 3.0026207581 3.8703316706 2.2146840178 2.1549700017 2.3362927913 3.7239058858 3.7296975330 4.1380142347 4.7033752730 2.2096023303 2.2996832798 4.9014033702 2.8283915521 2.6487422656 4.1872943391 2.3822239626 3.9283545594 3.5159167559 3.7007287710 4.6200841674 2.8050411067 1.5662764843 2.2965038759 2.4473993584 3.8428848065 4.8130989747 3.6849951005 1.0468925413 1.4068962846 2.2045275928
20.076870 1.3311406785 1.3776787452 1.3533728556 1.4940536703 3.6721279253 2.7171227768 3.0209221832 3.8721947342 2.2148139147 2.1561166511 2.3429603901 3.7483421063 3.7297186915 4.1565051053 4.7068853985 2.2095844801 2.2993144269 4.9256041075 2.8274317029 2.6660704135 4.1889726540 2.3886619821 3.9523265695 3.5162738230 3.7169295514 4.6240038579 2.8321386899 1.5578601149 2.3035633291 2.4437016621 3.8605785620 4.8409550354 3.6984741616 1.0525747860 1.4090753136 2.2011276248
20.318760 1.3292807958 1.3785815112 1.3569692458 1.4972657328 3.6950335166 2.7161179120 3.0397467450 3.8739320786 2.2148937360 2.1572434771 2.3496485583 3.7727635347 3.7296850462 4.1755538831 4.7103216106 2.2095228912 2.2988410163 4.9497209981 2.8265640359 2.6838062639 4.1905424608 2.3951047150 3.9762917177 3.5166328507 3.7335892193 4.6278425136 2.8593190415 1.5492468198 2.3111391989 2.4399175056 3.8780787509 4.8692725565 3.7120237139 1.0592897352 1.4109999097 2.1979559851
20.560650 1.3274571579 1.3794837954 1.3605416915 1.5004240914 3.7178494369 2.7150882234 3.0590059788 3.8755466121 2.2149333088 2.1583405676 2.3563474618 3.7971724491 3.7296317376 4.1950643278 4.7136983701 2.2094029144 2.2982520157 4.9737523346 2.8258014993 2.7019130000 4.1920106707 2.4015386405 4.0002374233 3.5170044764 3.7506675686 4.6316017994 2.8865861208 1.5404756890 2.3191101422 2.4360686204 3.8954055641 4.8979186405 3.7256490776 1.0668745179 1.4126732975 2.1949088549
20.802540 1.3256785600 1.3803648531 1.3640864292 1.5035209002 3.7405869582 2.7140379772 3.0785462885 3.8770295671 2.2149122542 2.1594083016 2.3630462523 3.8215815488 3.7295748445 4.2148721772 4.7170132796 2.2092164945 2.2975258640 4.9976888070 2.8251332452 2.7203085461 4.1933612390 2.4079645064 4.0241734859 3.5173931484 3.7680568051 4.6352744228 2.9139493994 1.5315755891 2.3272882417 2.4321587933 3.9125881938 4.9267062293 3.7393511898 1.0751084310 1.4141012224 2.1918546130
21.044430 1.3239425603 1.3812393263 1.3675735355 1.5065577679 3.7632537540 2.7129956123 3.0982388410 3.8783864106 2.2148420148 2.1604274006 2.3697191738 3.8459802364 3.7295334963 4.2348277245 4.7202539873 2.2089687807 2.2966786560 5.0215481672 2.8245757870 2.7389328468 4.1946010965 2.4143570739 4.0480847891 3.5177987618 3.7856404191 4.6388387871 2.9414000828 1.5225972937 2.3355100021 2.4281991555 3.9296570383 4.9554470551 3.7531272521 1.0837703751 1.4152849371 2.1886614186
21.286320 1.3222663494 1.3820899221 1.3710066591 1.5095306155 3.7858667462 2.7119669417 3.1179369581 3.8796296084 2.2147175245 2.1614161181 2.3763521436 3.8703744870 3.7295161609 4.2547826148 4.7234239343 2.2086599813 2.2957051662 5.0453311448 2.8241192793 2.7577157652 4.1957374050 2.4207237818 4.0719888974 3.5182449390 3.8033142667 4.6423246365 2.9689376817 1.5135780905 2.3436055769 2.4242136988 3.9466481386 4.9839555663 3.7669887163 1.0926382615 1.4162506691 2.1852106643
21.528210 1.3206607379 1.3829109734 1.3743885410 1.5124259760 3.8084293168 2.7109720844 3.1375006655 3.8807465583 2.2145416731 2.1623761649 2.3829463233 3.8947734893 3.7295655647 4.2746153012 4.7265302801 2.2082900300 2.2946055328 5.0690384961 2.8237780866 2.7766014285 4.1967635605 2.4270461946 4.0958858024 3.5187465953 3.8209479414 4.6457153097 2.9965534383 1.5045684998 2.3514098813 2.4202091870 3.9635874045 5.0120332811 3.7809282859 1.1014923681 1.4169870596 2.1813614432
21.770100 1.3191214332 1.3836991924 1.3776937159 1.5152229341 3.8309402366 2.7100158198 3.1567983241 3.8817392927 2.2143093086 2.1632770186 2.3894674117 3.9191628030 3.7296790648 4.2941865860 4.7295633130 2.2078427550 2.2933749610 5.0926700349 2.8235553073 2.7955214171 4.1976871758 2.4332865338 4.1197571238 3.5193002768 3.8384206933 4.6490036724 3.0242414668 1.4956072300 2.3587850283 2.4162135467 3.9804930347 5.0395184902 3.7949532996 1.1101524694 1.4175028674 2.1770127900
22.011990 1.3176692260 1.3844622335 1.3809472216 1.5178974300 3.8534057267 2.7091123697 3.1756873536 3.8825890984 2.2140383884 2.1641487627 2.3959133016 3.9435553231 3.7298945851 4.3133741582 4.7325253129 2.2073382035 2.2920156793 5.1162452092 2.8234684396 2.8143967812 4.1985058314 2.4394467960 4.1436241202 3.5199436377 3.8556265330 4.6521942736 3.0520081516 1.4867413835 2.3655828395 2.4122351348 3.9973976113 5.0662546695 3.8090642863 1.1184273814 1.4177844180 2.1720542474
22.253880 1.3163005078 1.3851853872 1.3841474572 1.5204378494 3.8758214301 2.7082837093 3.1940403981 3.8832862931 2.2137160105 2.1649813850 2.4022682204 3.9679425832 3.7302328901 4.3320457940 4.7354042782 2.2067689676 2.2905152262 5.1397451476 2.8235257933 2.8331351978 4.1992054397 2.4455116400 4.1674806352 3.5206989324 3.8724610688 4.6552772292 3.0798381217 1.4780150271 2.3716789547 2.4082794000 4.0143113804 5.0921010877 3.8232456075 1.1261568207 1.4178160023 2.1664052704
22.495770 1.3150199858 1.3858617212 1.3872643292 1.5228402977 3.8982038824 2.7075366436 3.2117155852 3.8838553334 2.2133432559 2.1657559875 2.4085218195 3.9923302080 3.7307020499 4.3500595626 4.7382194988 2.2061197130 2.2888740731 5.1631795108 2.8237209049 2.8516377576 4.1998070058 2.4514423822 4.1913141803 3.5215474362 3.8887824644 4.6582475694 3.1077330322 1.4694591294 2.3769306108 2.4043787648 4.0312654397 5.1169154703 3.8375131283 1.1331553583 1.4176287826 2.1599901320
22.737660 1.3138321348 1.3864828614 1.3903068722 1.5251024884 3.9205625368 2.7068995246 3.2285909140 3.8843027430 2.2129213793 2.1664914770 2.4146589573 4.0167123433 3.7313222018 4.3672889246 4.7409628005 2.2053993006 2.2870940910 5.1865480278 2.8240647825 2.8698006992 4.2003120906 2.4572379078 4.2151331259 3.5225251544 3.9044929333 4.6611176799 3.1356811533 1.4611231423 2.3812353401 2.4005466721 4.0482866793 5.1405951133 3.8518639256 1.1392818266 1.4172198498 2.1527679675
22.979550 1.3127387680 1.3870415061 1.3932705198 1.5272169293 3.9429053439 2.7063964176 3.2445419877 3.8846210110 2.2124500968 2.1671884770 2.4206687756 4.0410887297 3.7321182334 4.3836142626 4.7436238816 2.2046019487 2.2851803917 5.2098530583 2.8245737301 2.8875382179 4.2007166950 2.4628737539 4.2389351740 3.5236447697 3.9194675917 4.6638683709 3.1636693956 1.4530555976 2.3844809922 2.3967876211 4.0653966559 5.1630135738 3.8662883364 1.1443776143 1.4165749929 2.1446672102
23.221440 1.3117366390 1.3875423580 1.3961460931 1.5291649481 3.9652316902 2.7060316361 3.2595006587 3.8848122785 2.2119349504 2.1678170533 2.4265347035 4.0654550430 3.7331008523 4.3989747952 4.7462102545 2.2037254050 2.2831430180 5.2331030661 2.8252537481 2.9047964888 4.2010325923 2.4683240257 4.2627120493 3.5249143859 3.9336481354 4.6665046739 3.1916821512 1.4452970020 2.3866345325 2.3931274655 4.0826121770 5.1841210504 3.8807935994 1.1483603733 1.4157013647 2.1356662619
23.463330 1.3108384810 1.3879706635 1.3989513497 1.5309210425 3.9875596259 2.7058069389 3.2733967034 3.8848668895 2.2113726223 2.1683971760 2.4322440644 4.0898277979 3.7342861470 4.4133193235 4.7487238327 2.2027665394 2.2809764466 5.2563104271 2.8261108422 2.9215327070 4.2012618201 2.4735744691 4.2864828555 3.5263500594 3.9469747477 4.6690291774 3.2197266732 1.4378877825 2.3876606364 2.3895856153 4.0999653074 5.2038790244 3.8953926436 1.1511475874 1.4145975052 2.1257373824
23.705220 1.3100554203 1.3883406230 1.4017037415 1.5324661798 4.0098730199 2.7057275893 3.2861853060 3.8847590321 2.2107852264 2.1689389782 2.4377908626 4.1141958502 3.7356964070 4.4266223966 4.7511549564 2.2017478977 2.2786940315 5.2794745255 2.8271556032 2.9377189198 4.2013921348 2.4786238909 4.3102434027 3.5279754284 3.9594175629 4.6714346649 3.2477714615 1.4308655364 2.3875417959 2.3861587072 4.1174491777 5.2222244199 3.9100596223 1.1526688840 1.4132423490 2.1148377364
23.947110 1.3093804271 1.3886245586 1.4043710824 1.5337918296 4.0321877832 2.7058251800 3.2978120211 3.8845101021 2.2101480530 2.1694229188 2.4431440982 4.1385544154 3.7373455110 4.4388211844 4.7535030683 2.2006358563 2.2762843721 5.3025863776 2.8284061208 2.9532874816 4.2014370127 2.4834234263 4.3339750762 3.5297880682 3.9708948831 4.6737067552 3.2758115979 1.4242847408 2.3862804040 2.3828799995 4.1350917826 5.2391722242 3.9248098951 1.1528951546 1.4116360170 2.1030237145
24.189000 1.3088156966 1.3888346743 1.4069643217 1.5348938107 4.0545045862 2.7061071668 3.3082274338 3.8841373911 2.2094773467 2.1698485327 2.4482949203 4.1628986868 3.7392438543 4.4498747916 4.7557851246 2.1994584016 2.2737607178 5.3256551394 2.8298653626 2.9681898100 4.2014153492 2.4879855463 4.3576836131 3.5318122239 3.9813702546 4.6758773054 3.3038286576 1.4181721068 2.3838571388 2.3797726100 4.1528945962 5.2546838371 3.9396374769 1.1517712761 1.4097947914 2.0903056611
24.430890 1.3083771778 1.3889448651 1.4094771816 1.5357705890 4.0768505517 2.7065915073 3.3174017653 3.8836282741 2.2087644402 2.1702357576 2.4532411515 4.1872486331 3.7414118834 4.4597621342 4.7579851065 2.1981998751 2.2711097186 5.3486815679 2.8315320628 2.9823708658 4.2013033935 2.4922998247 4.3813852262 3.5340590702 3.9908076161 4.6779271658 3.3318316922 1.4125609013 2.3802895589 2.3768264306 4.1708904604 5.2688052145 3.9545430721 1.1492888538 1.4077020183 2.0767347687
24.672780 1.3080467021 1.3889721916 1.4118924370 1.5364081805 4.0992178082 2.7072969892 3.3253189597 3.8830017834 2.2080154131 2.1705552224 2.4579531307 4.2115839545 3.7438534003 4.4684573175 4.7601083352 2.1968654398 2.2683427366 5.3716743753 2.8334293015 2.9957955104 4.2011279804 2.4963319741 4.4050559425 3.5365279648 3.9991694461 4.6798540275 3.3598038108 1.4074872978 2.3756063584 2.3740743378 4.1890767810 5.2815588478 3.9695273389 1.1454520901 1.4053603163 2.0623712973
24.914670 1.3078463662 1.3889054358 1.4142208499 1.5367885250 4.1216052408 2.7082168923 3.3319921810 3.8822409726 2.2072336883 2.1708268698 2.4624378176 4.2359165475 3.7465840265 4.4759979143 4.7621587913 2.1954490467 2.2654491714 5.3946258158 2.8355543343 3.0084537906 4.2008778016 2.5000807889 4.4287037035 3.5392283438 4.0064750821 4.6816579394 3.3877413885 1.4029647557 2.3698683360 2.3715160669 4.2074515624 5.2930107346 3.9845819228 1.1403067798 1.4027616067 2.0472804416
25.156560 1.3077586176 1.3887426372 1.4164683509 1.5368961987 4.1440114916 2.7093448609 3.3374421805 3.8813399170 2.2064102202 2.1710303516 2.4666693370 4.2602336140 3.7495880117 4.4824008500 4.7641224147 2.1939506123 2.2624286918 5.4175363195 2.8379078172 3.0203394728 4.2005545712 2.5035376837 4.4523277911 3.5421611092 4.0127377377 4.6833390379 3.4156372936 1.3990065844 2.3631494642 2.3691604605 4.2260119498 5.3032399485 3.9997049101 1.1339166030 1.3999057466 2.0315475556
25.398450 1.3078080916 1.3884989838 1.4186456865 1.5367170525 4.1664566910 2.7106860956 3.3417323422 3.8803047017 2.2055723809 2.1711961115 2.4706517078 4.2845600950 3.7528903589 4.4877571126 4.7660224972 2.1923906486 2.2592978883 5.4404439960 2.8405069873 3.0314815405 4.2001773007 2.5066985999 4.4759470903 3.5453386289 4.0180080745 4.6849098570 3.4435004937 1.3956404075 2.3555741503 2.3670285628 4.2447790153 5.3123839330 4.0149175892 1.1263822938 1.3967937938 2.0152815802
25.640340 1.3079764270 1.3881474191 1.4207322998 1.5362514898 4.1889194890 2.7122568682 3.3449028390 3.8791535314 2.2046916994 2.1712942362 2.4743578090 4.3088569667 3.7564854583 4.4920999566 4.7678541197 2.1907467879 2.2560416340 5.4632980733 2.8433531560 3.0418722039 4.1997483942 2.5095444993 4.4995226587 3.5487590696 4.0222870686 4.6863684168 3.4712914284 1.3928907756 2.3472449251 2.3651381770 4.2637269971 5.3205296188 4.0301992725 1.1178042203 1.3934289002 1.9986226129
