#t 0-1 0-2 0-3 0-4 0-5 0-6 1-2 1-3 1-4 1-5 1-6 2-3 2-4 2-5 2-6 3-4 3-5 3-6 4-5 4-6 5-6
4.112130 0.0729353 0.118818 0.274697 0.298602 0.350771 0.189884 9.25031 0.260349 0.280965 0.313143 0.378525 0.250624 0.474645 0.426436 0.324886 4.48648 2.93661 1.26656 26.5394 1.36649 1.02693
4.354020 0.0881968 0.115369 0.259017 0.357199 0.299274 0.185337 11.7829 0.249786 0.275922 0.358728 0.362657 0.233209 0.404839 0.42412 0.326461 4.24077 1.84061 1.15316 22.1207 1.36894 0.860244
4.595910 0.103829 0.111852 0.245377 0.39642 0.25301 0.17683 12.8473 0.238084 0.264782 0.39443 0.344633 0.226142 0.371906 0.397279 0.335565 3.89542 1.17016 1.00641 16.0312 1.31342 0.791749
4.837800 0.117342 0.110811 0.234425 0.421393 0.217139 0.163839 12.2645 0.227303 0.248335 0.413046 0.328459 0.223861 0.367203 0.36314 0.342175 3.57255 0.798391 0.830797 11.2009 1.23145 0.770312
5.079690 0.128073 0.111875 0.225942 0.437496 0.191306 0.148103 11.0951 0.216442 0.229917 0.415592 0.315964 0.22262 0.370192 0.333942 0.339323 3.32075 0.602436 0.641207 7.99226 1.13661 0.759533
5.321580 0.136466 0.112814 0.219603 0.448218 0.173274 0.133973 10.1197 0.202686 0.211456 0.408141 0.306521 0.221277 0.36632 0.312634 0.325882 3.14466 0.498567 0.467603 5.97121 1.038 0.745282
5.563470 0.142922 0.111375 0.21477 0.455673 0.161005 0.125044 9.59529 0.185855 0.19407 0.396011 0.30122 0.219359 0.351383 0.298787 0.305605 3.03907 0.441193 0.337849 4.69513 0.9465 0.727338
5.805360 0.147584 0.108052 0.212028 0.460949 0.153042 0.120941 9.55962 0.169899 0.179285 0.382494 0.304227 0.216348 0.329412 0.291425 0.282745 3.00103 0.410176 0.260503 3.86408 0.867405 0.708935
6.047250 0.150247 0.105416 0.212119 0.464512 0.14838 0.118685 10.0083 0.159795 0.167381 0.368778 0.325151 0.211632 0.307496 0.289748 0.259302 3.03614 0.396452 0.233683 3.29833 0.794724 0.691288
6.289140 0.150445 0.105914 0.214546 0.466739 0.146232 0.111647 10.889 0.157603 0.156514 0.354858 0.386361 0.204775 0.290816 0.293066 0.245213 3.15805 0.395423 0.267864 2.89892 0.697587 0.662467
6.531030 0.147635 0.111116 0.218605 0.46794 0.145805 0.0859178 11.8945 0.16257 0.144303 0.339974 0.466341 0.195492 0.281324 0.300416 0.295933 3.3722 0.402649 0.360326 2.60761 0.527363 0.579721
6.772920 0.142634 0.119669 0.222863 0.468475 0.146525 0.0573845 12.3636 0.170722 0.13088 0.325191 0.458822 0.185225 0.27731 0.308617 0.37593 3.63783 0.411755 0.414706 2.38709 0.407506 0.501314
7.014810 0.137063 0.129254 0.227022 0.468723 0.147908 0.0439726 11.9943 0.178534 0.118499 0.312496 0.408287 0.176108 0.275816 0.314278 0.423428 3.8985 0.417363 0.434949 2.21406 0.384275 0.493382
7.256700 0.1323 0.138292 0.230618 0.468964 0.149752 0.0392725 11.0702 0.184672 0.10843 0.303167 0.358611 0.169388 0.274868 0.31643 0.448755 4.11468 0.417866 0.449116 2.07765 0.397404 0.535176
7.498590 0.129065 0.146267 0.233566 0.469319 0.151869 0.0382226 9.99876 0.189034 0.100849 0.297265 0.319237 0.165255 0.273983 0.315345 0.461769 4.25148 0.412631 0.465705 1.96931 0.425347 0.621748
7.740480 0.127664 0.153123 0.235883 0.469948 0.154059 0.0387509 9.04845 0.1922 0.0949899 0.294038 0.290213 0.163354 0.273138 0.311963 0.467381 4.28291 0.401922 0.486346 1.88038 0.464975 0.77188
7.982370 0.128034 0.159204 0.237547 0.4709 0.156254 0.0401401 8.32656 0.194609 0.0903638 0.292789 0.270173 0.163123 0.272376 0.306974 0.468494 4.1924 0.3867 0.512746 1.80735 0.520345 1.04116
8.224260 0.13005 0.164703 0.238706 0.472132 0.158343 0.0422294 7.84526 0.196624 0.0866969 0.293142 0.257006 0.16412 0.271811 0.301142 0.466728 3.98684 0.368991 0.545631 1.74697 0.60053 1.58411
8.466150 0.133574 0.169779 0.239633 0.473539 0.16012 0.0453553 7.58761 0.198478 0.0841825 0.295459 0.248254 0.166181 0.271597 0.29487 0.462873 3.68652 0.352646 0.585721 1.69456 0.724496 2.94975
8.708040 0.138621 0.174402 0.24054 0.474963 0.160842 0.0518147 7.5383 0.2001 0.0835882 0.30283 0.238989 0.169182 0.27189 0.28931 0.45668 3.32017 0.351114 0.628762 1.63946 0.938805 8.39986
8.949930 0.145154 0.17849 0.24181 0.476166 0.142622 0.0955161 7.68019 0.201492 0.0863209 0.333901 0.199349 0.173173 0.273295 0.31997 0.42294 2.92282 0.511836 0.579548 1.47742 1.42626 64.5043
9.191820 0.152698 0.182178 0.243584 0.476718 0.0710144 0.159894 7.91332 0.202736 0.0937238 0.303971 0.249925 0.177738 0.277165 0.419886 0.303344 2.54462 0.800042 0.275804 1.91502 1.66298 14.4771
9.433710 0.16257 0.184651 0.245946 0.475466 0.07934 0.163719 8.32139 0.20359 0.112663 0.299011 0.266839 0.183241 0.288309 0.408213 0.285884 2.1639 0.924299 0.248962 4.09154 1.63722 3.30537
9.675600 0.174476 0.18562 0.248855 0.461327 0.141915 0.164032 8.72597 0.204204 0.166235 0.291938 0.273614 0.189245 0.331444 0.357402 0.279212 1.77295 1.13813 0.243703 15.4717 1.57562 1.61936
9.917490 0.188284 0.184642 0.252041 0.257206 0.408877 0.163015 8.9318 0.20465 0.333979 0.129805 0.281044 0.195222 0.453907 0.126852 0.274802 1.13806 1.58021 0.247731 35.2534 1.00459 1.72262
10.159380 0.203798 0.181737 0.255414 0.113385 0.469591 0.160593 8.75347 0.205367 0.374119 0.0862612 0.293552 0.200748 0.425276 0.155337 0.270863 1.24529 1.42184 0.26145 5.60382 0.716172 1.85225
10.401270 0.221411 0.176211 0.258874 0.0862839 0.474976 0.156376 8.07838 0.20666 0.395496 0.112687 0.314822 0.20534 0.398935 0.166424 0.265698 1.51781 1.22934 0.28563 1.81967 0.665174 1.98468
10.643160 0.239467 0.169349 0.2622 0.0796083 0.475331 0.15052 7.0026 0.209504 0.414755 0.135201 0.344455 0.208235 0.380489 0.162094 0.257897 1.88239 1.07558 0.318016 0.894377 0.665637 2.2033
10.885050 0.257329 0.162237 0.265259 0.0793553 0.474035 0.144767 5.79774 0.214741 0.430646 0.153851 0.377212 0.208836 0.369039 0.153251 0.246759 2.40848 0.955913 0.353436 0.552895 0.67677 2.55531
11.126940 0.274694 0.155671 0.267591 0.083177 0.471125 0.142814 4.69155 0.223991 0.442519 0.170539 0.406113 0.206393 0.364434 0.143812 0.232926 3.24076 0.865164 0.386312 0.39552 0.679282 3.13789
11.368830 0.291618 0.149779 0.268117 0.0930645 0.465383 0.150477 3.78094 0.241912 0.448474 0.189066 0.426452 0.199504 0.366396 0.135844 0.217805 4.74254 0.802231 0.411313 0.313442 0.667702 4.17528
11.610720 0.308247 0.144619 0.262043 0.118299 0.452202 0.178777 3.07361 0.282788 0.439542 0.218185 0.433867 0.187467 0.373918 0.131694 0.2017 7.96918 0.77048 0.418762 0.277153 0.639865 6.22346
11.852610 0.324768 0.140134 0.228415 0.180866 0.414675 0.249006 2.53686 0.378636 0.378869 0.27851 0.414349 0.195003 0.373351 0.136538 0.18121 13.9103 0.764103 0.383616 0.337751 0.585187 10.2375
12.094500 0.341243 0.136451 0.159691 0.248253 0.322051 0.357758 2.13227 0.479033 0.268023 0.376121 0.342751 0.263362 0.334232 0.153323 0.150478 12.0024 0.739098 0.288735 0.520354 0.495193 12.6975
12.336390 0.357619 0.133169 0.1215 0.273248 0.222606 0.424377 1.82587 0.518419 0.218488 0.441375 0.266379 0.308903 0.300074 0.162843 0.123692 7.31553 0.708581 0.208888 0.624194 0.433211 8.97492
12.578280 0.37388 0.130026 0.107807 0.283128 0.167072 0.447058 1.59019 0.53916 0.204958 0.467161 0.228525 0.332615 0.282188 0.162298 0.109429 5.04821 0.681199 0.175853 0.675921 0.404092 5.92117
12.820170 0.390087 0.127179 0.103286 0.28897 0.138536 0.454812 1.40576 0.556193 0.201239 0.478265 0.211644 0.348464 0.271465 0.158658 0.101388 3.88541 0.658914 0.160497 0.715282 0.383919 4.32593
13.062060 0.406065 0.124471 0.102511 0.293405 0.122612 0.457573 1.25832 0.572502 0.200464 0.483782 0.203262 0.360867 0.263825 0.154441 0.0960476 3.20247 0.640435 0.151268 0.750924 0.36653 3.43521
13.303950 0.421796 0.121781 0.103533 0.297173 0.113002 0.458313 1.13795 0.588823 0.200671 0.486653 0.198527 0.371308 0.257639 0.150355 0.0921255 2.76103 0.624605 0.144751 0.784179 0.351245 2.88394
13.545840 0.437021 0.118991 0.105609 0.300535 0.106978 0.458285 1.0372 0.605257 0.201139 0.488104 0.195538 0.380233 0.251908 0.146567 0.0891499 2.4548 0.610632 0.139894 0.81495 0.337551 2.51421
13.787730 0.451917 0.11615 0.108299 0.303638 0.103168 0.457736 0.951398 0.621747 0.201658 0.488604 0.193516 0.387826 0.246516 0.143172 0.0868397 2.23318 0.598388 0.136157 0.843167 0.325698 2.2528
14.029620 0.466276 0.113186 0.111433 0.306516 0.100855 0.456932 0.876829 0.63822 0.20216 0.488479 0.192039 0.393982 0.241125 0.14017 0.0849932 2.06704 0.58743 0.13323 0.868868 0.315237 2.0595
14.271510 0.480022 0.110061 0.11489 0.309206 0.0995974 0.455974 0.811059 0.654576 0.202592 0.487932 0.190897 0.398664 0.235678 0.137573 0.0833854 1.93964 0.57761 0.130919 0.891515 0.306018 1.91237
14.513400 0.49302 0.106786 0.11856 0.311716 0.0991066 0.454912 0.752236 0.670647 0.202959 0.487123 0.189969 0.401775 0.230103 0.135379 0.0817508 1.84029 0.568781 0.129093 0.911083 0.297788 1.79772
14.755290 0.505239 0.103411 0.122372 0.314052 0.0991743 0.453807 0.6991 0.686283 0.203247 0.486152 0.189184 0.403274 0.224364 0.133591 0.0799357 1.76219 0.560822 0.127671 0.927406 0.290355 1.70693
14.997180 0.516607 0.099939 0.126258 0.31622 0.0996472 0.452671 0.650687 0.701354 0.203452 0.485099 0.188506 0.403146 0.218455 0.132198 0.077772 1.70046 0.553652 0.126502 0.940346 0.283582 1.63421
15.239070 0.527148 0.0963474 0.130163 0.318248 0.100389 0.451555 0.606276 0.715771 0.203601 0.48406 0.187903 0.401426 0.212397 0.131136 0.0752429 1.65186 0.547297 0.125614 0.95012 0.277428 1.57536
15.480960 0.536785 0.0927389 0.134066 0.320155 0.101297 0.450484 0.565106 0.729478 0.20368 0.483051 0.187344 0.398205 0.20621 0.130406 0.0723912 1.61373 0.541647 0.124912 0.956775 0.271825 1.52742
15.722850 0.545438 0.0891554 0.137916 0.321899 0.102318 0.449489 0.526794 0.742333 0.203753 0.48214 0.186813 0.393627 0.199908 0.129934 0.0693118 1.58407 0.536693 0.124343 0.960536 0.266757 1.48818
15.964740 0.553075 0.085587 0.141692 0.323489 0.103401 0.448588 0.490892 0.754245 0.203823 0.481365 0.186304 0.387847 0.193557 0.129683 0.0661402 1.56145 0.532398 0.123882 0.961484 0.262167 1.45614
16.206630 0.559734 0.0820126 0.145364 0.324912 0.104512 0.447792 0.457161 0.76515 0.2039 0.480699 0.185793 0.380903 0.18716 0.129594 0.0629621 1.54488 0.528656 0.123539 0.959783 0.257968 1.43014
16.448520 0.565483 0.0784609 0.148886 0.326205 0.105605 0.447078 0.425369 0.77507 0.20396 0.480144 0.185332 0.372949 0.180781 0.129688 0.0598582 1.53387 0.525427 0.123211 0.955274 0.254104 1.40969
16.690410 0.570171 0.07498 0.152259 0.327324 0.106709 0.446473 0.395296 0.783906 0.20402 0.479694 0.184856 0.364037 0.17439 0.129931 0.0569197 1.52718 0.522481 0.122957 0.948336 0.250322 1.39349
16.932300 0.573825 0.0715484 0.155443 0.328302 0.107797 0.445967 0.366723 0.791643 0.204076 0.479327 0.184345 0.354289 0.168026 0.130292 0.0541786 1.52458 0.520061 0.122753 0.939071 0.247267 1.38131
17.174190 0.576452 0.0680729 0.158452 0.329109 0.108837 0.445577 0.339581 0.798232 0.204121 0.479073 0.183762 0.343827 0.161643 0.130715 0.0517039 1.52554 0.518013 0.122574 0.927771 0.244692 1.37254
17.416080 0.578113 0.0648734 0.161133 0.329782 0.109784 0.44533 0.313735 0.803703 0.204129 0.478884 0.183142 0.332809 0.155301 0.131154 0.0494041 1.5297 0.516386 0.122445 0.914888 0.242756 1.36707
17.657970 0.578838 0.0618196 0.163572 0.330315 0.110617 0.445208 0.289142 0.80803 0.204112 0.478744 0.182466 0.321492 0.148978 0.131536 0.0473145 1.53675 0.515158 0.122338 0.900642 0.241531 1.36452
17.899860 0.57864 0.0589401 0.165704 0.330728 0.111382 0.445239 0.265721 0.811208 0.204053 0.478676 0.181691 0.310023 0.142693 0.131865 0.0454593 1.54633 0.514281 0.122255 0.885307 0.241071 1.3645
18.141750 0.577496 0.0561251 0.167508 0.331003 0.112042 0.445382 0.24354 0.813309 0.20391 0.478526 0.18083 0.298627 0.136491 0.132159 0.0438213 1.55878 0.513737 0.122231 0.86889 0.24122 1.36678
18.383640 0.575694 0.0535475 0.169007 0.331116 0.112623 0.44561 0.222686 0.814271 0.203658 0.478306 0.17987 0.287568 0.130234 0.132417 0.0423542 1.57374 0.513424 0.122214 0.851544 0.241971 1.37093
18.625530 0.573062 0.0509953 0.170166 0.331086 0.113154 0.445961 0.203064 0.81401 0.203298 0.47797 0.178868 0.276985 0.124308 0.132658 0.0411055 1.59096 0.513305 0.122334 0.833191 0.243324 1.37681
18.867420 0.569469 0.0485894 0.17098 0.331011 0.113611 0.446393 0.184512 0.812737 0.202882 0.47752 0.177831 0.267226 0.118461 0.1327 0.0400054 1.61106 0.513281 0.122405 0.813574 0.244958 1.38477
19.109310 0.56525 0.0464523 0.171512 0.330875 0.11404 0.44687 0.167095 0.810481 0.202302 0.476879 0.176754 0.258293 0.112667 0.132812 0.0390847 1.63467 0.513297 0.122476 0.792912 0.246921 1.39489
19.351200 0.560071 0.044468 0.171719 0.33064 0.114498 0.447404 0.150807 0.807224 0.201604 0.476017 0.175565 0.250282 0.107025 0.132889 0.0383954 1.66145 0.513188 0.122623 0.771072 0.249114 1.40626
19.593090 0.554119 0.042681 0.171528 0.330268 0.114967 0.447973 0.135674 0.803047 0.200825 0.474916 0.174273 0.242797 0.101242 0.132932 0.0377723 1.6921 0.512883 0.122755 0.748112 0.251273 1.41916
19.834980 0.547401 0.0409286 0.171123 0.32995 0.11544 0.448651 0.121505 0.798099 0.19991 0.473668 0.173016 0.236464 0.095885 0.132996 0.0374546 1.72691 0.512412 0.122978 0.723934 0.253771 1.43379
20.076870 0.540012 0.0392827 0.170446 0.329642 0.115937 0.449371 0.108355 0.792443 0.198948 0.472264 0.171761 0.23098 0.0907462 0.133076 0.0373324 1.7667 0.511726 0.123217 0.698727 0.256311 1.45051
20.318760 0.532126 0.0377473 0.169492 0.329354 0.116443 0.450148 0.0962398 0.786179 0.197905 0.470669 0.17049 0.226206 0.0857417 0.13316 0.037433 1.81243 0.510865 0.123513 0.672732 0.258821 1.46922
20.560650 0.523688 0.0363645 0.168327 0.329094 0.116972 0.450976 0.0850993 0.77937 0.196821 0.468939 0.169215 0.222198 0.0809421 0.133257 0.0378563 1.86471 0.509789 0.124 0.646151 0.261165 1.48991
20.802540 0.514848 0.0351253 0.166963 0.328857 0.117497 0.451877 0.0750459 0.772062 0.19572 0.467139 0.167987 0.218768 0.0763392 0.133345 0.0383723 1.92464 0.508548 0.124427 0.619214 0.263268 1.51299
21.044430 0.505759 0.0340053 0.165415 0.328658 0.118005 0.452806 0.0661228 0.76437 0.194663 0.465306 0.166815 0.215949 0.0720516 0.133397 0.0391399 1.9934 0.507229 0.124882 0.592261 0.2652 1.53862
21.286320 0.496568 0.0329575 0.163707 0.328503 0.118509 0.453771 0.0583675 0.756387 0.193652 0.463489 0.165701 0.213715 0.0680196 0.133436 0.0401877 2.07247 0.505879 0.125529 0.565547 0.266948 1.56732
21.528210 0.487395 0.0320139 0.161872 0.32832 0.119007 0.454785 0.0520264 0.748094 0.192698 0.461736 0.164651 0.211967 0.0643011 0.133432 0.0414683 2.16329 0.504536 0.126296 0.539353 0.268499 1.5996
21.770100 0.478225 0.0311763 0.159993 0.328258 0.119505 0.455826 0.0465882 0.739837 0.191851 0.460085 0.16364 0.210702 0.0610526 0.133416 0.0429816 2.26844 0.503234 0.12719 0.513837 0.269875 1.6361
22.011990 0.46911 0.0305517 0.158051 0.328203 0.120011 0.456925 0.0424266 0.731475 0.191172 0.45859 0.1627 0.209842 0.0585018 0.133312 0.0446812 2.39003 0.501993 0.128231 0.489193 0.271159 1.67763
22.253880 0.460233 0.0299379 0.156101 0.328178 0.120533 0.458056 0.0394457 0.723157 0.190673 0.457243 0.161868 0.209596 0.0564129 0.133131 0.0465618 2.53223 0.50087 0.129419 0.465534 0.272354 1.7262
22.495770 0.451619 0.0294016 0.154201 0.328187 0.121105 0.45922 0.037553 0.714963 0.190389 0.456059 0.161167 0.210034 0.0550513 0.132942 0.0486246 2.70004 0.499852 0.130816 0.442839 0.273413 1.78345
22.737660 0.443232 0.0289467 0.152368 0.328172 0.121769 0.460414 0.0366201 0.706823 0.190382 0.455027 0.160603 0.211124 0.0544365 0.132785 0.0508398 2.89782 0.498806 0.132419 0.421171 0.274538 1.85186
22.979550 0.435273 0.0285606 0.150679 0.328163 0.12257 0.461629 0.0364548 0.699031 0.190723 0.454124 0.160229 0.212593 0.0545382 0.132676 0.0531472 3.13521 0.497846 0.1342 0.40061 0.275595 1.93508
23.221440 0.427803 0.0282231 0.149198 0.328139 0.123544 0.46285 0.0367826 0.691504 0.191506 0.453308 0.160069 0.21476 0.0553293 0.132663 0.0555331 3.42218 0.49698 0.136157 0.381172 0.276783 2.037
23.463330 0.420815 0.0279117 0.147976 0.328011 0.124763 0.464092 0.0374092 0.684267 0.192876 0.452564 0.160091 0.217251 0.0566901 0.132771 0.0579258 3.77274 0.496084 0.138214 0.362854 0.277964 2.16291
23.705220 0.414374 0.0276798 0.147171 0.327767 0.12627 0.465362 0.0382889 0.67728 0.195019 0.451723 0.160375 0.219989 0.0586422 0.132995 0.0604527 4.2071 0.495179 0.140472 0.345709 0.279303 2.32052
23.947110 0.408511 0.0274691 0.146888 0.327339 0.128106 0.466634 0.0391161 0.670519 0.198285 0.450803 0.160959 0.222769 0.061201 0.133342 0.0630595 4.75401 0.49422 0.142784 0.329621 0.28082 2.51981
24.189000 0.403256 0.0273256 0.147377 0.326636 0.130415 0.46789 0.0399565 0.663866 0.203128 0.44968 0.161914 0.225439 0.0644589 0.13385 0.0657513 5.4586 0.493185 0.145008 0.31455 0.282576 2.77637
24.430890 0.398613 0.0272209 0.148973 0.325515 0.133332 0.469078 0.0407251 0.657078 0.210334 0.448264 0.163396 0.227762 0.0682671 0.134405 0.0685646 6.38631 0.49203 0.147017 0.300409 0.284699 3.11402
24.672780 0.394573 0.0271519 0.152177 0.323733 0.137094 0.470108 0.0413424 0.649715 0.221066 0.446447 0.16558 0.229584 0.072972 0.134976 0.0715424 7.63551 0.490662 0.148632 0.287213 0.287401 3.56923
24.914670 0.391101 0.027117 0.157743 0.320822 0.142094 0.470833 0.0418466 0.640924 0.237037 0.444027 0.168784 0.230648 0.078989 0.13531 0.0747606 9.34867 0.48875 0.149645 0.275081 0.290731 4.20447
25.156560 0.388183 0.0271137 0.16669 0.316113 0.149077 0.470983 0.0422137 0.629343 0.260478 0.440698 0.173584 0.230592 0.0870413 0.135235 0.0783509 11.6997 0.485918 0.149831 0.264393 0.295183 5.12876
25.398450 0.385826 0.0271478 0.180104 0.308601 0.159371 0.470012 0.0423971 0.612887 0.293569 0.435875 0.180993 0.228666 0.0980407 0.134476 0.0824943 14.7858 0.481484 0.148961 0.255803 0.301393 6.54107
25.640340 0.384003 0.0272238 0.198394 0.297204 0.175445 0.466757 0.0424137 0.589292 0.337009 0.428706 0.192939 0.22401 0.112521 0.132578 0.0875889 18.3657 0.474455 0.147039 0.249636 0.310416 8.81918
25.882230 0.38276 0.0273158 0.220254 0.281537 0.2019 0.458582 0.0422637 0.557442 0.387488 0.416793 0.213015 0.216441 0.129752 0.128838 0.0942765 21.5398 0.46411 0.144856 0.243882 0.324234 12.661
26.124120 0.381921 0.0274834 0.242442 0.262943 0.245874 0.439392 0.0419259 0.51963 0.43818 0.395099 0.246806 0.206133 0.147682 0.121802 0.103548 23.1447 0.449769 0.146612 0.231463 0.345676 18.9264
26.366010 0.381618 0.0276799 0.261574 0.244371 0.312224 0.398227 0.041504 0.481734 0.481929 0.354797 0.298101 0.194991 0.162884 0.109858 0.115826 22.83 0.42884 0.164385 0.203157 0.375103 26.3282
26.607900 0.381641 0.0278397 0.27619 0.228219 0.384816 0.332554 0.0408703 0.448705 0.5159 0.295947 0.353333 0.184993 0.17466 0.0951368 0.127323 21.2812 0.398181 0.202557 0.166922 0.401985 27.6423
26.849790 0.381975 0.0281226 0.286719 0.215671 0.435875 0.267209 0.040341 0.423095 0.541261 0.241219 0.389761 0.177108 0.183025 0.0847577 0.132983 19.3539 0.36599 0.237898 0.149042 0.415444 21.554
27.091680 0.382577 0.0284618 0.294032 0.206621 0.463617 0.221751 0.0398427 0.404914 0.560012 0.205709 0.406828 0.171138 0.188691 0.0802748 0.133731 17.5475 0.342311 0.257939 0.149427 0.419177 15.3425
27.333570 0.383347 0.0288101 0.299095 0.200445 0.478873 0.193893 0.0393477 0.393131 0.574229 0.185692 0.413895 0.16664 0.192767 0.0788459 0.132046 16.0383 0.327339 0.267558 0.154932 0.418958 11.3484
27.575460 0.384333 0.0290784 0.302592 0.196493 0.488404 0.176813 0.0389033 0.38647 0.5854 0.174344 0.416679 0.163444 0.195233 0.078492 0.129392 14.8344 0.317931 0.272172 0.160288 0.417179 8.95231
27.817350 0.385418 0.0295703 0.304982 0.194372 0.495176 0.165999 0.0385431 0.384029 0.594605 0.167733 0.417743 0.161371 0.196661 0.0783922 0.126309 13.8889 0.311855 0.274641 0.164516 0.414585 7.48627
28.059240 0.386564 0.0300887 0.3066 0.193597 0.500528 0.158931 0.038264 0.384904 0.602511 0.163824 0.418277 0.159817 0.19724 0.0782509 0.12306 13.1428 0.307791 0.276143 0.167592 0.411498 6.56018
28.301130 0.387736 0.0306444 0.307659 0.19381 0.505081 0.15422 0.037929 0.38837 0.609599 0.161513 0.418854 0.158851 0.19729 0.0779723 0.119796 12.541 0.305022 0.277241 0.169803 0.408102 5.95867
28.543020 0.388839 0.0312616 0.308344 0.194797 0.509132 0.15116 0.0378916 0.393964 0.616206 0.16024 0.419771 0.158218 0.196865 0.0775321 0.116598 12.0415 0.303158 0.278141 0.171271 0.404529 5.56756
28.784910 0.389944 0.0319619 0.30881 0.196429 0.512827 0.149387 0.0382543 0.401411 0.622664 0.159743 0.421217 0.157716 0.196298 0.0768992 0.113483 11.6176 0.302032 0.27894 0.172078 0.400919 5.32642
29.026800 0.390913 0.0327044 0.308935 0.198581 0.516212 0.148687 0.0386186 0.410551 0.628746 0.159904 0.423289 0.1579 0.194975 0.0760561 0.110506 11.2479 0.301446 0.27965 0.17229 0.397271 5.19389
29.268690 0.391807 0.033496 0.308809 0.201199 0.519356 0.149069 0.0391132 0.421286 0.634705 0.160656 0.426038 0.158558 0.193282 0.0750351 0.107639 10.9173 0.301467 0.28027 0.171946 0.393697 5.15443
29.510580 0.392588 0.0343275 0.308497 0.204153 0.522207 0.150532 0.0398016 0.433379 0.640625 0.162027 0.429525 0.15957 0.191464 0.0738911 0.104867 10.6103 0.302084 0.280646 0.171085 0.390281 5.19175
29.752470 0.393248 0.0351849 0.308052 0.207401 0.524745 0.153193 0.0407048 0.446742 0.646543 0.164092 0.433571 0.16079 0.189222 0.0726085 0.102154 10.3179 0.303368 0.280645 0.169684 0.387067 5.29907
