#t 0-1 0-2 0-3 0-4 0-5 0-6 1-2 1-3 1-4 1-5 1-6 2-3 2-4 2-5 2-6 3-4 3-5 3-6 4-5 4-6 5-6
10.885050 0.0545206 0.0774165 0.482355 0.233375 0.258886 0.114184 0.23746 0.185729 0.331288 0.310906 0.207838 4.8096 2.29513 0.230833 0.835871 5.69827 1.03768 0.637515 1.1194 1.07832 1.12636
11.126940 0.0544497 0.0788775 0.479911 0.237338 0.258871 0.114344 0.251529 0.189826 0.320247 0.310493 0.202839 4.02949 2.12688 0.224079 0.811391 6.097 1.01202 0.629904 1.04505 1.04751 1.24416
11.368830 0.05426 0.0801703 0.477712 0.240447 0.25883 0.114741 0.262472 0.193525 0.310251 0.310248 0.197877 3.54193 1.99257 0.217309 0.7863 6.4659 0.988461 0.624998 0.976473 1.02298 1.39482
11.610720 0.0539991 0.0815202 0.47588 0.24247 0.258669 0.115377 0.270725 0.196606 0.301501 0.310284 0.193017 3.22391 1.88627 0.211143 0.761755 6.78701 0.967185 0.622302 0.912625 1.00432 1.59019
11.852610 0.0535594 0.0831846 0.474511 0.243119 0.258381 0.116261 0.27673 0.198874 0.294125 0.310579 0.1883 3.01458 1.80185 0.205923 0.738651 7.04016 0.948586 0.621203 0.853182 0.990948 1.84053
12.094500 0.0531378 0.0854187 0.473649 0.24238 0.25793 0.117375 0.281067 0.200233 0.288169 0.31115 0.183703 2.87864 1.73411 0.201996 0.717417 7.2138 0.9328 0.621414 0.79762 0.982496 2.16014
12.336390 0.0526301 0.0883978 0.473284 0.24014 0.257287 0.118702 0.284289 0.200536 0.283656 0.311979 0.179202 2.7941 1.67832 0.199628 0.698446 7.29124 0.91997 0.622345 0.745403 0.977865 2.5608
12.578280 0.0520988 0.0922108 0.473383 0.236474 0.256423 0.120221 0.286964 0.199923 0.280453 0.313037 0.17475 2.74462 1.63093 0.198968 0.681855 7.2671 0.910049 0.62348 0.696525 0.97617 3.05337
12.820170 0.0514981 0.0968056 0.473793 0.231544 0.255333 0.121884 0.289706 0.19838 0.278431 0.314286 0.17038 2.71719 1.58846 0.200037 0.667757 7.13894 0.903011 0.62447 0.650835 0.976282 3.63242
13.062060 0.0508501 0.102038 0.474389 0.225603 0.254037 0.123599 0.292973 0.196033 0.277402 0.315638 0.166176 2.7023 1.54812 0.202497 0.656138 6.91112 0.898818 0.624981 0.608338 0.977428 4.27096
13.303950 0.0501478 0.107709 0.475001 0.218999 0.252589 0.125221 0.29713 0.193048 0.277084 0.317016 0.162302 2.69283 1.50804 0.205834 0.64701 6.59908 0.897371 0.624827 0.569019 0.978896 4.91186
13.545840 0.0493884 0.11362 0.475523 0.212001 0.251129 0.12651 0.30237 0.189588 0.277256 0.318262 0.158986 2.68344 1.4666 0.209153 0.640484 6.22071 0.898566 0.623747 0.532656 0.980296 5.46288
13.787730 0.0485639 0.119584 0.475828 0.20493 0.249719 0.127254 0.308754 0.185914 0.277733 0.319301 0.156436 2.67152 1.42327 0.211701 0.636532 5.79827 0.902732 0.621767 0.49924 0.982122 5.82588
14.029620 0.0477546 0.125508 0.475838 0.198057 0.248494 0.12723 0.316387 0.182193 0.278382 0.320064 0.154808 2.65523 1.37822 0.212755 0.635466 5.35452 0.910071 0.618674 0.468261 0.983384 5.91691
14.271510 0.0469374 0.131298 0.475505 0.191534 0.247513 0.126336 0.325277 0.178558 0.278968 0.320556 0.154188 2.63422 1.33186 0.212028 0.637107 4.90704 0.921023 0.614548 0.4395 0.985451 5.70207
14.513400 0.0461293 0.136875 0.474823 0.185517 0.246754 0.124633 0.335497 0.17516 0.279375 0.320824 0.154516 2.60717 1.28515 0.209743 0.641415 4.47208 0.935963 0.609614 0.412982 0.987659 5.21814
14.755290 0.0453047 0.142177 0.473871 0.180034 0.246112 0.122327 0.347053 0.172096 0.279519 0.320974 0.155563 2.57302 1.23796 0.206588 0.648173 4.05937 0.954974 0.604045 0.389048 0.98993 4.54967
14.997180 0.0444957 0.147067 0.472621 0.175114 0.245449 0.119672 0.360157 0.169523 0.279274 0.321111 0.157152 2.5287 1.19081 0.203184 0.656893 3.67689 0.978715 0.598511 0.368549 0.992048 3.80404
15.239070 0.0436818 0.15147 0.471243 0.170751 0.24465 0.11698 0.375021 0.16753 0.278587 0.321353 0.159111 2.47268 1.144 0.200374 0.6671 3.32691 1.00793 0.593471 0.352383 0.993927 3.07897
15.480960 0.0429007 0.155327 0.46964 0.166859 0.243702 0.114502 0.391878 0.16617 0.277445 0.321783 0.1612 2.40385 1.09754 0.198639 0.678992 3.00923 1.04354 0.589267 0.34124 0.995712 2.43902
15.722850 0.0421647 0.158594 0.467959 0.163402 0.242619 0.11241 0.410936 0.165529 0.275816 0.322531 0.163327 2.32267 1.05159 0.198133 0.691988 2.72269 1.08655 0.586168 0.335634 0.997885 1.91314
15.964740 0.0413969 0.161311 0.466192 0.160328 0.241453 0.110769 0.432307 0.165662 0.273695 0.323636 0.165459 2.23214 1.00658 0.198764 0.705856 2.46487 1.13755 0.584156 0.335531 1.00034 1.50214
16.206630 0.0406053 0.163563 0.464367 0.157548 0.240255 0.109601 0.456037 0.166477 0.271181 0.325014 0.16762 2.1363 0.963286 0.200297 0.719956 2.23334 1.19723 0.583584 0.341601 1.00388 1.19146
16.448520 0.0399625 0.165596 0.462447 0.155045 0.239113 0.108871 0.481515 0.168348 0.268296 0.326757 0.169861 2.04198 0.922565 0.202674 0.734144 2.02574 1.26612 0.584255 0.353934 1.00907 0.960837
16.690410 0.0393426 0.167591 0.4604 0.152781 0.238127 0.108516 0.508561 0.171011 0.265192 0.328881 0.172184 1.95397 0.88516 0.205928 0.748469 1.83933 1.34599 0.586099 0.375189 1.01639 0.790951
16.932300 0.0387316 0.169734 0.458156 0.150721 0.237294 0.108431 0.536259 0.174651 0.261826 0.331367 0.174523 1.87704 0.851962 0.210209 0.763071 1.67377 1.4372 0.589019 0.410663 1.02559 0.666115
17.174190 0.0381673 0.171967 0.455704 0.148841 0.236565 0.10853 0.564617 0.179268 0.258191 0.334202 0.17686 1.80869 0.823035 0.215417 0.778197 1.52739 1.54236 0.592751 0.474328 1.03826 0.573522
17.416080 0.0376654 0.174116 0.453154 0.147109 0.236058 0.108769 0.59378 0.18474 0.254176 0.337337 0.179254 1.74528 0.797296 0.221144 0.793407 1.40039 1.66213 0.596941 0.601299 1.05331 0.505309
17.657970 0.0372548 0.176083 0.450607 0.145408 0.235824 0.109161 0.624412 0.190925 0.249336 0.340789 0.181881 1.6832 0.775061 0.226711 0.808215 1.29143 1.7976 0.601684 0.886994 1.07095 0.454971
17.899860 0.0368963 0.177723 0.447978 0.143726 0.235876 0.109702 0.656829 0.1978 0.243394 0.344727 0.184909 1.62018 0.755477 0.231122 0.822 1.20268 1.94749 0.606177 1.63695 1.09127 0.418503
18.141750 0.0365636 0.179013 0.44528 0.142209 0.236126 0.110488 0.691326 0.205158 0.23522 0.349758 0.188667 1.55662 0.737959 0.233264 0.834115 1.14477 2.1045 0.610671 4.17509 1.11334 0.395758
18.383640 0.0363904 0.180028 0.442668 0.143064 0.235181 0.111707 0.727909 0.212804 0.220704 0.358258 0.193455 1.49356 0.720203 0.239516 0.844159 1.19829 2.22579 0.614107 19.8408 1.12891 0.413871
18.625530 0.0362727 0.181536 0.439966 0.206455 0.18177 0.27639 0.762537 0.221328 0.268501 0.323201 0.252244 1.44352 0.512604 0.544721 0.172923 2.28224 1.41151 1.26346 108.161 4.02221 2.89902
18.867420 0.0363766 0.183357 0.437035 0.233925 0.144683 0.27885 0.795133 0.230413 0.330454 0.25823 0.249257 1.4035 0.328888 0.663551 0.174185 2.72509 0.861945 1.33283 14.694 4.88595 1.07396
19.109310 0.036501 0.185279 0.434138 0.237065 0.139622 0.281392 0.825603 0.239773 0.340278 0.243564 0.247955 1.36912 0.308683 0.667744 0.176252 2.94529 0.789063 1.39808 5.28312 4.98344 0.772721
19.351200 0.0367551 0.187117 0.431326 0.238692 0.137016 0.283678 0.854585 0.248946 0.3446 0.235524 0.246923 1.33759 0.30639 0.665543 0.179089 3.16346 0.741263 1.46384 2.88132 5.03877 0.688753
19.593090 0.0370852 0.188768 0.428676 0.239934 0.134886 0.285708 0.882405 0.257619 0.347193 0.229316 0.246096 1.30721 0.308051 0.663222 0.182295 3.37858 0.699904 1.52988 1.91161 5.08812 0.678352
19.834980 0.0374915 0.19019 0.426241 0.240941 0.132826 0.2875 0.909203 0.265583 0.348921 0.22383 0.245495 1.27743 0.310435 0.662008 0.18559 3.58458 0.662358 1.59555 1.4195 5.14 0.711366
20.076870 0.0380291 0.191426 0.424042 0.241728 0.130721 0.289062 0.9345 0.272675 0.350097 0.218721 0.245115 1.24888 0.312445 0.662251 0.188851 3.77339 0.628003 1.65886 1.13486 5.19476 0.782622
20.318760 0.0385553 0.192593 0.422127 0.24236 0.128539 0.290374 0.957375 0.278886 0.350897 0.213883 0.24496 1.2227 0.313813 0.664163 0.192113 3.93961 0.596376 1.7183 0.954503 5.24947 0.898436
20.560650 0.0391125 0.193831 0.420497 0.242758 0.126316 0.291422 0.976116 0.284224 0.351407 0.209309 0.244977 1.20074 0.314648 0.667726 0.195544 4.07649 0.567469 1.7706 0.833992 5.2979 1.07325
20.802540 0.0396625 0.19534 0.419209 0.242916 0.124115 0.292116 0.988315 0.288573 0.351697 0.204964 0.245167 1.18467 0.315091 0.6728 0.199317 4.17257 0.541159 1.81134 0.750265 5.3331 1.3319
21.044430 0.0401398 0.197264 0.418265 0.242887 0.121992 0.292446 0.992026 0.292053 0.351805 0.200795 0.245427 1.17588 0.315474 0.679414 0.203801 4.223 0.517578 1.8372 0.693006 5.34697 1.71339
21.286320 0.0405228 0.199723 0.417622 0.24273 0.11999 0.292415 0.986172 0.294825 0.351808 0.19675 0.245647 1.17514 0.316338 0.687688 0.209385 4.22931 0.497266 1.84648 0.657179 5.33435 2.27879
21.528210 0.0407947 0.202734 0.417251 0.24246 0.118143 0.292008 0.970969 0.296887 0.351751 0.192792 0.245726 1.18228 0.317948 0.697698 0.216352 4.19227 0.481335 1.83837 0.641398 5.29363 3.10313
21.770100 0.0409546 0.206194 0.417113 0.242081 0.116476 0.291223 0.948153 0.298219 0.35164 0.188892 0.245626 1.19606 0.32028 0.70933 0.22491 4.11741 0.470996 1.81453 0.643626 5.228 4.26927
22.011990 0.0410245 0.209952 0.417206 0.241569 0.115054 0.290069 0.920076 0.298661 0.351467 0.185038 0.245421 1.21497 0.32298 0.721981 0.234939 4.0063 0.466961 1.77698 0.66016 5.14453 5.82698
22.253880 0.041035 0.213799 0.417556 0.240908 0.113902 0.288565 0.889322 0.297966 0.351137 0.18124 0.245262 1.23713 0.325265 0.734761 0.246046 3.85747 0.468762 1.72809 0.685802 5.05251 7.744
22.495770 0.041024 0.217552 0.418173 0.240071 0.113027 0.286736 0.857941 0.295991 0.350588 0.177538 0.245303 1.26108 0.326504 0.74689 0.257603 3.67304 0.47466 1.67059 0.714636 4.96009 9.85475
22.737660 0.0410241 0.221086 0.419038 0.23919 0.112388 0.28462 0.827128 0.292705 0.349783 0.173923 0.245684 1.28594 0.32632 0.758078 0.26862 3.45818 0.482208 1.60702 0.740117 4.87265 11.8119
22.979550 0.0410847 0.224389 0.42009 0.23829 0.111924 0.282266 0.797094 0.288202 0.348683 0.170406 0.246382 1.31196 0.324945 0.769003 0.27746 3.22318 0.488954 1.5391 0.750239 4.79043 12.918
23.221440 0.0411168 0.227552 0.421243 0.237397 0.111579 0.279724 0.767236 0.282893 0.347318 0.166963 0.247319 1.34048 0.323122 0.78101 0.282153 2.98263 0.492963 1.46912 0.731549 4.71101 12.4326
23.463330 0.0411478 0.230761 0.422368 0.23656 0.111389 0.277013 0.736545 0.277192 0.345788 0.163549 0.24832 1.37396 0.321843 0.795187 0.282166 2.7495 0.495671 1.39754 0.681588 4.6276 10.3187
23.705220 0.0411883 0.234288 0.423339 0.235778 0.111496 0.274131 0.704462 0.271582 0.344155 0.16019 0.249221 1.41572 0.322016 0.811241 0.27957 2.53312 0.500683 1.32451 0.616573 4.53224 7.53015
23.947110 0.0412365 0.238392 0.424019 0.235094 0.111977 0.271092 0.670411 0.266447 0.342559 0.157035 0.249891 1.46972 0.324358 0.828043 0.27756 2.33809 0.511074 1.24985 0.557501 4.41891 5.10474
24.189000 0.041296 0.243336 0.424271 0.234434 0.112789 0.267984 0.634475 0.26207 0.340996 0.154291 0.250264 1.54024 0.329257 0.844188 0.278739 2.16361 0.528154 1.17441 0.515236 4.28719 3.44225
24.430890 0.0413711 0.249327 0.423923 0.233836 0.113873 0.264782 0.597021 0.258598 0.339455 0.152077 0.25041 1.63124 0.336997 0.8587 0.284245 2.00777 0.551924 1.09977 0.488378 4.14076 2.43896
24.672780 0.0415604 0.256572 0.422818 0.23333 0.115166 0.261495 0.558871 0.256168 0.337945 0.150553 0.250374 1.74662 0.347917 0.870958 0.29452 1.86895 0.582215 1.02745 0.471515 3.98383 1.8548
24.914670 0.0418172 0.265215 0.420742 0.23291 0.116626 0.258055 0.520512 0.254888 0.336431 0.149732 0.250153 1.88861 0.362369 0.880708 0.309673 1.74582 0.619359 0.959122 0.460403 3.82017 1.50958
25.156560 0.0421872 0.275319 0.417483 0.232568 0.118183 0.254365 0.482791 0.254718 0.334957 0.14959 0.249687 2.05751 0.380749 0.887791 0.330018 1.63744 0.66318 0.896643 0.453309 3.65408 1.30634
25.398450 0.0426435 0.286921 0.412873 0.232283 0.119773 0.250182 0.446281 0.255522 0.333489 0.149939 0.248867 2.25065 0.403171 0.891703 0.35678 1.5419 0.713916 0.84214 0.44894 3.48781 1.1994
25.640340 0.043189 0.299874 0.406828 0.232133 0.121332 0.245105 0.411468 0.256887 0.331881 0.150645 0.247456 2.46069 0.429017 0.891902 0.391968 1.45642 0.770582 0.799345 0.446821 3.32149 1.17556
25.882230 0.0437555 0.314911 0.398554 0.232094 0.122971 0.238222 0.376648 0.259411 0.330637 0.151898 0.245029 2.68642 0.461069 0.886776 0.441229 1.38217 0.836448 0.772565 0.446965 3.1443 1.22811
26.124120 0.0444011 0.330835 0.388596 0.232094 0.124432 0.227595 0.34407 0.261943 0.329205 0.153156 0.240627 2.90022 0.495332 0.877311 0.512955 1.3148 0.907139 0.779488 0.450077 2.94658 1.39404
26.366010 0.0451328 0.348938 0.375667 0.232237 0.126009 0.20829 0.310953 0.26508 0.328044 0.154965 0.23242 3.08928 0.536118 0.859568 0.626243 1.25506 0.989738 0.853631 0.454438 2.66683 1.72666
26.607900 0.0458534 0.368654 0.35965 0.232531 0.127686 0.172948 0.277784 0.268169 0.326998 0.157261 0.219523 3.21492 0.581573 0.832679 0.782373 1.20179 1.08432 1.04094 0.460073 2.19084 2.25062
26.849790 0.0467895 0.389003 0.341214 0.233002 0.129416 0.133575 0.245514 0.270268 0.326037 0.159846 0.209766 3.23981 0.628988 0.797559 0.895325 1.15456 1.18971 1.27887 0.467056 1.55223 2.70351
27.091680 0.0476787 0.408033 0.322025 0.233663 0.130928 0.115637 0.21621 0.270314 0.325015 0.162241 0.208199 3.1559 0.673045 0.758955 0.912565 1.11521 1.29864 1.45602 0.474964 1.05825 2.89945
27.333570 0.0485684 0.425072 0.302937 0.234509 0.132226 0.112661 0.190214 0.268461 0.324096 0.164455 0.20943 2.98296 0.71286 0.719478 0.883006 1.08622 1.41236 1.58749 0.48341 0.767105 2.95814
27.575460 0.0496272 0.440011 0.284792 0.235528 0.133349 0.1142 0.167643 0.265048 0.323274 0.166492 0.210927 2.75334 0.748053 0.68159 0.839924 1.07112 1.53228 1.70132 0.4913 0.596109 2.97148
27.817350 0.0506708 0.452722 0.268112 0.236751 0.134244 0.116822 0.148518 0.260516 0.322622 0.16827 0.212314 2.49875 0.778886 0.647093 0.795228 1.07142 1.66028 1.80814 0.498709 0.488073 2.97305
28.059240 0.0517422 0.463436 0.253126 0.238203 0.134858 0.119727 0.132596 0.255278 0.322033 0.169661 0.213837 2.24421 0.805347 0.617264 0.753339 1.09127 1.79915 1.91181 0.504943 0.415638 2.97831
28.301130 0.0528155 0.472679 0.239839 0.239893 0.135091 0.122851 0.119448 0.249806 0.321479 0.170549 0.215796 2.00544 0.828198 0.592506 0.716112 1.1368 1.9523 2.01396 0.509015 0.364748 3.00006
28.543020 0.0539241 0.480661 0.22804 0.241878 0.134861 0.126255 0.108655 0.244306 0.321039 0.170807 0.218444 1.78851 0.847985 0.572561 0.684275 1.21767 2.12258 2.11561 0.509599 0.327144 3.05107
28.784910 0.0550729 0.487661 0.217569 0.244185 0.134107 0.130007 0.099817 0.238969 0.320766 0.17042 0.221909 1.59467 0.865483 0.556742 0.657827 1.35344 2.3119 2.21723 0.50588 0.298401 3.14429
29.026800 0.0562257 0.493888 0.208191 0.246882 0.132785 0.134106 0.0926133 0.233873 0.320766 0.169352 0.226164 1.42362 0.880902 0.544478 0.6366 1.58279 2.51904 2.31865 0.49742 0.274687 3.29222
29.268690 0.0574003 0.499503 0.199605 0.250129 0.130815 0.138511 0.0867983 0.228891 0.321254 0.167538 0.231182 1.27504 0.89403 0.535052 0.620333 2.00731 2.73564 2.4182 0.487211 0.253116 3.51178
29.510580 0.0586657 0.504591 0.191132 0.254304 0.128179 0.143201 0.0822093 0.223423 0.32272 0.165033 0.236846 1.14996 0.902533 0.527574 0.608795 3.00752 2.94259 2.51188 0.490037 0.234933 3.81974
29.752470 0.0598789 0.509247 0.180111 0.261076 0.124888 0.148165 0.0786797 0.214616 0.326943 0.161876 0.243149 1.05947 0.894087 0.520958 0.601777 7.7829 3.09549 2.58905 0.593689 0.284355 4.23883
