#t(fs) C1F2 C1F3 C1F4 C1C5 C1H6 C1C7 C1H8 C1F9 F2F3 F2F4 F2C5 F2H6 F2C7 F2H8 F2F9 F3F4 F3C5 F3H6 F3C7 F3H8 F3F9 F4C5 F4H6 F4C7 F4H8 F4F9 C5H6 C5C7 C5H8 C5F9 H6C7 H6H8 H6F9 C7H8 C7F9 H8F9(ang.)
11.126940 1.3543090388 1.3222252664 1.2980242315 1.5085622103 2.1727933303 2.5943376541 3.1893786023 3.6895495899 2.1670332053 2.1453316517 2.3354327428 3.1809183136 3.4680033553 3.7860299431 4.4565814923 2.1446483833 2.4181374524 3.1103255140 2.8014034216 2.8794433583 4.0333701884 2.2177180898 1.9859501511 3.4736772096 4.3249790509 4.4528238005 1.4229041922 1.5570146564 2.7065519752 2.3626167468 2.4958446909 3.8691706589 3.0284540758 1.5145890253 1.2359079284 2.2231912386
11.368830 1.3528376562 1.3227214364 1.2986777916 1.5093932719 2.2041604660 2.5972716404 3.2067953232 3.6915273853 2.1673319069 2.1464678255 2.3348081471 3.2122622729 3.4680099060 3.7992175847 4.4562272698 2.1457733555 2.4167067457 3.1363329236 2.8035427515 2.8911405095 4.0335212146 2.2189754901 2.0033085946 3.4757772077 4.3427453099 4.4539932876 1.4558577048 1.5552248132 2.7226770840 2.3622105572 2.5159587833 3.9112020120 3.0403856610 1.5320310312 1.2337798221 2.2335096184
11.610720 1.3513017310 1.3232831286 1.2994697577 1.5101575831 2.2346293441 2.5999906608 3.2228701214 3.6935408742 2.1676136405 2.1476348290 2.3342637942 3.2426564870 3.4678449776 3.8115144804 4.4559762023 2.1469380462 2.4152445802 3.1615456920 2.8054800529 2.9020816785 4.0337811566 2.2202813091 2.0211770658 3.4778422575 4.3591167121 4.4553217934 1.4870774196 1.5533299747 2.7370118894 2.3618608478 2.5347316625 3.9497790374 3.0511924200 1.5474189498 1.2319729429 2.2424578517
11.852610 1.3497015238 1.3239195310 1.3003934533 1.5108465008 2.2643311775 2.6024744476 3.2374462366 3.6955792610 2.1678798043 2.1488128035 2.3337882314 3.2722318169 3.4674987586 3.8227734087 4.4558253735 2.1481431351 2.4137609180 3.1861070613 2.8072100231 2.9121781840 4.0341574284 2.2216401662 2.0395411592 3.4798606610 4.3739388229 4.4568072115 1.5167874071 1.5513230786 2.7493564513 2.3615649820 2.5523176889 3.9848967408 3.0609725203 1.5605657647 1.2305003612 2.2498605107
12.094500 1.3480567960 1.3246197520 1.3014667557 1.5114478262 2.2933769707 2.6047032159 3.2504532855 3.6976437267 2.1681308555 2.1500419002 2.3333785055 3.3011151360 3.4669622303 3.8329078056 4.4557791316 2.1493914995 2.4122385472 3.2101207318 2.8087201080 2.9213826140 4.0346556253 2.2230633078 2.0583944302 3.4818258183 4.3871651724 4.4584647159 1.5451625992 1.5491860304 2.7596285645 2.3613307178 2.5688201800 4.0166304931 3.0697992990 1.5714257087 1.2293797253 2.2556578205
12.336390 1.3463663565 1.3254035838 1.3026606642 1.5119559961 2.3217328224 2.6066473129 3.2619015018 3.6997263367 2.1683801697 2.1512823462 2.3330334323 3.3292640490 3.4662179272 3.8419015830 4.4558343860 2.1506793684 2.4106915835 3.2335839094 2.8100011237 2.9296989218 4.0352823946 2.2245304146 2.0776843691 3.4836919488 4.3988017707 4.4602782786 1.5721777217 1.5468904799 2.7678564669 2.3611553154 2.5841833100 4.0450046435 3.0776301009 1.5800702751 1.2286246573 2.2598694145
12.578280 1.3446517490 1.3262511234 1.3039945421 1.5123703052 2.3492650470 2.6083097460 3.2718853083 3.7018131392 2.1686209784 2.1525642668 2.3327831192 3.3565669422 3.4652991599 3.8498186937 4.4560023997 2.1520012422 2.4091068545 3.2563642313 2.8110619026 2.9371807778 4.0360212316 2.2260548899 2.0973118447 3.4854725968 4.4089825974 4.4622537063 1.5976830683 1.5444324972 2.7741911820 2.3610298710 2.5982673197 4.0700586510 3.0843519239 1.5866987506 1.2282090475 2.2626175717
12.820170 1.3429085502 1.3271720305 1.3054431727 1.5127013848 2.3757032700 2.6096886903 3.2805910266 3.7039153418 2.1688582199 2.1538577656 2.3326385535 3.3827485956 3.4642054307 3.8567897967 4.4562897194 2.1533527629 2.4075024179 3.2782211664 2.8119113644 2.9439245460 4.0368858580 2.2276150462 2.1170911310 3.4871421014 4.4178970570 4.4643867739 1.6213647204 1.5418023272 2.7789095754 2.3609619823 2.6108049414 4.0918119343 3.0897811269 1.5916260927 1.2281356904 2.2641409964
13.062060 1.3411387358 1.3281655611 1.3070130092 1.5129621954 2.4007678462 2.6107649616 3.2882149824 3.7060360260 2.1690913180 2.1551830750 2.3326041380 3.4075369964 3.4629028574 3.8629443479 4.4566791536 2.1547414032 2.4058901175 3.2988889503 2.8125337345 2.9500236623 4.0378740434 2.2292173870 2.1368190036 3.4886869888 4.4257680112 4.4666898322 1.6429165172 1.5389817124 2.7823083641 2.3609529244 2.6215344327 4.1102989803 3.0937457194 1.5951713836 1.2284162933 2.2646891236
13.303950 1.3393543479 1.3292102924 1.3086871072 1.5131729590 2.4242124350 2.6115743011 3.2949331252 3.7081825117 2.1693087549 2.1565302349 2.3327116403 3.4307080060 3.4614368295 3.8684351442 4.4571901346 2.1561458519 2.4042696333 3.3181140305 2.8129519736 2.9555687016 4.0389798717 2.2308586994 2.1562901718 3.4901299648 4.4327716357 4.4691598811 1.6620911233 1.5359947005 2.7846344980 2.3609986268 2.6302737639 4.1255498437 3.0961104221 1.5975816257 1.2290234457 2.2644654892
13.545840 1.3375381277 1.3303241918 1.3104513435 1.5133517623 2.4459101012 2.6121047342 3.3008060624 3.7103521833 2.1695147454 2.1578793776 2.3329484596 3.4521291009 3.4597718615 3.8733083314 4.4577990587 2.1575791543 2.4026715788 3.3357774055 2.8131520471 2.9605612247 4.0402033189 2.2325349250 2.1753387732 3.4914483460 4.4389521331 4.4717762806 1.6788057048 1.5328359316 2.7859898106 2.3610863332 2.6369554646 4.1375715939 3.0968315721 1.5989406443 1.2299719256 2.2635652310
13.787730 1.3357194242 1.3314844742 1.3122992470 1.5135091895 2.4659022404 2.6123928075 3.3057774397 3.7125593881 2.1697065681 2.1592605529 2.3333278405 3.4718805214 3.4579431493 3.8775207959 4.4585238024 2.1590265596 2.4010867401 3.3518879800 2.8131479834 2.9649561382 4.0415477734 2.2342553129 2.1939002144 3.4926815103 4.4442402804 4.4745473113 1.6931876163 1.5295432002 2.7862940607 2.3612218033 2.6417128250 4.1463743906 3.0960018543 1.5991321693 1.2312550136 2.2619312150
14.029620 1.3338895232 1.3326977542 1.3142304373 1.5136453984 2.4843592595 2.6124224910 3.3096749942 3.7148046476 2.1698836964 2.1606540433 2.3338244464 3.4901298126 3.4559254084 3.8809454953 4.4593605938 2.1604965457 2.3995275703 3.3666009573 2.8129178379 2.9686295837 4.0430223412 2.2360377199 2.2120039069 3.4938345262 4.4484496462 4.4774807554 1.7055166857 1.5261247462 2.7853262930 2.3614067916 2.6447792211 4.1519446320 3.0937883104 1.5978907070 1.2329066867 2.2593985909
14.271510 1.3320505453 1.3339504323 1.3162399917 1.5137592249 2.5015025470 2.6122261715 3.3122904502 3.7170871721 2.1700347843 2.1620698725 2.3344149446 3.5071093924 3.4537356270 3.8834206323 4.4603008636 2.1619808630 2.3979840573 3.3800987430 2.8124760509 2.9714396411 4.0446224141 2.2378810074 2.2296930082 3.4949340694 4.4513363307 4.4805585417 1.7161282349 1.5226202760 2.7828018425 2.3616399400 2.6464459944 4.1542444916 3.0903838749 1.5948844042 1.2349120752 2.2557402458
14.513400 1.3302194144 1.3352594764 1.3183140344 1.5138444236 2.5175206671 2.6118025703 3.3134402445 3.7193933509 2.1701808297 2.1634982891 2.3350901878 3.5230241913 3.4513760705 3.8848018857 4.4613378128 2.1634872310 2.3964752751 3.3925711740 2.8118275117 2.9732735699 4.0463522602 2.2397902074 2.2470470278 3.4959935216 4.4526994985 4.4837749850 1.7252943672 1.5190490305 2.7784810275 2.3619157420 2.6469484488 4.1532478186 3.0859427871 1.5898397921 1.2372729702 2.2507646208
14.755290 1.3284067533 1.3366029394 1.3204493834 1.5138994963 2.5324720882 2.6111673225 3.3130453056 3.7217181541 2.1703069583 2.1649292577 2.3358607966 3.5379386451 3.4488795084 3.8850654048 4.4624888214 2.1649987167 2.3949879769 3.4040650007 2.8109822610 2.9740855520 4.0482030017 2.2417700692 2.2640759774 3.4970353875 4.4524427260 4.4871303258 1.7331113056 1.5154302288 2.7722463778 2.3622334040 2.6463877089 4.1489026108 3.0805309741 1.5826052485 1.2399721959 2.2443549855
14.997180 1.3266193192 1.3379804710 1.3226304788 1.5139277200 2.5462718122 2.6103071804 3.3111427102 3.7240394436 2.1704117268 2.1663728653 2.3367243796 3.5517696230 3.4462183822 3.8842284535 4.4637172352 2.1665095348 2.3935274922 3.4145070233 2.8099352079 2.9739047809 4.0501542122 2.2438001474 2.2806947541 3.4980291134 4.4505829726 4.4905867828 1.7394915403 1.5117502921 2.7641399983 2.3625729871 2.6446985768 4.1411802814 3.0741047047 1.5732212708 1.2429938794 2.2365236859
15.239070 1.3248785276 1.3394130422 1.3248592620 1.5139407195 2.5587287021 2.6092371633 3.3078394770 3.7263548129 2.1705193566 2.1678393943 2.3377154454 3.5643400033 3.4434203972 3.8824003791 4.4650347327 2.1680401164 2.3921215982 3.4237482056 2.8087215490 2.9727976817 4.0522108942 2.2459013111 2.2967968182 3.4990033652 4.4472369900 4.4941653355 1.7442169215 1.5080052778 2.7542940841 2.3629265144 2.6417234725 4.1300413237 3.0665714089 1.5618291508 1.2463061973 2.2273641929
15.480960 1.3231755289 1.3408826072 1.3271151179 1.5139441586 2.5696688413 2.6079728646 3.3032624601 3.7286529268 2.1706034670 2.1692988220 2.3388412521 3.5754562732 3.4404950555 3.8796909412 4.4664258952 2.1695674041 2.3907557649 3.4316287276 2.8073609306 2.9708517778 4.0543522513 2.2480585251 2.3122632286 3.4999542917 4.4425174033 4.4978459472 1.7470863127 1.5041872374 2.7428550711 2.3632783139 2.6373148187 4.1154893938 3.0578422933 1.5485969742 1.2498676328 2.2169795783
15.722850 1.3215392917 1.3424008859 1.3293841223 1.5139395875 2.5790203099 2.6064985355 3.2974884153 3.7309103623 2.1706860694 2.1707611263 2.3401326538 3.5850721882 3.4374462358 3.8761849318 4.4678853748 2.1710940785 2.3894349507 3.4380965212 2.8058564191 2.9681339834 4.0565604380 2.2502715636 2.3270443795 3.5008603438 4.4364894701 4.5016085062 1.7480306890 1.5002603793 2.7298837656 2.3636003803 2.6313989977 4.0975378929 3.0478852228 1.5336086742 1.2536553776 2.2053919892
15.964740 1.3199634608 1.3439589590 1.3316711760 1.5139195461 2.5868801321 2.6048190871 3.2904928164 3.7331227303 2.1707524008 2.1722265923 2.3415731054 3.5932709091 3.4342707345 3.8718537389 4.4694008066 2.1726158520 2.3881407607 3.4432424420 2.8042168690 2.9646422092 4.0588282059 2.2525496560 2.3411935665 3.5017291084 4.4291292075 4.5054566004 1.7471765078 1.4962159945 2.7153256040 2.3638897818 2.6240638703 4.0762532790 3.0367760050 1.5168402769 1.2576529700 2.1925803956
16.206630 1.3184650256 1.3455572665 1.3339635842 1.5138653155 2.5934702082 2.6029509562 3.2821458287 3.7352858781 2.1708111544 2.1736949402 2.3431586550 3.6002888710 3.4310001378 3.8665980287 4.4709842446 2.1741259027 2.3868527847 3.4472740980 2.8024598497 2.9603188946 4.0611538759 2.2548802328 2.3548447751 3.5025668583 4.4202850995 4.5093786082 1.7447919159 1.4920651926 2.6989803799 2.3641511940 2.6155047690 4.0516566415 3.0246437952 1.4981067732 1.2618420742 2.1784137091
16.448520 1.3170480187 1.3471984952 1.3362608361 1.5137488917 2.5990401313 2.6009136561 3.2722318603 3.7373757060 2.1708665589 2.1751562331 2.3448740296 3.6063815009 3.4276638903 3.8602564744 4.4726263407 2.1756207890 2.3855458620 3.4504191198 2.8005963683 2.9550375549 4.0635183199 2.2572566268 2.3681834487 3.5034060274 4.4097245960 4.5133620383 1.7411523340 1.4878428241 2.6805621892 2.3643805705 2.6059333962 4.0236634446 3.0115844376 1.4771051991 1.2661956957 2.1627073968
16.690410 1.3157224741 1.3488690340 1.3385612807 1.5136189440 2.6036598546 2.5986833493 3.2610771221 3.7394149732 2.1709217164 2.1766306966 2.3467169776 3.6115827889 3.4242176638 3.8530209436 4.4743188670 2.1771179817 2.3842540839 3.4527726661 2.7986102711 2.9490541351 4.0659330848 2.2597158228 2.3812016060 3.5042035949 4.3978209045 4.5174109627 1.7363727911 1.4834894296 2.6604556875 2.3645597160 2.5954353590 3.9928657834 2.9977222156 1.4543232337 1.2707384520 2.1458209339
16.932300 1.3144972388 1.3505355526 1.3408308892 1.5134859527 2.6073445650 2.5962902160 3.2486483820 3.7414019161 2.1709547073 2.1780882320 2.3486959106 3.6159108377 3.4206909474 3.8448690339 4.4760623144 2.1785759463 2.3829566620 3.4543270294 2.7965053963 2.9423744620 4.0683801742 2.2622494120 2.3939104952 3.5049734883 4.3845098209 4.5215074686 1.7304788214 1.4790311218 2.6385838074 2.3646764651 2.5840571119 3.9592125788 2.9830753344 1.4296630077 1.2754515168 2.1277130714
17.174190 1.3133662739 1.3522170337 1.3430735505 1.5133588436 2.6099897883 2.5937634196 3.2349229800 3.7433434828 2.1709768718 2.1795385980 2.3508127484 3.6192434022 3.4170965725 3.8357896904 4.4778550215 2.1800199567 2.3816714036 3.4550072440 2.7943026060 2.9349810268 4.0708651830 2.2648519573 2.4062326819 3.5057398091 4.3697506511 4.5256460004 1.7233370787 1.4744972783 2.6149128869 2.3647322617 2.5717400435 3.9225683803 2.9675936549 1.4030622261 1.2803222249 2.1084014367
17.416080 1.3123381255 1.3539003805 1.3452703685 1.5132609201 2.6114466210 2.5911157365 3.2199275511 3.7452308819 2.1709836140 2.1809725127 2.3530780902 3.6214283151 3.4134264437 3.8258047893 4.4796708768 2.1814391199 2.3804019028 3.4546693560 2.7919934821 2.9268805940 4.0733645539 2.2675377409 2.4180795808 3.5065206400 4.3535549776 4.5298209325 1.7147883541 1.4698959176 2.5894710685 2.3647002043 2.5584044253 3.8828473449 2.9512289644 1.3745318640 1.2853381900 2.0879559072
17.657970 1.3114151736 1.3555827893 1.3474094334 1.5132166792 2.6115789648 2.5883800447 3.2036584516 3.7470842363 2.1709729184 2.1823995457 2.3555040195 3.6223340598 3.4096993344 3.8149221813 4.4815196023 2.1828326278 2.3791668454 3.4531752159 2.7895914214 2.9180748857 4.0758887073 2.2702995257 2.4293269278 3.5073266477 4.3358823995 4.5340244776 1.7046899330 1.4652599419 2.5622402515 2.3645840236 2.5439812942 3.8399091163 2.9339604237 1.3440184059 1.2904992732 2.0664133224
17.899860 1.3105887325 1.3572524298 1.3494856697 1.5132421361 2.6103326370 2.5855975417 3.1860325612 3.7489016136 2.1709317696 2.1838097450 2.3580873629 3.6219037312 3.4059432944 3.8030779527 4.4833889777 2.1841919724 2.3779761001 3.4504485646 2.7871162731 2.9085174473 4.0784272516 2.2731393345 2.4399266334 3.5081918902 4.3166262725 4.5382469745 1.6929861448 1.4606392222 2.5331198588 2.3643760469 2.5284601332 3.7935965463 2.9157893293 1.3113934498 1.2957783288 2.0437682371
18.141750 1.3098639293 1.3589172436 1.3514941065 1.5133410544 2.6076446689 2.5827730002 3.1669760852 3.7506742418 2.1708720354 2.1852031054 2.3608292021 3.6200982168 3.4021674782 3.7902158024 4.4852707837 2.1855204533 2.3768539092 3.4463999030 2.7845626450 2.8981756017 4.0809755517 2.2760445529 2.4498467775 3.5091173584 4.2956962413 4.5424766476 1.6795906108 1.4560744563 2.5020434919 2.3640794713 2.5117659811 3.7437325060 2.8966745844 1.2765624319 1.3011777060 2.0200481608
18.383640 1.3092228403 1.3605636629 1.3534278310 1.5135131313 2.6034433846 2.5799393922 3.1465049129 3.7524141552 2.1707782421 2.1865596987 2.3637094202 3.6168356176 3.3983940779 3.7763390482 4.4871618650 2.1868001690 2.3758062729 3.4409210525 2.7819544650 2.8870800500 4.0835415680 2.2789854091 2.4590541678 3.5101155643 4.2730951042 4.5467120489 1.6643810056 1.4516244799 2.4690671278 2.3637240955 2.4937925863 3.6902436931 2.8765670334 1.2395703771 1.3066817770 1.9953851467
18.625530 1.3086733900 1.3622043794 1.3553133065 1.5137519994 2.5976255572 2.5771108039 3.1247544289 3.7540983718 2.1706725536 2.1878989014 2.3667407620 3.6120194377 3.3946637734 3.7615698884 4.4890616421 2.1880601911 2.3748553986 3.4339086247 2.7793213835 2.8753384162 4.0861109995 2.2819497482 2.4675033200 3.5112017612 4.2489906426 4.5509401832 1.6471921361 1.4473231823 2.4344082711 2.3633112584 2.4743903385 3.6332165912 2.8553881557 1.2006600718 1.3122446575 1.9700133354
18.867420 1.3082232383 1.3638084889 1.3571370458 1.5140424800 2.5901076786 2.5743063543 3.1019837688 3.7557230502 2.1705419075 2.1892107296 2.3699101030 3.6055535598 3.3909983087 3.7461070788 4.4909626282 2.1892697673 2.3739819932 3.4252633796 2.7766984941 2.8631141234 4.0886760107 2.2848957501 2.4751618587 3.5123700217 4.2236633474 4.5551476533 1.6278888583 1.4431951204 2.3984620470 2.3628651216 2.4534305614 3.5729661932 2.8331041519 1.1602911251 1.3178203746 1.9443230627
19.109310 1.3078738835 1.3653735942 1.3589210590 1.5143601394 2.5808849333 2.5715078530 3.0784837611 3.7572792101 2.1703909412 2.1904954485 2.3731963435 3.5973977692 3.3873923326 3.7301760227 4.4928629252 2.1904467882 2.3731816347 3.4150072925 2.7741089170 2.8505655157 4.0912380776 2.2878162069 2.4820725885 3.5136117480 4.1974749236 4.5593476947 1.6064244903 1.4392235214 2.3616892024 2.3624082831 2.4308349896 3.5099805995 2.8097200184 1.1190395596 1.3233821073 1.9187764722
19.351200 1.3076476177 1.3668789308 1.3606608137 1.5146740568 2.5700629309 2.5687281204 3.0545722963 3.7587499825 2.1702215110 2.1917621208 2.3765878462 3.5876565564 3.3838821900 3.7140293027 4.4947657777 2.1915764196 2.3724251160 3.4032320024 2.7715960421 2.8378381874 4.0937815890 2.2906719539 2.4883299596 3.5149133776 4.1707911048 4.5635114305 1.5828838977 1.4354112461 2.3246005203 2.3619563240 2.4066042996 3.4448792626 2.7852680844 1.0775468291 1.3288664239 1.8938701222
19.593090 1.3075398277 1.3683184456 1.3623580174 1.5149642672 2.5578347547 2.5659778995 3.0305750918 3.7601364515 2.1700302429 2.1930020136 2.3800440447 3.5764902473 3.3804642690 3.6978748766 4.4966526719 2.1926602413 2.3716944907 3.3901179406 2.7691989601 2.8250187711 4.0963063634 2.2934656852 2.4941250491 3.5162842334 4.1440256054 4.5676556226 1.5574460911 1.4317429921 2.2877653034 2.3615264499 2.3807958751 3.3784401656 2.7598165586 1.0365675487 1.3342285634 1.8702066298
19.834980 1.3075530943 1.3696908691 1.3639965326 1.5152227230 2.5443978412 2.5632432514 3.0069017911 3.7614445281 2.1698187018 2.1942037865 2.3835579061 3.5641014305 3.3771421328 3.6820035765 4.4985414362 2.1936922626 2.3709770576 3.3758234766 2.7669260276 2.8122090457 4.0988098180 2.2961797923 2.4995970212 3.5176703866 4.1176647471 4.5717602615 1.5303206139 1.4281694277 2.2518768423 2.3611255651 2.3534559760 3.3115888610 2.7334466820 .9970163914 1.3394505064 1.8484563046
20.076870 1.3076816679 1.3709982358 1.3655801862 1.5154643040 2.5299448140 2.5605175879 2.9841460076 3.7626791351 2.1695843948 2.1953784196 2.3871179604 3.5506661611 3.3738928323 3.6668228743 4.5004133119 2.1946832947 2.3702701506 3.3605175358 2.7647911018 2.7995783286 4.1012834405 2.2988530376 2.5048858794 3.5190537882 4.0924316474 4.5758366428 1.5017322626 1.4246169035 2.2178688915 2.3607319628 2.3246692731 3.2455563955 2.7062833254 .9600820742 1.3445015301 1.8293911326
20.318760 1.3079181193 1.3722432975 1.3670622532 1.5157110553 2.5146171421 2.5578036251 2.9629634974 3.7638572078 2.1693221938 2.1965059419 2.3907101829 3.5362990709 3.3706916978 3.6527591768 4.5022493355 2.1956176648 2.3695716264 3.3443367206 2.7628176439 2.7872523899 4.1037241159 2.3014819178 2.5100341167 3.5203719610 4.0690951162 4.5798596036 1.4718821335 1.4210017471 2.1868255290 2.3603264725 2.2945300444 3.1817814621 2.6785006625 .9271692888 1.3493446873 1.8138967277
20.560650 1.3082789149 1.3734283256 1.3684412202 1.5159867897 2.4985241525 2.5550613369 2.9441552019 3.7650036031 2.1690363783 2.1976059510 2.3943585814 3.5211085847 3.3675121945 3.6404049633 4.5040791568 2.1965088190 2.3688846292 3.3274105581 2.7609998750 2.7754234554 4.1061428354 2.3041109096 2.5150470980 3.5215663964 4.0486258296 4.5838525434 1.4409760557 1.4171991939 2.1600208295 2.3598948374 2.2631621330 3.1219323162 2.6503428774 .8998755556 1.3539850042 1.8028731264
20.802540 1.3087700571 1.3745343516 1.3696797386 1.5163074038 2.4817197497 2.5522549527 2.9284418683 3.7661282443 2.1687070411 2.1986588257 2.3980591128 3.5051147164 3.3643087766 3.6302592916 4.5058935052 2.1973316252 2.3681932325 3.3098286005 2.7593301360 2.7641808252 4.1085292166 2.3067536274 2.5198898993 3.5225636933 4.0318938626 4.5878099919 1.4091569376 1.4130963318 2.1386860360 2.3594184970 2.2306752848 3.0676271413 2.6220416393 .8797683527 1.3584082661 1.7971840540
21.044430 1.3093938928 1.3755814871 1.3707653295 1.5166729849 2.4641861831 2.5493630732 2.9164680423 3.7672430953 2.1683446419 2.1996653647 2.4017928451 3.4882704124 3.3610456483 3.6227812686 4.5076829244 2.1981031599 2.3675154200 3.2916308935 2.7578343291 2.7536194033 4.1109022559 2.3094151040 2.5244916966 3.5233242903 4.0196738077 4.5917414414 1.3764727211 1.4086259663 2.1239229907 2.3589047407 2.1971206611 3.0202091883 2.5937833524 .8681885358 1.3625984925 1.7975099326
21.286320 1.3101707928 1.3765493112 1.3717011295 1.5170781909 2.4458733287 2.5463869144 2.9085888230 3.7683372541 2.1679388862 2.2006343569 2.4055812557 3.4705236780 3.3577560669 3.6182468196 4.5094664928 2.1988128864 2.3668396193 3.2727931292 2.7565285852 2.7437322667 4.1132459761 2.3120936365 2.5287818118 3.5238439397 4.0124013321 4.5956396561 1.3428994532 1.4037748393 2.1164049398 2.3583507974 2.1625295297 2.9804928463 2.5656899778 .8659401878 1.3665197615 1.8042386785
21.528210 1.3110785044 1.3774574537 1.3724886017 1.5175167873 2.4267312931 2.5433170979 2.9049142629 3.7694208058 2.1674934840 2.2015570508 2.4093860400 3.4517887208 3.3544028998 3.6167066670 4.5112218717 2.1994776905 2.3661902702 3.2532826664 2.7554092249 2.7345160911 4.1155784170 2.3147757140 2.5327040382 3.5241150275 4.0101808049 4.5995148798 1.3083911522 1.3985610555 2.1163416100 2.3577824936 2.1269194614 2.9486901770 2.5378616363 .8731916996 1.3701941169 1.8174053282
21.770100 1.3121207816 1.3782852460 1.3731165867 1.5179862605 2.4067172670 2.5402055848 2.9052274884 3.7704988937 2.1669998668 2.2024230865 2.4132138049 3.4320215302 3.3510407703 3.6179971059 4.5129604156 2.2000710617 2.3655569856 3.2330214966 2.7544898878 2.7259155485 4.1178915395 2.3174365055 2.5362345311 3.5241857850 4.0126982337 4.6033630660 1.2728688981 1.3930720488 2.1233674950 2.3572178180 2.0903132762 2.9243290245 2.5103387685 .8893912461 1.3736070304 1.8366682604
22.011990 1.3132837661 1.3790493853 1.3736206167 1.5184719223 2.3858310930 2.5370885981 2.9091102067 3.7715866181 2.1664787126 2.2032615357 2.4170574019 3.4112104601 3.3477036686 3.6218218124 4.5147011904 2.2006222855 2.3649475003 3.2119700132 2.7537719628 2.7178989472 4.1201996311 2.3200444167 2.5393919032 3.5241075366 4.0193885608 4.6071922700 1.2362570549 1.3874104243 2.1367196399 2.3567000502 2.0527143767 2.9064269946 2.4831168415 .9134629858 1.3767815260 1.8613792860
22.253880 1.3145299224 1.3797216030 1.3740087803 1.5189420901 2.3641168452 2.5340449880 2.9159618643 3.7726611142 2.1659036958 2.2040329062 2.4208749213 3.3893362871 3.3444429399 3.6277438271 4.5164109629 2.2011021974 2.3643308433 3.1901136431 2.7532886904 2.7103887520 4.1224729122 2.3225428292 2.5422941145 3.5239768459 4.0294660356 4.6109788029 1.1984677318 1.3817378855 2.1553627207 2.3562566401 2.0141244914 2.8936657768 2.4560955393 .9440047706 1.3796695239 1.8907007706
22.495770 1.3158740311 1.3803047164 1.3742916652 1.5193577173 2.3417794102 2.5311229422 2.9251343651 3.7737045374 2.1652952980 2.2047566926 2.4246455438 3.3666045532 3.3413049690 3.6353151786 4.5180853851 2.2015176422 2.3636943333 3.1676343212 2.7530500227 2.7033182743 4.1247032149 2.3248890541 2.5450654631 3.5238678988 4.0420965357 4.6147038955 1.1597165045 1.3761899890 2.1781471534 2.3559155274 1.9748145014 2.8848759194 2.4293715379 .9794956322 1.3822675829 1.9237057314
22.737660 1.3172984706 1.3807838717 1.3744907426 1.5196897256 2.3191073513 2.5283557925 2.9360084504 3.7747230694 2.1646350909 2.2054233637 2.4283295224 3.3432808400 3.3383088800 3.6440959192 4.5197289820 2.2018678388 2.3630126291 3.1447977491 2.7530392173 2.6966640454 4.1268967987 2.3270789358 2.5478557697 3.5238558221 4.0565104904 4.6183899145 1.1203673203 1.3708719512 2.2039154673 2.3557102551 1.9351784619 2.8790341800 2.4031350270 1.0184217614 1.3846107361 1.9594160053
22.979550 1.3188222104 1.3811758169 1.3746077655 1.5199095477 2.2964995194 2.5257776294 2.9480131347 3.7757249002 2.1639533835 2.2060519105 2.4319161326 3.3197827248 3.3354958320 3.6536806748 4.5213654319 2.2021662305 2.3622744110 3.1220121640 2.7532500928 2.6903656415 4.1290700000 2.3290923134 2.5508103577 3.5239890834 4.0720064684 4.6220376391 1.0809654242 1.3658708540 2.2316351946 2.3556681393 1.8957528130 2.8754473186 2.3776486240 1.0594784339 1.3867305343 1.9969844582
23.221440 1.3204182067 1.3814496694 1.3746460082 1.5199936909 2.2744590621 2.5233959441 2.9606854538 3.7766933150 2.1632128620 2.2066228208 2.4353528420 3.2965860428 3.3328503827 3.6637038103 4.5229598926 2.2023872915 2.3614276111 3.0997740242 2.7536333489 2.6844016921 4.1311950769 2.3309279276 2.5541153913 3.5242902807 4.0880368077 4.6256281835 1.0422075888 1.3612303835 2.2604277676 2.3557794760 1.8571593431 2.8737365777 2.3531642222 1.1015669144 1.3886542897 2.0356252599
23.463330 1.3220794869 1.3816371196 1.3746065052 1.5199019837 2.2536423953 2.5212511285 2.9736589306 3.7776463752 2.1624368261 2.2071271327 2.4385851721 3.2743642100 3.3304000907 3.6738682911 4.5245212182 2.2025523536 2.3604578584 3.0787823737 2.7542020118 2.6787465841 4.1333030451 2.3325834753 2.5580066634 3.5248185493 4.1041959611 4.6291890470 1.0050346330 1.3570212937 2.2896185339 2.3560834105 1.8201843736 2.8739215321 2.3299979294 1.1438481636 1.3904030650 2.0747431127
23.705220 1.3238202076 1.3817226786 1.3744933308 1.5195923012 2.2348093873 2.5193430302 2.9867066313 3.7785729642 2.1616182578 2.2075832780 2.4415830107 3.2539398036 3.3281627090 3.6840212858 4.5260611284 2.2026473315 2.3593072430 3.0598151679 2.7549158153 2.6733989597 4.1353749129 2.3340511394 2.5627299458 3.5255807578 4.1202269135 4.6327035923 .9705504603 1.3532671141 2.3187462362 2.3565868495 1.7856756000 2.8763511256 2.3084097318 1.1857483817 1.3920001664 2.1138815151
