#t 0-1 0-2 0-3 0-4 0-5 0-6 1-2 1-3 1-4 1-5 1-6 2-3 2-4 2-5 2-6 3-4 3-5 3-6 4-5 4-6 5-6
2.660790 0.039856 0.329375 0.291998 0.422584 0.208417 0.106209 0.40551 0.348027 0.289981 0.341321 0.140759 1.94601 2.5377 0.402748 0.716399 2.98757 2.41241 0.442103 2.11157 1.65935 2.24671
2.902680 0.0380501 0.363973 0.299773 0.394853 0.220417 0.099109 0.333515 0.346807 0.297384 0.345484 0.144318 2.31037 3.057 0.510949 0.622002 3.27956 2.61247 0.440257 2.57071 1.44659 1.3633
3.144570 0.0373019 0.404339 0.307822 0.351507 0.233677 0.105386 0.257318 0.340082 0.30816 0.346915 0.155041 2.28535 3.35163 0.705796 0.542361 3.87755 2.84068 0.426147 3.56839 1.28211 0.957199
3.386460 0.0372506 0.443431 0.317703 0.29299 0.24831 0.119416 0.188955 0.325472 0.32007 0.342535 0.168873 1.87807 3.16703 0.973668 0.503422 4.59538 3.04223 0.387353 5.87747 1.18246 0.971523
3.628350 0.0375598 0.475607 0.326928 0.227689 0.261205 0.135108 0.138255 0.310024 0.336932 0.322374 0.182482 1.60429 2.50173 1.31502 0.50414 5.32649 2.92826 0.336583 10.7751 1.10499 1.30505
3.870240 0.0384193 0.499832 0.33175 0.199242 0.248084 0.149382 0.106266 0.303129 0.362348 0.275833 0.194126 1.59204 1.64376 1.54026 0.528449 6.45632 1.97767 0.2934 11.5473 0.955942 1.97656
4.112130 0.0396133 0.51776 0.331619 0.223215 0.203429 0.161767 0.0892746 0.30915 0.368483 0.235035 0.203292 1.62864 1.21645 1.31728 0.570427 7.66838 1.03551 0.269762 5.34673 0.958594 3.3023
4.354020 0.041163 0.531247 0.327203 0.250277 0.16052 0.173008 0.083011 0.327933 0.356661 0.207382 0.209383 1.65734 1.13583 0.932297 0.65255 8.50169 0.554369 0.296936 2.25201 1.15395 7.63149
4.595910 0.0426488 0.541707 0.321416 0.273156 0.140859 0.170677 0.083293 0.351014 0.338911 0.200531 0.20001 1.69539 1.13252 0.486153 0.765532 8.20366 0.223363 0.382572 0.907056 1.28643 14.0583
4.837800 0.0441726 0.549991 0.319423 0.289175 0.158361 0.143538 0.0872212 0.36778 0.326406 0.211751 0.176301 1.75395 1.13211 0.404763 0.633366 7.05267 0.245955 0.313736 1.06744 0.899891 5.26952
5.079690 0.0459169 0.556569 0.322275 0.299006 0.166889 0.129878 0.092985 0.376859 0.321739 0.216342 0.163245 1.82698 1.1245 0.442809 0.484606 5.89238 0.341448 0.238249 1.48298 0.603735 2.77785
5.321580 0.0476348 0.56165 0.327982 0.305181 0.170886 0.127098 0.0994757 0.38103 0.322121 0.217969 0.156999 1.90274 1.11433 0.469476 0.379799 5.01657 0.40785 0.192068 1.99829 0.432036 2.05147
5.563470 0.0493688 0.565386 0.334589 0.309399 0.172795 0.130472 0.106036 0.382216 0.325065 0.217789 0.154524 1.96937 1.10429 0.490008 0.310095 4.406 0.459917 0.164381 2.64816 0.338141 1.72899
5.805360 0.0510737 0.568024 0.340862 0.312554 0.173348 0.136484 0.112116 0.381471 0.329143 0.216103 0.153889 2.01947 1.09675 0.507394 0.266296 3.99307 0.503771 0.14697 3.38872 0.297239 1.532
6.047250 0.0527149 0.569743 0.345903 0.315334 0.172706 0.142833 0.117379 0.379392 0.333787 0.212948 0.1539 2.04905 1.094 0.520979 0.240587 3.72522 0.537508 0.1357 4.07734 0.286359 1.38104
6.289140 0.0542184 0.570874 0.349315 0.318259 0.170846 0.148221 0.121682 0.376396 0.338771 0.208314 0.153912 2.05777 1.09849 0.528541 0.225932 3.56798 0.556355 0.128089 4.52569 0.283366 1.24845
6.531030 0.0556421 0.571662 0.35084 0.321615 0.167805 0.151909 0.124832 0.372629 0.343993 0.202309 0.153615 2.04769 1.11156 0.528577 0.217272 3.4977 0.557066 0.122345 4.62008 0.275674 1.12653
6.772920 0.0569057 0.572311 0.350437 0.32544 0.163826 0.153291 0.126792 0.36828 0.349212 0.195219 0.152755 2.02295 1.13339 0.521575 0.211683 3.49641 0.542213 0.117142 4.41369 0.260769 1.01338
7.014810 0.058075 0.572818 0.348211 0.329366 0.159227 0.151354 0.12772 0.363417 0.354119 0.187468 0.150872 1.98903 1.16281 0.509621 0.208547 3.54483 0.516952 0.11187 4.06079 0.241173 0.909795
7.256700 0.0590535 0.573283 0.344511 0.332911 0.154368 0.143491 0.12758 0.358092 0.358406 0.17948 0.147065 1.95223 1.19801 0.495243 0.2103 3.6217 0.48666 0.10704 3.70865 0.219995 0.819701
7.498590 0.0600322 0.573692 0.339804 0.33565 0.149464 0.125716 0.126508 0.352126 0.361941 0.17173 0.14151 1.91905 1.23702 0.480471 0.223085 3.69313 0.454812 0.103871 3.44822 0.200923 0.772868
7.740480 0.0610938 0.57401 0.3348 0.33699 0.144679 0.10746 0.124662 0.345612 0.364585 0.164686 0.141406 1.89986 1.27693 0.4671 0.243959 3.72351 0.424962 0.0998283 3.32629 0.194684 0.82997
7.982370 0.0619006 0.574248 0.330409 0.336529 0.140304 0.103418 0.122163 0.338987 0.366313 0.159057 0.149241 1.90658 1.31381 0.457512 0.259743 3.67377 0.401835 0.0905898 3.38081 0.207556 0.94392
8.224260 0.0624773 0.574334 0.327445 0.333804 0.136866 0.108119 0.118955 0.332385 0.366992 0.155844 0.159798 1.95384 1.34268 0.455047 0.269402 3.52257 0.392247 0.077397 3.68494 0.231664 1.04827
8.466150 0.0632001 0.574193 0.32653 0.328682 0.135172 0.116025 0.115076 0.326308 0.366515 0.156151 0.170575 2.05941 1.35881 0.464918 0.274122 3.28146 0.405424 0.0656947 4.44061 0.262021 1.11664
8.708040 0.0640618 0.57354 0.327953 0.321061 0.136386 0.124865 0.11089 0.321115 0.364607 0.16103 0.180495 2.2436 1.35783 0.496497 0.274042 2.98783 0.457345 0.0644432 6.32359 0.300889 1.13819
8.949930 0.0647181 0.572053 0.331869 0.309921 0.143671 0.133434 0.10679 0.31677 0.360064 0.173049 0.18895 2.52823 1.32787 0.576733 0.270016 2.67072 0.606594 0.0764018 12.6434 0.371338 1.11118
9.191820 0.065423 0.569149 0.338615 0.276126 0.188308 0.141017 0.103453 0.313005 0.332218 0.225056 0.195625 2.94199 1.13657 0.893942 0.26494 2.14113 1.26712 0.0928087 53.6696 0.656051 0.944973
9.433710 0.0658864 0.56397 0.349226 0.165616 0.282131 0.147315 0.102152 0.309284 0.215273 0.341912 0.200364 3.51605 0.529917 1.34458 0.264239 0.645912 2.1951 0.10358 18.3899 1.09383 0.318456
9.675600 0.0665524 0.554968 0.364753 0.159631 0.278086 0.15222 0.105129 0.304784 0.212116 0.348401 0.203311 4.27529 0.574746 1.33201 0.275291 0.437733 2.09959 0.103837 3.1805 1.12834 0.256579
9.917490 0.0670332 0.540296 0.386716 0.16834 0.266484 0.155943 0.115015 0.298181 0.225926 0.34598 0.204865 5.17699 0.670923 1.30674 0.304086 0.593415 1.98387 0.0971662 1.18616 1.18155 0.280184
10.159380 0.067523 0.518444 0.415096 0.180267 0.253645 0.158968 0.132888 0.288038 0.243089 0.342482 0.205741 6.03197 0.77162 1.29286 0.350336 0.927469 1.89005 0.110456 0.700458 1.26805 0.319561
10.401270 0.0679637 0.489768 0.446759 0.194092 0.240481 0.161934 0.156384 0.273689 0.262119 0.338968 0.206813 6.51708 0.881037 1.29669 0.409279 1.5328 1.80966 0.173608 0.570176 1.37562 0.37647
10.643160 0.0682221 0.457407 0.476263 0.209802 0.22753 0.165476 0.180608 0.256209 0.282598 0.335899 0.20885 6.42342 1.04948 1.31468 0.478405 2.74262 1.73564 0.275617 0.562709 1.48441 0.45629
10.885050 0.0681725 0.425355 0.498758 0.228535 0.215228 0.170102 0.201606 0.237878 0.304455 0.333156 0.212138 5.85338 1.46204 1.3331 0.563155 6.09819 1.6619 0.392144 0.615232 1.57473 0.562773
11.126940 0.0683259 0.395483 0.503014 0.270589 0.20422 0.175914 0.218106 0.222102 0.326992 0.330906 0.216508 4.89445 2.7404 1.33679 0.678871 41.3697 1.52671 0.462014 0.832582 1.64306 0.698024
11.368830 0.0686091 0.366427 0.258737 0.529676 0.194759 0.183157 0.231877 0.346837 0.213394 0.329044 0.221622 4.2811 4.44915 1.30674 0.846973 12.4377 0.64469 1.53546 1.60729 0.819126 0.864395
11.610720 0.0690151 0.336271 0.286429 0.533032 0.186939 0.191965 0.248552 0.367513 0.200263 0.327284 0.227265 7.86473 3.60271 1.21987 1.077 6.76005 0.853298 1.44038 1.53944 0.917135 1.06701
11.852610 0.0697181 0.308884 0.309132 0.532943 0.180819 0.202189 0.274895 0.378379 0.191636 0.325415 0.23318 10.4262 2.86762 1.07493 1.3123 5.50752 1.04635 1.23754 1.47996 1.05422 1.31702
12.094500 0.0708561 0.294582 0.318398 0.529963 0.176257 0.213751 0.304747 0.383339 0.185792 0.32339 0.239493 9.76192 2.35768 0.935047 1.45641 4.96768 1.17748 1.03204 1.41532 1.1941 1.64176
12.336390 0.0728027 0.29408 0.315468 0.524821 0.173295 0.226057 0.32617 0.390688 0.18313 0.320927 0.246633 7.76641 2.06041 0.857335 1.49496 4.62366 1.23567 0.90144 1.34444 1.32724 2.11275
12.578280 0.0757415 0.301105 0.306003 0.518313 0.172728 0.238314 0.334996 0.403543 0.184399 0.317772 0.25542 6.0534 1.87867 0.842819 1.46348 4.37011 1.24793 0.842559 1.27402 1.44378 2.86293
12.820170 0.0804639 0.311376 0.293946 0.511345 0.176005 0.249297 0.331941 0.421927 0.191195 0.313895 0.266691 4.85714 1.75214 0.871185 1.39112 4.16972 1.23855 0.828557 1.22063 1.53262 3.98462
13.062060 0.0866664 0.322647 0.282446 0.504437 0.184621 0.257867 0.322927 0.445326 0.204551 0.309703 0.280596 4.05125 1.65536 0.918759 1.29875 4.00227 1.22556 0.837918 1.20324 1.58491 5.34446
13.303950 0.0948056 0.333966 0.274935 0.498221 0.198065 0.263806 0.319216 0.472444 0.223314 0.306158 0.296553 3.50458 1.57866 0.9654 1.20445 3.86056 1.22121 0.858248 1.22876 1.60197 6.64708
13.545840 0.104323 0.344677 0.273 0.492842 0.21348 0.267753 0.329859 0.501332 0.244302 0.304152 0.313404 3.12339 1.51795 0.999968 1.12088 3.73741 1.22848 0.882807 1.28554 1.59584 7.69844
13.787730 0.114481 0.354631 0.275616 0.488264 0.227725 0.270593 0.352664 0.529866 0.26431 0.303923 0.329888 2.84377 1.46991 1.02 1.0533 3.63084 1.242 0.908891 1.3585 1.5821 8.51716
14.029620 0.124219 0.363766 0.280419 0.484259 0.238919 0.272719 0.378736 0.556371 0.281876 0.305095 0.345032 2.62356 1.43042 1.02683 1.0014 3.54124 1.25475 0.934935 1.43631 1.57156 9.2223
14.271510 0.132949 0.37239 0.285515 0.480682 0.246623 0.274089 0.401034 0.57983 0.29733 0.307062 0.358212 2.43669 1.39435 1.02308 0.962571 3.47108 1.2626 0.960851 1.51585 1.57135 9.94534
14.513400 0.140221 0.380749 0.290042 0.477516 0.251126 0.274558 0.416791 0.599833 0.311861 0.309311 0.369014 2.2687 1.35641 1.01074 0.934164 3.41781 1.26475 0.986954 1.59658 1.58556 10.8047
14.755290 0.145795 0.388893 0.293831 0.47471 0.252919 0.273852 0.425901 0.616295 0.326847 0.311325 0.377137 2.11304 1.31206 0.9914 0.913823 3.37276 1.26132 1.01352 1.67774 1.61665 11.9455
14.997180 0.149539 0.396659 0.297299 0.472315 0.252724 0.271741 0.428984 0.62954 0.343383 0.312773 0.382398 1.96961 1.25918 0.966024 0.899792 3.32387 1.25339 1.04018 1.75664 1.66573 13.5612
15.239070 0.151944 0.403889 0.299914 0.470222 0.250725 0.268019 0.42835 0.639424 0.362072 0.313278 0.384156 1.84134 1.19639 0.935982 0.890535 3.24854 1.24038 1.06483 1.82707 1.73372 16.0163
15.480960 0.152555 0.410113 0.302554 0.468467 0.247804 0.26249 0.424703 0.646296 0.383189 0.312768 0.382336 1.72984 1.1258 0.901909 0.885103 3.14406 1.22447 1.08633 1.88319 1.8188 20.0427
15.722850 0.151773 0.415175 0.30495 0.467113 0.244168 0.255012 0.419236 0.650563 0.406506 0.311352 0.376488 1.6355 1.04858 0.862505 0.883898 3.00374 1.20864 1.10067 1.91674 1.92071 27.4397
15.964740 0.149944 0.419095 0.306939 0.466284 0.239977 0.245532 0.41256 0.652704 0.431616 0.309489 0.365969 1.55709 0.966235 0.807925 0.894433 2.83161 1.20483 1.09562 1.90947 2.04605 43.8773
16.206630 0.147421 0.421977 0.308522 0.466219 0.234908 0.234247 0.404779 0.653226 0.458032 0.311992 0.346036 1.49245 0.880055 0.649143 0.976818 2.63715 1.2935 0.971977 1.74279 2.27164 88.0159
16.448520 0.14435 0.423952 0.309183 0.466816 0.221677 0.228527 0.39667 0.652655 0.485011 0.338331 0.294402 1.43891 0.79292 0.526216 1.00565 2.43332 1.41426 0.754644 1.75513 2.29494 123.153
16.690410 0.141209 0.424841 0.30879 0.467737 0.207709 0.222184 0.388515 0.652027 0.510043 0.319014 0.285686 1.39579 0.715474 0.620285 0.89703 2.24332 1.34437 0.836748 1.92884 2.10399 55.4072
16.932300 0.137802 0.424586 0.307378 0.468517 0.195803 0.213958 0.3797 0.65167 0.531385 0.299278 0.275041 1.36075 0.655909 0.589446 0.8545 2.08492 1.3428 0.791816 1.88718 1.98564 35.5865
17.174190 0.13425 0.423194 0.30471 0.468681 0.187306 0.20415 0.370504 0.65159 0.546696 0.28307 0.261175 1.33064 0.621753 0.52923 0.821782 1.97074 1.35085 0.718081 1.75237 1.84371 26.4126
17.416080 0.130582 0.4206 0.300386 0.467624 0.183499 0.193 0.361246 0.651904 0.554401 0.27315 0.244561 1.30422 0.6144 0.457616 0.786879 1.90777 1.35699 0.634813 1.56688 1.66621 20.689
17.657970 0.126521 0.416799 0.294792 0.465028 0.184432 0.181147 0.351198 0.652125 0.553205 0.2704 0.226429 1.28005 0.630228 0.385689 0.745223 1.90034 1.35585 0.551467 1.37674 1.45852 16.3917
17.899860 0.122067 0.411941 0.287943 0.460894 0.188545 0.169792 0.340591 0.651934 0.543028 0.273627 0.208826 1.2595 0.661955 0.323271 0.696002 1.95069 1.34808 0.476607 1.22011 1.23435 12.8665
18.141750 0.116967 0.406256 0.280261 0.455129 0.19414 0.16033 0.330295 0.650887 0.523918 0.280236 0.19421 1.24538 0.703891 0.277986 0.640873 2.06238 1.33471 0.414728 1.11597 1.01091 9.92679
18.383640 0.11109 0.400047 0.272838 0.447733 0.199841 0.154048 0.320595 0.64844 0.496209 0.288269 0.184656 1.24273 0.752831 0.254112 0.58395 2.24186 1.31861 0.36671 1.06168 0.807744 7.52483
18.625530 0.104165 0.393692 0.267056 0.438297 0.204954 0.151546 0.313394 0.64413 0.460515 0.296523 0.180865 1.25944 0.807332 0.249748 0.530628 2.4935 1.30284 0.32973 1.04411 0.644978 5.5468
18.867420 0.0961333 0.387684 0.265283 0.426468 0.209131 0.152766 0.30954 0.637822 0.418336 0.305014 0.181314 1.307 0.867325 0.260171 0.485918 2.81538 1.28919 0.299657 1.05068 0.545084 3.77742
19.109310 0.0870816 0.382642 0.26939 0.411783 0.212249 0.157166 0.310042 0.629347 0.372439 0.314453 0.182872 1.39754 0.932499 0.281351 0.452742 3.18317 1.27704 0.281197 1.07212 0.530541 2.91039
19.351200 0.0775044 0.37924 0.27971 0.394173 0.213729 0.164618 0.312806 0.619084 0.326962 0.325972 0.182212 1.54029 1.00145 0.312878 0.431085 3.54201 1.25737 0.309898 1.09484 0.615498 8.00262
19.593090 0.0681143 0.37819 0.293945 0.374432 0.211892 0.176341 0.313712 0.607688 0.286993 0.338262 0.180975 1.73622 1.07078 0.357158 0.417643 3.80982 1.20085 0.459078 1.08491 0.812725 20.9518
19.834980 0.0597722 0.38021 0.307596 0.354421 0.206087 0.19166 0.308225 0.595611 0.257 0.342357 0.195041 1.9693 1.13562 0.409516 0.413822 3.91277 1.07411 0.69904 1.01351 1.09064 30.7399
20.076870 0.0528737 0.385812 0.316474 0.336476 0.20273 0.203053 0.29317 0.583542 0.239146 0.339029 0.220724 2.20268 1.18961 0.456283 0.432015 3.83997 0.954842 0.864773 0.969008 1.34021 25.4274
20.318760 0.0474996 0.394759 0.318075 0.322275 0.20448 0.2084 0.268622 0.571468 0.232332 0.338652 0.239917 2.3783 1.22592 0.499487 0.468722 3.64782 0.924262 0.932651 1.01598 1.549 17.742
20.560650 0.043668 0.405925 0.311926 0.312433 0.208919 0.210238 0.236826 0.558427 0.233623 0.342215 0.251943 2.4355 1.23654 0.544556 0.510647 3.42262 0.97832 0.951105 1.14408 1.7523 12.5935
20.802540 0.0410709 0.41747 0.299571 0.306726 0.214417 0.20979 0.203041 0.54318 0.240382 0.347541 0.259852 2.35067 1.21829 0.593698 0.548344 3.24174 1.1013 0.948161 1.35501 1.966 9.32842
21.044430 0.0392933 0.427655 0.283196 0.304369 0.220182 0.207131 0.172207 0.524831 0.250922 0.352831 0.265272 2.15351 1.17375 0.647377 0.573435 3.15255 1.28798 0.934752 1.6793 2.1904 7.17791
21.286320 0.0382204 0.435341 0.264648 0.30463 0.22581 0.201091 0.147979 0.503357 0.264429 0.35712 0.26915 1.90391 1.11272 0.705513 0.579001 3.18531 1.54158 0.916232 2.17832 2.40721 5.76411
21.528210 0.0375798 0.440241 0.245261 0.30652 0.230973 0.186676 0.130895 0.478985 0.280281 0.359874 0.271266 1.65175 1.0471 0.766198 0.552315 3.37153 1.86942 0.902061 2.95103 2.55076 4.98451
21.770100 0.0372391 0.442694 0.225869 0.309102 0.235397 0.150165 0.121139 0.452512 0.297635 0.360526 0.260426 1.42418 0.991894 0.827303 0.474306 3.76814 2.27544 0.944703 4.12348 2.35922 4.89821
22.011990 0.0369947 0.443137 0.20728 0.311803 0.238496 0.12969 0.117269 0.424654 0.315582 0.358734 0.219571 1.22672 0.961152 0.884933 0.451908 4.4674 2.74453 1.06377 5.74939 1.71594 4.92603
22.253880 0.0369551 0.441998 0.190814 0.314942 0.238937 0.136105 0.117823 0.395592 0.333585 0.353719 0.19733 1.04995 0.965569 0.934319 0.478382 5.55532 3.22161 1.12293 7.61244 1.55038 4.89491
22.495770 0.0369932 0.439847 0.178738 0.319346 0.234615 0.139722 0.121581 0.365071 0.353265 0.344742 0.197413 0.882952 1.00458 0.975719 0.501504 6.80312 3.56321 1.06588 9.15785 1.72533 5.14428
22.737660 0.0372073 0.437045 0.178054 0.323054 0.223543 0.14499 0.127398 0.329111 0.378947 0.330425 0.21662 0.734419 1.05195 1.01185 0.540441 6.58327 3.48921 0.860063 9.79443 1.94159 5.88266
22.979550 0.0376308 0.433884 0.215824 0.307774 0.205165 0.157065 0.134128 0.292401 0.404231 0.310771 0.254443 0.748013 1.01605 1.03348 0.615393 16.5583 3.57957 1.149 8.73669 1.7822 7.45343
23.221440 0.0380458 0.430547 0.272304 0.269121 0.181663 0.179003 0.141558 0.30583 0.388082 0.29229 0.307121 0.944598 0.87759 1.00556 0.747564 21.9313 4.09756 1.99023 6.01743 1.03183 10.3874
23.463330 0.038514 0.427254 0.294675 0.247383 0.15782 0.210306 0.149445 0.33682 0.341813 0.303013 0.357258 1.06889 0.860259 0.869282 0.963907 15.2825 3.38223 2.44564 4.17841 1.64157 13.2289
23.705220 0.039029 0.424107 0.295371 0.236434 0.178694 0.220883 0.157957 0.361555 0.278593 0.404333 0.339956 1.15571 0.968808 0.720839 1.14096 11.7286 2.68815 2.33864 4.58321 2.10492 9.65144
23.947110 0.0396265 0.421214 0.278318 0.243588 0.227181 0.206402 0.16726 0.384193 0.268148 0.476214 0.2992 1.24841 1.19391 0.830014 1.11688 10.885 2.17475 1.86131 4.16484 2.03988 11.3943
24.189000 0.0403471 0.418661 0.244219 0.278882 0.248354 0.197412 0.177673 0.416826 0.332898 0.480698 0.280663 1.42556 1.49934 0.925507 1.06145 9.30302 1.65715 1.57256 2.70052 2.12167 10.2724
24.430890 0.0410506 0.416314 0.212888 0.311076 0.256365 0.192661 0.1904 0.470975 0.383238 0.469497 0.271804 1.85832 1.7991 0.983801 1.00845 5.98549 1.32593 1.42512 2.12239 1.90137 9.38318
24.672780 0.041625 0.413658 0.201115 0.328253 0.260152 0.189578 0.207665 0.539424 0.410925 0.458481 0.266914 2.76887 2.07599 1.01654 0.956739 3.60945 1.13139 1.28438 1.87919 1.68249 8.8377
24.914670 0.0421927 0.408348 0.208269 0.336954 0.262187 0.18682 0.23809 0.611572 0.426386 0.449169 0.263706 4.81661 2.30766 1.02711 0.9046 2.57491 0.985517 1.14456 1.75846 1.54493 8.51527
25.156560 0.0427964 0.385937 0.249646 0.342115 0.263062 0.183643 0.331875 0.663478 0.433718 0.440942 0.261139 10.1339 2.31067 1.01214 0.863664 2.45385 0.860017 1.01002 1.70828 1.47497 8.36182
25.398450 0.043759 0.299992 0.351504 0.346017 0.2629 0.179659 0.599212 0.58216 0.433848 0.433126 0.258774 10.9224 1.66628 0.920422 0.869032 2.99969 0.811837 0.848755 1.7007 1.45232 8.37653
25.640340 0.0457125 0.241459 0.39731 0.34976 0.261574 0.174837 0.800194 0.489361 0.427431 0.425076 0.257283 4.19895 1.2489 0.788131 0.845913 3.20114 0.793156 0.730948 1.71028 1.46274 8.59251
25.882230 0.0500494 0.229496 0.406849 0.353912 0.258647 0.16959 0.933391 0.480574 0.415695 0.415856 0.25834 2.12993 1.13953 0.687757 0.808489 3.11503 0.728866 0.657387 1.71323 1.50112 9.10068
26.124120 0.059359 0.229691 0.407588 0.358647 0.253283 0.165567 1.05634 0.50049 0.400472 0.403776 0.265628 1.35939 1.0856 0.599837 0.783602 2.89434 0.64411 0.608425 1.68516 1.57247 10.0819
26.366010 0.0780227 0.233219 0.403552 0.363604 0.242983 0.167343 1.17521 0.528424 0.384065 0.38455 0.28627 0.990935 1.04543 0.506882 0.77918 2.61181 0.54801 0.587352 1.5926 1.69672 11.8426
26.607900 0.113356 0.237323 0.394094 0.368357 0.218972 0.18717 1.27505 0.557638 0.368845 0.344936 0.333168 0.864876 1.01546 0.37933 0.800586 2.32468 0.430487 0.601898 1.35642 1.91648 14.1373
26.849790 0.180447 0.24046 0.376611 0.372179 0.158317 0.235111 1.31185 0.587462 0.35754 0.266666 0.405202 1.00651 1.00108 0.262004 0.812747 2.06842 0.309003 0.627254 0.967966 2.17243 12.2929
27.091680 0.323815 0.241528 0.34819 0.374004 0.109737 0.261038 1.16546 0.628072 0.355336 0.248672 0.428269 1.57066 1.02194 0.378104 0.744898 1.88336 0.349809 0.586301 1.16402 2.14513 9.41972
27.333570 0.729452 0.250136 0.350662 0.372228 0.114506 0.266309 0.474582 0.758653 0.387201 0.28312 0.422403 3.34761 1.18791 0.449097 0.71336 2.17422 0.412438 0.556446 1.60892 2.11982 6.64822
27.575460 2.15915 0.261111 0.699935 0.374311 0.137026 0.275331 1.27529 1.71326 0.714741 0.308639 0.457676 9.71122 2.91971 0.531343 0.678501 11.4159 0.571111 0.591634 3.71484 2.9032 5.52892
27.817350 1.71478 0.565586 0.505285 0.320351 0.149915 0.245927 1.83397 2.24856 0.579746 0.342619 0.43592 5.27879 5.36928 0.538829 0.453186 38.665 1.51389 1.005 3.51766 1.89757 4.46093
28.059240 1.08113 0.878835 0.446345 0.312277 0.164441 0.22872 3.59082 2.12558 0.647148 0.366804 0.392605 1.43795 4.69345 0.504781 0.40148 23.0917 2.17884 1.1728 2.29333 0.924866 3.46567
28.301130 0.740575 0.98584 0.420869 0.321142 0.178882 0.218165 4.57724 2.01912 0.79488 0.38588 0.35706 1.42376 3.65515 0.497024 0.368005 10.4534 2.25966 1.04708 1.89045 0.635309 2.79259
28.543020 0.52952 1.02379 0.406801 0.323272 0.19183 0.208966 5.1725 1.95631 0.83732 0.40218 0.324401 1.60349 3.04804 0.503286 0.340987 6.33434 2.31771 0.942957 1.7899 0.54563 2.33085
28.784910 0.38726 1.03446 0.397133 0.322963 0.203019 0.197902 5.51234 1.90085 0.845693 0.41542 0.290109 1.65443 2.67798 0.515375 0.318377 4.69396 2.41265 0.86601 1.78291 0.520778 2.01237
29.026800 0.286885 1.03579 0.389464 0.32202 0.212364 0.176411 5.7096 1.84406 0.842907 0.424625 0.247545 1.64005 2.42788 0.5272 0.302737 3.93051 2.52335 0.785641 1.79946 0.566228 1.80696
29.268690 0.217606 1.03675 0.382859 0.320949 0.219595 0.146453 5.84754 1.78621 0.838583 0.428535 0.336939 1.5972 2.24408 0.534936 0.350527 3.55805 2.62433 0.589845 1.80792 0.847883 1.56303
29.510580 0.18144 1.04058 0.377223 0.319952 0.224781 0.191821 5.96822 1.72859 0.836343 0.426678 0.478699 1.54289 2.10181 0.537791 0.383947 3.41113 2.70608 0.562316 1.80028 0.966409 1.29656
29.752470 0.185143 1.04926 0.372551 0.319168 0.227885 0.206579 6.09734 1.67276 0.838549 0.418559 0.513382 1.48675 1.98883 0.535304 0.373818 3.4227 2.75964 0.611028 1.77659 0.999462 1.30409
29.994360 0.221687 1.06141 0.369145 0.318485 0.229123 0.213098 6.21504 1.62 0.842546 0.405347 0.531956 1.42934 1.90273 0.528532 0.359482 3.59518 2.78631 0.660296 1.75549 1.02975 1.3808
30.236250 0.26712 1.07257 0.36701 0.317896 0.229042 0.21714 6.26443 1.57123 0.839743 0.389828 0.544298 1.35872 1.84704 0.519808 0.34722 3.98314 2.80235 0.704188 1.76663 1.05793 1.47474
