.241890 C5H6
.483780 C5H6
.725670 C5H6
.967560 C5H6
12.820170 C5H6
13.062060 C5H6
13.303950 C5H6
13.545840 C5H6
13.787730 C5H6
14.029620 C5H6
14.271510 C5H6
14.513400 C5H6
14.755290 C5H6
14.997180 C5H6
15.239070 C5H6
15.480960 C5H6
15.722850 C5H6
15.964740 C5H6
16.206630 C5H6
16.448520 C5H6
16.690410 C5H6
16.932300 C5H6
17.174190 C5H6
17.416080 C5H6
17.657970 C5H6
17.899860 C5H6
18.141750 C5H6
18.383640 C5H6
18.625530 C5H6
18.867420 C5H6
19.109310 C5H6
26.849790 C7H8
27.091680 C7H8
27.333570 C7H8
27.575460 C7H8
27.817350 C7H8
28.059240 C7H8
28.301130 C7H8
28.543020 C7H8
28.784910 C7H8
29.026800 C7H8
29.268690 C7H8
29.510580 C7H8
29.752470 C7H8
29.994360 C7H8
30.236250 C7H8
30.478140 C7H8
30.720030 C7H8
30.961920 C7H8
31.203810 C7H8
31.445700 C7H8
31.687590 C7H8
31.929480 C7H8
32.171370 C7H8
32.413260 C7H8
32.655150 C7H8
32.897040 C7H8
33.138930 C7H8
33.380820 C7H8
33.622710 C7H8
33.864600 C7H8
34.106490 C7H8
34.348380 C7H8
34.590270 C7H8
34.832160 C7H8
35.074050 C7H8
35.315940 C7H8
35.557830 C7H8
35.799720 C7H8
36.041610 C7H8
36.283500 C7H8
36.525390 C7H8
36.767280 C7H8
37.009170 C7H8
37.251060 C7H8
37.492950 C7H8
37.734840 C7H8
37.976730 C7H8
38.218620 C7H8
38.460510 C7H8
38.702400 C7H8
38.944290 C7H8
39.186180 C7H8
39.428070 C1C5
39.428070 C1C5 C7H8
39.669960 C1C5
39.669960 C1C5 C7H8
39.911850 C1C5
39.911850 C1C5 C7H8
40.153740 C1C5
40.395630 C1C5
40.637520 C1C5
40.879410 C1C5
41.121300 C1C5
41.363190 C1C5
41.605080 C1C5
41.846970 C1C5
42.088860 C1C5
42.330750 C1C5
42.572640 C1C5
42.814530 C1C5
43.056420 C1C5
43.298310 C1C5
43.540200 C1C5
43.782090 C1C5
44.023980 C1C5
44.265870 C1C5
44.507760 C1C5
44.749650 C1C5
44.991540 C1C5
49.587450 C7H8
49.829340 C7H8
50.071230 C7H8
50.313120 C7H8
50.555010 C7H8
50.796900 C7H8
51.038790 C7H8
51.280680 C7H8
51.522570 C7H8
51.764460 C7H8
52.006350 C7H8
52.248240 C7H8
52.490130 C7H8
52.732020 C7H8
52.973910 C7H8
53.215800 C7H8
53.457690 C7H8
53.699580 C7H8
53.941470 C7H8
54.183360 C7H8
54.425250 C7H8
54.667140 C7H8
54.909030 C7H8
55.150920 C7H8
55.392810 C7H8
55.634700 C7H8
55.876590 C7H8
56.118480 C7H8
56.360370 C7H8
