.241890 1.6176633814
.483780 1.6160962628
.725670 1.6122913518
.967560 1.6061941008
12.820170 1.6213647204
13.062060 1.6429165172
13.303950 1.6620911233
13.545840 1.6788057048
13.787730 1.6931876163
14.029620 1.7055166857
14.271510 1.7161282349
14.513400 1.7252943672
14.755290 1.7331113056
14.997180 1.7394915403
15.239070 1.7442169215
15.480960 1.7470863127
15.722850 1.7480306890
15.964740 1.7471765078
16.206630 1.7447919159
16.448520 1.7411523340
16.690410 1.7363727911
16.932300 1.7304788214
17.174190 1.7233370787
17.416080 1.7147883541
17.657970 1.7046899330
17.899860 1.6929861448
18.141750 1.6795906108
18.383640 1.6643810056
18.625530 1.6471921361
18.867420 1.6278888583
19.109310 1.6064244903
26.849790 1.6157712203
27.091680 1.6392538611
27.333570 1.6609090724
27.575460 1.6803502247
27.817350 1.6964558605
28.059240 1.7123502121
28.301130 1.7273435376
28.543020 1.7413868213
28.784910 1.7547656276
29.026800 1.7679311527
29.268690 1.7812868281
29.510580 1.7950882561
29.752470 1.8095255894
29.994360 1.8242669318
30.236250 1.8383793644
30.478140 1.8508419181
30.720030 1.8613267213
30.961920 1.8701335418
31.203810 1.8778309014
31.445700 1.8849673284
31.687590 1.8919678823
31.929480 1.8990187645
32.171370 1.9058176011
32.413260 1.9117138177
32.655150 1.9161390253
32.897040 1.9189918369
33.138930 1.9205458743
33.380820 1.9212372564
33.622710 1.9214373927
33.864600 1.9212398671
34.106490 1.9203148340
34.348380 1.9182292838
34.590270 1.9148833516
34.832160 1.9105558945
35.074050 1.9054770468
35.315940 1.8996188438
35.557830 1.8928199156
35.799720 1.8850422308
36.041610 1.8764346405
36.283500 1.8672045568
36.525390 1.8574870734
36.767280 1.8470293265
37.009170 1.8354218694
37.251060 1.8225032717
37.492950 1.8085182131
37.734840 1.7937767098
37.976730 1.7782666873
38.218620 1.7617055314
38.460510 1.7438046439
38.702400 1.7245281150
38.944290 1.7040516617
39.186180 1.6823352183
39.428070 1.6024576057
39.428070 1.6024576057 1.6590716946
39.669960 1.6056270279
39.669960 1.6056270279 1.6339865906
39.911850 1.6085013457
39.911850 1.6085013457 1.6071006608
40.153740 1.6110882902
40.395630 1.6133948437
40.637520 1.6154225056
40.879410 1.6171650683
41.121300 1.6186163951
41.363190 1.6197756525
41.605080 1.6206442562
41.846970 1.6212131306
42.088860 1.6214615279
42.330750 1.6213989708
42.572640 1.6210290440
42.814530 1.6203505719
43.056420 1.6193606843
43.298310 1.6180598654
43.540200 1.6164540242
43.782090 1.6145509736
44.023980 1.6123617369
44.265870 1.6099005778
44.507760 1.6071930844
44.749650 1.6042643515
44.991540 1.6011341514
49.587450 1.6055111214
49.829340 1.6371766110
50.071230 1.6675680798
50.313120 1.6967750974
50.555010 1.7245504517
50.796900 1.7510935317
51.038790 1.7762935412
51.280680 1.8001031564
51.522570 1.8223923980
51.764460 1.8429415185
52.006350 1.8616394444
52.248240 1.8787091261
52.490130 1.8963179238
52.732020 1.9130301116
52.973910 1.9294611636
53.215800 1.9460330572
53.457690 1.9627648645
53.699580 1.9798923438
53.941470 1.9977584695
54.183360 2.0163946465
54.425250 2.0356382074
54.667140 2.0551573476
54.909030 2.0746585458
55.150920 2.0940689896
55.392810 2.1135486205
55.634700 2.1332038860
55.876590 2.1530304521
56.118480 2.1728037409
56.360370 2.1923234354
