.241890 -514.50279874 -514.36105994 -514.31465711 -514.28186058 -514.27163959 -514.23555305 -514.23347720
.483780 -514.50467721 -514.36453941 -514.31603441 -514.28414133 -514.27324780 -514.23826311 -514.23575438
.725670 -514.50744689 -514.36896513 -514.31791198 -514.28706255 -514.27537301 -514.24174333 -514.23873645
.967560 -514.51108480 -514.37431604 -514.32027326 -514.29061684 -514.27802961 -514.24597154 -514.24239639
1.209450 -514.51556824 -514.38057681 -514.32309775 -514.29479793 -514.28125681 -514.25093070 -514.24670287
1.451340 -514.52085732 -514.38771397 -514.32634941 -514.29957847 -514.28510598 -514.25658759 -514.25160157
1.693230 -514.52689917 -514.39567952 -514.32997575 -514.30491155 -514.28964102 -514.26290029 -514.25701709
1.935120 -514.53362396 -514.40440555 -514.33392115 -514.31072399 -514.29490910 -514.26982943 -514.26285057
2.177010 -514.54091996 -514.41379104 -514.33812339 -514.31690588 -514.30089143 -514.27732884 -514.26898963
2.418900 -514.54865565 -514.42370334 -514.34253869 -514.32330217 -514.30745591 -514.28534273 -514.27535202
2.660790 -514.55664442 -514.43395834 -514.34716241 -514.32969291 -514.31430253 -514.29375262 -514.28188638
2.902680 -514.56465140 -514.44432432 -514.35205557 -514.33578869 -514.32096438 -514.30235534 -514.28855596
3.144570 -514.57237107 -514.45449268 -514.35729887 -514.34125299 -514.32682731 -514.31081550 -514.29523564
3.386460 -514.57942869 -514.46408362 -514.36282494 -514.34580384 -514.33129552 -514.31860682 -514.30165047
3.628350 -514.58537590 -514.47263994 -514.36824957 -514.34922377 -514.33421294 -514.32477508 -514.30735241
3.870240 -514.58970358 -514.47963711 -514.37292115 -514.35124258 -514.33647210 -514.32748528 -514.31175277
4.112130 -514.59191741 -514.48455835 -514.37613580 -514.35160119 -514.33832709 -514.32572213 -514.31421724
4.354020 -514.59162760 -514.48698932 -514.37732039 -514.35026740 -514.33802284 -514.32072976 -514.31408862
4.595910 -514.58866832 -514.48672955 -514.37616890 -514.34740367 -514.33443065 -514.31444413 -514.31008853
4.837800 -514.58325387 -514.48395262 -514.37279259 -514.34311691 -514.32770016 -514.30853832 -514.30144179
5.079690 -514.57605341 -514.47928740 -514.36778825 -514.33766821 -514.31889131 -514.30174331 -514.29096090
5.321580 -514.56805740 -514.47368794 -514.36209531 -514.33171826 -514.30937075 -514.29434526 -514.28036637
5.563470 -514.56024412 -514.46810007 -514.35665360 -514.32605185 -514.30037354 -514.28722324 -514.27066501
5.805360 -514.55317564 -514.46306705 -514.35199664 -514.32113305 -514.29263920 -514.28094115 -514.26231586
6.047250 -514.54680467 -514.45852924 -514.34804262 -514.31686216 -514.28622241 -514.27546828 -514.25514108
6.289140 -514.54073732 -514.45409206 -514.34436265 -514.31282782 -514.28077186 -514.27044078 -514.24863381
6.531030 -514.53487162 -514.44965481 -514.34080998 -514.30892571 -514.27617204 -514.26577770 -514.24259927
6.772920 -514.52988084 -514.44589200 -514.33800824 -514.30583928 -514.27303518 -514.26217817 -514.23765217
7.014810 -514.52706740 -514.44410794 -514.33720943 -514.30489511 -514.27256589 -514.26097630 -514.23507125
7.256700 -514.52760639 -514.44548051 -514.33954415 -514.30730824 -514.27580862 -514.26338872 -514.23605898
7.498590 -514.53166469 -514.45018580 -514.34515151 -514.31330671 -514.28278207 -514.26964202 -514.24091931
7.740480 -514.53812255 -514.45711991 -514.35290648 -514.32184330 -514.29221040 -514.27869082 -514.24873781
7.982370 -514.54507437 -514.46440120 -514.36092050 -514.33108103 -514.30204889 -514.28870876 -514.25758191
8.224260 -514.55065804 -514.47019748 -514.36737205 -514.33920289 -514.31033720 -514.29790276 -514.26542882
8.466150 -514.55364821 -514.47331318 -514.37108634 -514.34498189 -514.31580996 -514.30507751 -514.27095242
8.708040 -514.55360822 -514.47333477 -514.37167740 -514.34792844 -514.31804878 -514.30977225 -514.27366730
8.949930 -514.55068877 -514.47043183 -514.36934905 -514.34810972 -514.31728095 -514.31204581 -514.27371014
9.191820 -514.54536358 -514.46508901 -514.36461953 -514.34590107 -514.31426987 -514.31204552 -514.27156773
9.433710 -514.53821825 -514.45789969 -514.35812018 -514.34178954 -514.31160717 -514.30828437 -514.26785572
