#t C1F2 C1F3 C1F4 C1C5 C5H6 C5C7 C7H8 C7F9
.241890	1.3023749073	1.3424204240	1.3709639309	1.4936125646	1.2972430695	1.3247464777	1.1384878721	1.3147980088
.483780	1.3026250519	1.3394919336	1.3754893638	1.4952643013	1.2992193227	1.3255397920	1.1501108923	1.3141705233
.725670	1.3030028532	1.3366216873	1.3799567213	1.4966999982	1.2986814042	1.3268918666	1.1619833578	1.3134631799
.967560	1.3035149387	1.3338263642	1.3843418030	1.4979179209	1.2956124862	1.3287964813	1.1739297013	1.3126785800
1.209450	1.3041611742	1.3310927879	1.3886528034	1.4989189053	1.2900068116	1.3312450707	1.1858328361	1.3118280620
1.451340	1.3049325280	1.3284472558	1.3928681911	1.4997014189	1.2818716097	1.3342331271	1.1975560217	1.3109216323
1.693230	1.3058336445	1.3258858493	1.3969910087	1.5002697059	1.2712435220	1.3377465354	1.2089939658	1.3099610083
1.935120	1.3068578175	1.3234234896	1.4010028031	1.5006266551	1.2581628058	1.3417772086	1.2200232478	1.3089465837
2.177010	1.3079941486	1.3210650725	1.4049070450	1.5007768494	1.2427153325	1.3463416508	1.2304545121	1.3078718015
2.418900	1.3092551583	1.3188165545	1.4086865518	1.5007234779	1.2250175764	1.3513967094	1.2402725730	1.3067799597
2.660790	1.3106220222	1.3166921556	1.4123473465	1.5004686167	1.2051999073	1.3569023495	1.2494707836	1.3056563763
2.902680	1.3120936840	1.3146868722	1.4158866665	1.5000110814	1.1834466346	1.3628396242	1.2580046853	1.3045093337
3.144570	1.3136583604	1.3128138688	1.4192819732	1.4993552888	1.1600095551	1.3691612804	1.2658184932	1.3033673073
3.386460	1.3153187875	1.3110661436	1.4225346281	1.4985017412	1.1352160284	1.3758392387	1.2728719256	1.3022209459
3.628350	1.3170713239	1.3094568470	1.4256495249	1.4974478884	1.1094400823	1.3828352729	1.2791387407	1.3010887104
3.870240	1.3188961299	1.3079981387	1.4286021473	1.4961883210	1.0831322887	1.3901012955	1.2846178239	1.2999790045
4.112130	1.3207975412	1.3066722874	1.4314165038	1.4947137765	1.0568509328	1.3975920230	1.2892658416	1.2989009430
4.354020	1.3227643087	1.3055003537	1.4340634098	1.4930134862	1.0312321073	1.4052694724	1.2930838549	1.2978636481
4.595910	1.3247859088	1.3044636990	1.4365415546	1.4910730094	1.0069764452	1.4130763062	1.2960578103	1.2968668907
4.837800	1.3268577984	1.3035828774	1.4388615749	1.4888745703	.9848633561	1.4209515119	1.2981756806	1.2959377913
5.079690	1.3289882194	1.3028475773	1.4410208681	1.4864016246	.9657109176	1.4288595391	1.2994401862	1.2950577618
5.321580	1.3311479315	1.3022677167	1.4430054799	1.4836377595	.9503058865	1.4367480396	1.2998516081	1.2942438295
5.563470	1.3333452820	1.3018219989	1.4448178732	1.4805740241	.9393262458	1.4445601400	1.2994150043	1.2935050649
5.805360	1.3355686637	1.3015287471	1.4464509749	1.4772062498	.9333158165	1.4522621229	1.2981167291	1.2928494336
6.047250	1.3378160612	1.3013753281	1.4479020606	1.4735443428	.9325736596	1.4598143148	1.2959933005	1.2922669377
6.289140	1.3400750414	1.3013685107	1.4491653521	1.4696075112	.9371470173	1.4672123040	1.2930424526	1.2917755495
6.531030	1.3423344008	1.3014844503	1.4502493515	1.4654289082	.9467737363	1.4744463086	1.2892798038	1.2913645265
6.772920	1.3446043892	1.3017288386	1.4511348943	1.4610476421	.9609922477	1.4815082773	1.2847287186	1.2910424774
7.014810	1.3468528027	1.3021068408	1.4518280096	1.4565134390	.9791276431	1.4884217546	1.2794333315	1.2908175993
7.256700	1.3490961454	1.3025934365	1.4523245872	1.4518777302	1.0004050884	1.4951903377	1.2734291429	1.2906887470
7.498590	1.3513161708	1.3031932720	1.4526255662	1.4471956042	1.0240319774	1.5018422294	1.2667389568	1.2906461868
7.740480	1.3535142004	1.3039009037	1.4527305726	1.4425185667	1.0492039171	1.5083815114	1.2594589799	1.2907061191
7.982370	1.3556663922	1.3047009980	1.4526244156	1.4378972815	1.0752028674	1.5148311650	1.2516287011	1.2908597816
8.224260	1.3577865030	1.3055880277	1.4523230592	1.4333789899	1.1014035142	1.5211777636	1.2433625839	1.2911228084
