#cores mem min sec totSec
1 40 10 16.338  616.338
2 20 5 26.298   326.298
3 13 4 2.955    242.955
4 10 3 20.459   200.459
5 8 2 32.837    152.837
6 6 2 14.453    134.453
7 5 2 5.902     125.902
8 5 1 58.020    118.020
9 4 1 35.912    95.912
10 4 1 40.639   100.639
