0 -514.332645987501 -3.003922251116944E-002 -2.991023970607124E-002 1 -2.731917194403717E-002 -2.717776478077875E-002 2 -1.872079527302778E-002 -1.857560047061535E-002 3 -1.874153945328474E-002 -1.860878231542205E-002 4 -2.991249013887545E-002 -2.978189801909631E-002 5 -4.252975939498897E-002 -4.237798325653202E-002 6 -5.340487979552788E-002 -5.327666126613995E-002 7 -3.790613843505982E-002 -3.776845659682708E-002
.241890 -514.332628631199 -3.512816473766969E-002 -3.501826038871180E-002 1 -3.515655226058124E-002 -3.503241057043766E-002 2 -2.264937806299052E-002 -2.254142250361034E-002 3 -2.344461314081881E-002 -2.334543444688574E-002 4 -3.502601104497323E-002 -3.491415674641696E-002 5 -5.068312559012368E-002 -5.056738898459323E-002 6 -5.705257277297632E-002 -5.691450145856703E-002 7 -4.324649981371304E-002 -4.312082012829473E-002
.483780 -514.332603898258 -3.495406582678659E-002 -3.491809742863245E-002 1 -3.782837820261862E-002 -3.777816695524862E-002 2 -2.122149474505472E-002 -2.118300694526928E-002 3 -2.289022748558164E-002 -2.285380730510972E-002 4 -3.487401397132507E-002 -3.483668418046735E-002 5 -5.391063664763689E-002 -5.388658964504904E-002 6 -5.534711343464516E-002 -5.530031323061100E-002 7 -4.317504176308899E-002 -4.313823755337799E-002
.725670 -514.332580351283 -2.690136899647578E-002 -2.686652207694103E-002 1 -3.272778451320374E-002 -3.273999200766103E-002 2 -1.192244000473471E-002 -1.187816670771002E-002 3 -1.452034018316939E-002 -1.448709000293333E-002 4 -2.685319445201743E-002 -2.681774444025041E-002 5 -4.921111867568188E-002 -4.917816255122790E-002 6 -4.554889800117320E-002 -4.551440451025298E-002 7 -3.510144750283372E-002 -3.507102090718067E-002
.967560 -514.332560235010 -9.671540331829844E-003 -9.715668915306806E-003 1 -1.845433707369769E-002 -1.845957332996963E-002 2 6.355010902918555E-003 6.311136520436555E-003 3 2.853453972394926E-003 2.802722958836148E-003 4 -9.700464311950627E-003 -9.744779196755721E-003 5 -3.478774772375020E-002 -3.483224177521104E-002 6 -2.603878686757885E-002 -2.607413655448748E-002 7 -1.773324478592593E-002 -1.776077802283027E-002
1.209450 -514.332556852969 1.484489412336052E-002 1.489730312201067E-002 1 3.347862541703814E-003 3.388459637765420E-003 2 3.147554635495683E-002 3.152945178436187E-002 3 2.721519654512299E-002 2.725466857281523E-002 4 1.466369533430755E-002 1.471577113021423E-002 5 -1.187711586585014E-002 -1.181793927552403E-002 6 1.550011429216680E-003 1.622374612161289E-003 7 7.027739181626871E-003 7.087088778111940E-003
1.451340 -514.332565052097 4.093705009179866E-002 4.092499998418266E-002 1 2.727207604965580E-002 2.726015450764287E-002 2 5.757466147298244E-002 5.754444397292520E-002 3 5.281040937153096E-002 5.278264517483675E-002 4 4.052515942299116E-002 4.051326681467663E-002 5 1.443273781280769E-002 1.439069628460582E-002 6 3.138439846815479E-002 3.140029560051475E-002 7 3.343299872926023E-002 3.340466160878403E-002
1.693230 -514.332587872951 6.160086503856469E-002 6.162405875761487E-002 1 4.647558231891722E-002 4.645608227665781E-002 2 7.771456162130974E-002 7.773501451613730E-002 3 7.273543204162314E-002 7.274954541000535E-002 4 6.090889686030711E-002 6.093307371680077E-002 5 3.766335873437481E-002 3.759341759832557E-002 6 5.563321929471889E-002 5.575297793363391E-002 7 5.442077253795073E-002 5.443121613512802E-002
1.935120 -514.332617775905 7.236738183918201E-002 7.237206708128777E-002 1 5.641409989215849E-002 5.645557687318514E-002 2 8.766620798787240E-002 8.767328463326039E-002 3 8.270981054254825E-002 8.271127419568629E-002 4 7.139292334762448E-002 7.139978658500819E-002 5 5.460246070280476E-002 5.429886237860109E-002 6 6.771759287459243E-002 6.806637962836448E-002 7 6.548463667897020E-002 6.548811657793215E-002
2.177010 -514.332648993973 7.269896098156146E-002 7.270029672087809E-002 1 5.633581192066101E-002 5.632605562090731E-002 2 8.714383393004323E-002 8.713117107725851E-002 3 8.236092363942225E-002 8.234878404732902E-002 4 7.148120548542163E-002 7.148371264395924E-002 5 6.622078891700314E-002 6.633139277237851E-002 6 6.476935988384377E-002 6.468089480069046E-002 7 6.610737452164224E-002 6.609663479293498E-002
2.418900 -514.332673751553 6.470020229954501E-002 6.466165526105810E-002 1 4.813842891450181E-002 4.808937511463907E-002 2 7.841460340506831E-002 7.837787383679426E-002 3 7.388822874484582E-002 7.384695117043628E-002 4 6.331330490136929E-002 6.327561302826841E-002 5 7.071881802540993E-002 7.124243882498454E-002 6 5.231618125453875E-002 5.173967301495681E-002 7 5.844802145089514E-002 5.840406805221963E-002
